113000.000000 0.010000
113100.000000 0.010000
113200.000000 0.009000
113300.000000 0.010000
113500.000000 0.011000
113600.000000 0.012000
113700.000000 0.013000
113800.000000 0.016000
113900.000000 0.017000
113990.000000 0.018000
114100.000000 0.020000
114200.000000 0.022000
114310.000000 0.024000
114400.000000 0.028000
114500.000000 0.034000
114610.000000 0.037000
114700.000000 0.043000
114800.000000 0.047000
114900.000000 0.050000
115000.000000 0.055000
115100.000000 0.063000
115200.000000 0.072000
115300.000000 0.082000
115400.000000 0.095000
115500.000000 0.108000
115600.000000 0.124000
115690.000000 0.142000
115800.000000 0.164000
115900.000000 0.188000
116010.000000 0.213000
116100.000000 0.241000
116200.000000 0.273000
116300.000000 0.305000
116400.000000 0.342000
116500.000000 0.382000
116600.000000 0.421000
116700.000000 0.464000
116800.000000 0.508000
116900.000000 0.551000
117000.000000 0.595000
117090.000000 0.639000
117200.000000 0.680000
117300.000000 0.721000
117390.000000 0.761000
117500.000000 0.799000
117600.000000 0.834000
117710.000000 0.865000
117800.000000 0.893000
117900.000000 0.918000
118000.000000 0.937000
118100.000000 0.953000
118200.000000 0.968000
118300.000000 0.979000
118400.000000 0.987000
118500.000000 0.992000
118600.000000 0.994000
118700.000000 0.994000
118790.000000 0.992000
118900.000000 0.988000
119000.000000 0.983000
119110.000000 0.979000
119200.000000 0.973000
119300.000000 0.968000
119410.000000 0.963000
119500.000000 0.957000
119600.000000 0.950000
119700.000000 0.944000
119800.000000 0.936000
119900.000000 0.927000
120000.000000 0.918000
120100.000000 0.911000
120200.000000 0.902000
120300.000000 0.894000
120400.000000 0.886000
120490.000000 0.878000
120600.000000 0.867000
120700.000000 0.855000
120810.000000 0.843000
120900.000000 0.826000
121000.000000 0.809000
121100.000000 0.791000
121200.000000 0.770000
121300.000000 0.746000
121400.000000 0.722000
121500.000000 0.694000
121600.000000 0.665000
121700.000000 0.635000
121800.000000 0.604000
121900.000000 0.570000
122000.000000 0.536000
122100.000000 0.500000
122190.000000 0.464000
122300.000000 0.427000
122400.000000 0.392000
122510.000000 0.358000
122600.000000 0.324000
122700.000000 0.291000
122800.000000 0.262000
122900.000000 0.232000
123000.000000 0.204000
123100.000000 0.179000
123200.000000 0.156000
123300.000000 0.137000
123400.000000 0.120000
123500.000000 0.105000
123590.000000 0.092000
123700.000000 0.080000
123800.000000 0.069000
123890.000000 0.060000
124000.000000 0.052000
124100.000000 0.045000
124210.000000 0.039000
124300.000000 0.035000
124400.000000 0.030000
124500.000000 0.027000
124600.000000 0.025000
124700.000000 0.022000
124800.000000 0.019000
124900.000000 0.018000
125000.000000 0.016000
125100.000000 0.015000
125200.000000 0.014000
125290.000000 0.013000
125400.000000 0.012000
125500.000000 0.010000
125610.000000 0.008000
125700.000000 0.008000
125800.000000 0.007000
125910.000000 0.007000
126000.000000 0.007000
