line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   10.799853  3.814856  4.414473  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3472  4.414473   -9.312  1.064077  7.538393  7.3053644E-01  2.6131831E-01  1.6242798E-05  4.4178198E-06  2.4013882E-03  2.6842013E-03  1.1299505E-05  1.3598735E-08  1.0721586E-03  3.7656864E-05  1.373E-06  1.594E-04  1.550E-04  7.992E-01  1.279E+00  6.30E+02  0.00E+00  4.88E+02  0.930172  0.016754  0.0000000E+00  1.6426505549E-01       4.390     3.47   -4.7871   -2.1819   -0.9692   -0.2824   -0.1212   -0.3542   -0.1762   -0.0280   -0.7452   -2.6053
  2  5.584575162108962E+05   10.799472  3.819800  4.423501  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3459  4.423501   -9.325  1.043347  7.532765  7.2214442E-01  2.6982019E-01  2.0165429E-05  5.4595536E-06  3.1619898E-03  1.8103366E-03  9.2558503E-06  1.0338462E-08  1.0714096E-03  3.2513523E-05  3.136E-06  1.315E-04  1.664E-04  8.833E-01  1.144E+00  6.22E+02  0.00E+00  3.68E+02  0.784028  0.016946  0.0000000E+00  1.6420277178E-01       4.369     3.56   -4.7995   -2.1536   -0.9823   -0.2848   -0.1223   -0.3573   -0.1786   -0.0284   -0.7557   -2.6459
  3  1.026791794774560E+06   10.799151  3.824796  4.421770  7.3354283E-01  2.5841427E-01  1.3046585E-03  1.5832887E-05  3.7643320E-04  3.2677001E-03  1.2946294E-06  7.3712803E-06  1.0725085E-03  8.6747623E-05  3.698E-15  0.3437  4.421770   -9.316  1.034264  7.530662  7.1387163E-01  2.7815420E-01  2.2514702E-05  6.0815797E-06  3.5840535E-03  1.3262766E-03  6.9187070E-06  5.3850281E-09  1.0707920E-03  3.1869409E-05  3.790E-06  1.278E-04  1.638E-04  8.851E-01  1.141E+00  6.17E+02  0.00E+00  3.62E+02  0.779594  0.017144  0.0000000E+00  1.6415466033E-01       4.356     3.61   -4.8120   -2.1742   -0.9798   -0.2844   -0.1221   -0.3567   -0.1782   -0.0283   -0.7537   -2.6378
  4  1.492393684344434E+06   10.798822  3.829983  4.420523  7.3354283E-01  2.5841427E-01  1.3046482E-03  1.5838267E-05  3.7644016E-04  3.2676994E-03  1.2946473E-06  7.3712530E-06  1.0725085E-03  8.6747540E-05  8.345E-13  0.3414  4.420523   -9.304  1.028974  7.529814  7.0552931E-01  2.8653573E-01  2.4172534E-05  6.5278595E-06  3.8538607E-03  1.0166156E-03  5.3737407E-06  4.0414211E-09  1.0702274E-03  3.1834569E-05  3.922E-06  1.257E-04  1.617E-04  8.847E-01  1.142E+00  6.13E+02  0.00E+00  3.61E+02  0.780461  0.017352  0.0000000E+00  1.6410539992E-01       4.346     3.65   -4.8250   -2.1930   -0.9779   -0.2841   -0.1220   -0.3563   -0.1778   -0.0283   -0.7522   -2.6320
  5  1.955737432892920E+06   10.798488  3.835263  4.419589  7.3354273E-01  2.5841437E-01  1.3044983E-03  1.5897505E-05  3.7656891E-04  3.2676812E-03  1.2949943E-06  7.3707868E-06  1.0725084E-03  8.6745764E-05  1.447E-11  0.3389  4.419589   -9.291  1.025657  7.529623  6.9725675E-01  2.9483416E-01  2.5292600E-05  6.8324907E-06  4.0316811E-03  8.1254120E-04  4.2897489E-06  3.2674132E-09  1.0696985E-03  3.1851279E-05  3.810E-06  1.241E-04  1.601E-04  8.843E-01  1.143E+00  6.10E+02  0.00E+00  3.60E+02  0.781483  0.017566  0.0000000E+00  1.6405554874E-01       4.337     3.69   -4.8382   -2.2106   -0.9766   -0.2838   -0.1218   -0.3560   -0.1776   -0.0282   -0.7512   -2.6276
  6  2.405412173800657E+06   10.798153  3.840450  4.418833  7.3354192E-01  2.5841509E-01  1.3037651E-03  1.6128360E-05  3.7728704E-04  3.2675606E-03  1.2969722E-06  7.3682977E-06  1.0725083E-03  8.6735417E-05  7.124E-11  0.3365  4.418833   -9.279  1.023432  7.529776  6.8901479E-01  3.0309488E-01  2.6114978E-05  7.0545907E-06  4.1608660E-03  6.6425737E-04  3.5163554E-06  2.6578253E-09  1.0691910E-03  3.1846249E-05  3.605E-06  1.227E-04  1.588E-04  8.836E-01  1.143E+00  6.08E+02  0.00E+00  3.59E+02  0.783188  0.017779  0.0000000E+00  1.6400527451E-01       4.329     3.72   -4.8511   -2.2271   -0.9755   -0.2836   -0.1217   -0.3557   -0.1774   -0.0282   -0.7503   -2.6240
  7  2.861753111395632E+06   10.797807  3.845900  4.418182  7.3353905E-01  2.5841785E-01  1.3015090E-03  1.6718193E-05  3.7969192E-04  3.2671101E-03  1.3036337E-06  7.3602069E-06  1.0725080E-03  8.6700621E-05  2.024E-10  0.3343  4.418182   -9.264  1.021954  7.530173  6.8064434E-01  3.1147897E-01  2.6739279E-05  7.2228596E-06  4.2545890E-03  5.5664303E-04  2.9441614E-06  2.2329384E-09  1.0686797E-03  3.1826865E-05  3.367E-06  1.213E-04  1.576E-04  8.830E-01  1.145E+00  6.05E+02  0.00E+00  3.58E+02  0.784649  0.018005  0.0000000E+00  1.6395323215E-01       4.321     3.76   -4.8648   -2.2438   -0.9745   -0.2834   -0.1217   -0.3555   -0.1772   -0.0281   -0.7495   -2.6209
  8  3.301444633229096E+06   10.797463  3.851144  4.417560  7.3353245E-01  2.5842410E-01  1.2970340E-03  1.7719165E-05  3.8474472E-04  3.2660957E-03  1.3176383E-06  7.3435454E-06  1.0725072E-03  8.6628093E-05  3.785E-10  0.3318  4.417560   -9.250  1.020831  7.530694  6.7244838E-01  3.1968505E-01  2.7214381E-05  7.3512734E-06  4.3244744E-03  4.7638801E-04  2.5122102E-06  1.9057506E-09  1.0681882E-03  3.1827182E-05  3.119E-06  1.201E-04  1.564E-04  8.823E-01  1.146E+00  6.02E+02  0.00E+00  3.58E+02  0.786512  0.018224  0.0000000E+00  1.6390117817E-01       4.314     3.79   -4.8779   -2.2599   -0.9736   -0.2833   -0.1216   -0.3553   -0.1771   -0.0281   -0.7488   -2.6180
  9  3.749004909005533E+06   10.797101  3.856667  4.416980  7.3352060E-01  2.5843546E-01  1.2897421E-03  1.9147828E-05  3.9331713E-04  3.2642980E-03  1.3413614E-06  7.3156636E-06  1.0725058E-03  8.6508087E-05  5.506E-10  0.3297  4.416980   -9.236  1.020075  7.531341  6.6405295E-01  3.2808828E-01  2.7599945E-05  7.4553860E-06  4.3778458E-03  4.1506361E-04  2.1781194E-06  1.6620821E-09  1.0676858E-03  3.1831378E-05  2.867E-06  1.189E-04  1.554E-04  8.812E-01  1.147E+00  6.00E+02  0.00E+00  3.58E+02  0.788967  0.018459  0.0000000E+00  1.6384594520E-01       4.307     3.82   -4.8917   -2.2765   -0.9728   -0.2831   -0.1215   -0.3551   -0.1769   -0.0281   -0.7481   -2.6152
