line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    3.000000  1.953165  4.126613  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2271  4.126613    0.000  1.718154  7.412053  7.3052985E-01  2.6127762E-01  9.9138671E-06  2.6449990E-06  2.1139378E-03  2.9500318E-03  8.9014005E-05  3.5069915E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.651E-04  1.646E-04  9.360E-01  1.129E+00  4.76E+02  0.00E+00  2.08E+02  0.614707  0.000800  0.0000000E+00  7.7769752717E-03       4.459     1.69   -0.1329    0.9235   -0.4172   -0.1348   -0.0464   -0.1587   -0.0695   -0.0111   -0.2838   -1.0564
  2  8.606154501694595E+06    3.000000  1.953585  4.124366  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2349  4.124366    0.000  1.702526  7.407858  7.2233583E-01  2.6954900E-01  1.2272422E-05  3.2856904E-06  2.6495762E-03  2.3383794E-03  8.4276664E-05  4.3117065E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.509E-04  1.733E-04  9.454E-01  1.115E+00  4.71E+02  0.00E+00  1.90E+02  0.573885  0.000801  0.0000000E+00  7.7769752717E-03       4.444     1.72   -0.1340    0.9047   -0.4100   -0.1331   -0.0455   -0.1566   -0.0685   -0.0109   -0.2793   -1.0386
  3  1.649623334207601E+07    3.000000  1.957707  4.123275  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2338  4.123275    0.000  1.695809  7.406569  7.1424580E-01  2.7769173E-01  1.3825812E-05  3.6877190E-06  3.0087243E-03  1.9337394E-03  7.5376698E-05  2.8527121E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.415E-04  1.777E-04  9.506E-01  1.104E+00  4.68E+02  0.00E+00  1.80E+02  0.548954  0.000809  0.0000000E+00  7.7769752717E-03       4.433     1.74   -0.1443    0.8857   -0.4066   -0.1323   -0.0451   -0.1556   -0.0680   -0.0108   -0.2771   -1.0299
  4  2.429715479879390E+07    3.000000  1.962302  4.122136  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2322  4.122136    0.000  1.691375  7.406023  7.0607512E-01  2.8590102E-01  1.5004359E-05  4.0020015E-06  3.2711442E-03  1.6408855E-03  6.5797480E-05  2.4903631E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.361E-04  1.787E-04  9.529E-01  1.099E+00  4.66E+02  0.00E+00  1.75E+02  0.537262  0.000818  0.0000000E+00  7.7769752717E-03       4.422     1.76   -0.1558    0.8652   -0.4031   -0.1314   -0.0447   -0.1545   -0.0675   -0.0107   -0.2747   -1.0209
  5  3.158882186779745E+07    3.000000  1.966875  4.121103  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2308  4.121103    0.000  1.688304  7.405836  6.9806528E-01  2.9394055E-01  1.5943254E-05  4.2518474E-06  3.4728942E-03  1.4162519E-03  5.7829909E-05  2.1522515E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.325E-04  1.787E-04  9.539E-01  1.096E+00  4.62E+02  0.00E+00  1.72E+02  0.532056  0.000826  0.0000000E+00  7.7769752717E-03       4.413     1.78   -0.1672    0.8456   -0.4000   -0.1306   -0.0443   -0.1535   -0.0670   -0.0106   -0.2726   -1.0128
  6  3.796713822449742E+07    3.000000  1.970519  4.119958  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832821E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2291  4.119958    0.000  1.685638  7.405788  6.8979998E-01  3.0223230E-01  1.6769789E-05  4.4723381E-06  3.6523419E-03  1.2164208E-03  5.0788431E-05  1.8769684E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.301E-04  1.778E-04  9.543E-01  1.096E+00  4.60E+02  0.00E+00  1.70E+02  0.529750  0.000833  0.0000000E+00  7.7769752717E-03       4.404     1.80   -0.1763    0.8276   -0.3966   -0.1297   -0.0438   -0.1525   -0.0665   -0.0105   -0.2703   -1.0039
  7  4.408435922558770E+07    3.000000  1.974611  4.118974  7.3354283E-01  2.5841427E-01  1.3046585E-03  1.5832824E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2277  4.118974    0.000  1.683957  7.405929  6.8169930E-01  3.1035402E-01  1.7423176E-05  4.6463180E-06  3.7946139E-03  1.0585143E-03  4.4650967E-05  1.6474500E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.281E-04  1.768E-04  9.545E-01  1.095E+00  4.58E+02  0.00E+00  1.69E+02  0.528891  0.000841  0.0000000E+00  7.7769752717E-03       4.396     1.82   -0.1865    0.8098   -0.3937   -0.1290   -0.0435   -0.1516   -0.0661   -0.0104   -0.2683   -0.9963
  8  5.016260941203196E+07    3.000000  1.978660  4.118056  7.3354283E-01  2.5841427E-01  1.3046585E-03  1.5832851E-05  3.7643317E-04  3.2677001E-03  1.2946293E-06  7.3712804E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2263  4.118056    0.000  1.682613  7.406212  6.7371907E-01  3.1835103E-01  1.7951482E-05  4.7874619E-06  3.9078855E-03  9.3302763E-04  3.9502352E-05  1.4570615E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.265E-04  1.757E-04  9.545E-01  1.095E+00  4.56E+02  0.00E+00  1.68E+02  0.528982  0.000849  0.0000000E+00  7.7769752717E-03       4.388     1.83   -0.1967    0.7925   -0.3910   -0.1283   -0.0431   -0.1507   -0.0656   -0.0103   -0.2664   -0.9892
  9  5.675162093432252E+07    3.000000  1.983087  4.117147  7.3354275E-01  2.5841427E-01  1.3046582E-03  1.5833069E-05  3.7643330E-04  3.2677001E-03  1.2946295E-06  7.3712801E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2245  4.117147    0.000  1.681328  7.406677  6.6553252E-01  3.2655080E-01  1.8377752E-05  4.9014608E-06  3.9975769E-03  8.3390351E-04  3.5157158E-05  1.2973017E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.248E-04  1.743E-04  9.544E-01  1.095E+00  4.54E+02  0.00E+00  1.68E+02  0.529671  0.000857  0.0000000E+00  7.7769752717E-03       4.380     1.85   -0.2077    0.7744   -0.3884   -0.1276   -0.0428   -0.1498   -0.0652   -0.0102   -0.2646   -0.9821
