line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    4.199993  2.461519  4.183322  7.3354288E-01  2.5841427E-01  1.3046586E-03  1.5832821E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747624E-05  0.000E+00  0.2611  4.183322    0.000  1.542110  7.447909  7.3054007E-01  2.6128900E-01  1.2027724E-05  3.2382590E-06  2.2358120E-03  2.8494299E-03  4.4142661E-05  3.3900275E-08  1.0725085E-03  8.6747623E-05  0.000E+00  2.364E-04  2.301E-04  7.366E-01  2.309E+00  5.14E+02  0.00E+00  4.56E+02  0.980058  0.001893 -5.2810676E+00  2.5238296437E-02       4.445     2.03   -1.4038    0.1446   -0.5709   -0.1753   -0.0669   -0.2183   -0.0982   -0.0153   -0.4094   -1.5484
  2  4.079445816456275E+06    4.199974  2.465687  4.198266  7.3354288E-01  2.5841427E-01  1.3046586E-03  1.5832821E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712804E-06  1.0725085E-03  8.6747624E-05  0.000E+00  0.2616  4.198266    0.000  1.524360  7.443091  7.2244041E-01  2.6947956E-01  1.4930494E-05  4.0027936E-06  2.8626530E-03  2.1335086E-03  3.8528708E-05  2.2200788E-08  1.0725085E-03  8.6747623E-05  0.000E+00  2.001E-04  2.548E-04  8.541E-01  1.363E+00  5.09E+02  0.00E+00  3.36E+02  0.847526  0.001912  0.0000000E+00  2.5233893727E-02       4.430     2.07   -1.4142    0.2565   -0.6080   -0.1856   -0.0722   -0.2335   -0.1061   -0.0165   -0.4439   -1.6707
  3  7.614603082441716E+06    4.199974  2.469920  4.197634  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832821E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712804E-06  1.0725085E-03  8.6747624E-05  0.000E+00  0.2601  4.197634    0.000  1.516237  7.441348  7.1432587E-01  2.7765140E-01  1.6850984E-05  4.5086184E-06  3.2549689E-03  1.6879402E-03  3.2177070E-05  1.4730159E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.923E-04  2.535E-04  8.622E-01  1.337E+00  5.05E+02  0.00E+00  3.24E+02  0.831491  0.001930  0.0000000E+00  2.5233893727E-02       4.418     2.10   -1.4248    0.2398   -0.6065   -0.1851   -0.0720   -0.2328   -0.1058   -0.0164   -0.4424   -1.6646
  4  1.076924338092344E+07    4.199974  2.473984  4.196042  7.3354283E-01  2.5841427E-01  1.3046585E-03  1.5832879E-05  3.7643320E-04  3.2677001E-03  1.2946294E-06  7.3712803E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2581  4.196042    0.000  1.510846  7.440404  7.0624246E-01  2.8577560E-01  1.8213545E-05  4.8734082E-06  3.5344318E-03  1.3711431E-03  2.7014355E-05  1.2185637E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.886E-04  2.505E-04  8.626E-01  1.335E+00  5.02E+02  0.00E+00  3.22E+02  0.830601  0.001949  0.0000000E+00  2.5233893727E-02       4.407     2.12   -1.4350    0.2160   -0.6027   -0.1840   -0.0714   -0.2312   -0.1049   -0.0163   -0.4387   -1.6509
  5  1.384889411477440E+07    4.199974  2.478299  4.194765  7.3354283E-01  2.5841427E-01  1.3046556E-03  1.5834368E-05  3.7643509E-04  3.2677000E-03  1.2946336E-06  7.3712750E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2559  4.194765    0.000  1.507339  7.440064  6.9827601E-01  2.9377145E-01  1.9246553E-05  5.1491333E-06  3.7356462E-03  1.1432713E-03  2.2969338E-05  1.0268951E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.858E-04  2.480E-04  8.622E-01  1.337E+00  4.99E+02  0.00E+00  3.21E+02  0.831490  0.001969  0.0000000E+00  2.5233893727E-02       4.398     2.14   -1.4457    0.1941   -0.5996   -0.1831   -0.0710   -0.2300   -0.1042   -0.0162   -0.4357   -1.6399
  6  1.697908715824905E+07    4.199974  2.482864  4.193560  7.3354273E-01  2.5841427E-01  1.3046281E-03  1.5845718E-05  3.7645655E-04  3.2676985E-03  1.2946978E-06  7.3712159E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2542  4.193560    0.000  1.504804  7.440078  6.9025467E-01  3.0181481E-01  1.9984815E-05  5.3467251E-06  3.8858912E-03  9.7336724E-04  1.9745501E-05  8.7966800E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.835E-04  2.455E-04  8.612E-01  1.339E+00  4.97E+02  0.00E+00  3.21E+02  0.833620  0.001990  0.0000000E+00  2.5233893727E-02       4.389     2.17   -1.4572    0.1722   -0.5967   -0.1823   -0.0705   -0.2287   -0.1036   -0.0161   -0.4328   -1.6293
  7  2.008737243080610E+07    4.199974  2.487468  4.192558  7.3354253E-01  2.5841440E-01  1.3044993E-03  1.5889576E-05  3.7656912E-04  3.2676887E-03  1.2951189E-06  7.3709053E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2519  4.192558    0.000  1.502894  7.440327  6.8212183E-01  3.0996491E-01  2.0627657E-05  5.5185579E-06  4.0036305E-03  8.4019093E-04  1.7139166E-05  7.6161024E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.814E-04  2.435E-04  8.602E-01  1.342E+00  4.95E+02  0.00E+00  3.20E+02  0.835567  0.002011  0.0000000E+00  2.5233893727E-02       4.381     2.19   -1.4687    0.1518   -0.5943   -0.1816   -0.0702   -0.2277   -0.1030   -0.0160   -0.4305   -1.6205
  8  2.315469950625006E+07    4.199974  2.492229  4.191662  7.3354183E-01  2.5841477E-01  1.3041147E-03  1.6000309E-05  3.7693450E-04  3.2676497E-03  1.2967168E-06  7.3698897E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2501  4.191662    0.000  1.501527  7.440721  6.7408823E-01  3.1801196E-01  2.1116583E-05  5.6494546E-06  4.0954239E-03  7.3646630E-04  1.5018003E-05  6.6730692E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.795E-04  2.415E-04  8.592E-01  1.345E+00  4.92E+02  0.00E+00  3.20E+02  0.837588  0.002034  0.0000000E+00  2.5233893727E-02       4.374     2.21   -1.4806    0.1319   -0.5921   -0.1809   -0.0698   -0.2268   -0.1025   -0.0159   -0.4283   -1.6124
  9  2.613933550859096E+07    4.199974  2.496867  4.190841  7.3354041E-01  2.5841575E-01  1.3033208E-03  1.6198933E-05  3.7773473E-04  3.2675521E-03  1.3006464E-06  7.3676509E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2483  4.190841    0.000  1.500420  7.441221  6.6604749E-01  3.2606370E-01  2.1514262E-05  5.7564000E-06  4.1703995E-03  6.5176713E-04  1.3264818E-05  5.8961179E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.777E-04  2.398E-04  8.582E-01  1.348E+00  4.90E+02  0.00E+00  3.20E+02  0.839614  0.002056  0.0000000E+00  2.5233893727E-02       4.366     2.22   -1.4922    0.1129   -0.5902   -0.1804   -0.0696   -0.2259   -0.1021   -0.0159   -0.4264   -1.6050
