line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   14.999399  4.249907  4.505895  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.4052  4.505895   -8.314  0.965104  7.579657  7.3956630E-01  2.5638980E-01  1.1211854E-05  3.1119137E-06  1.3978239E-03  1.1135878E-03  3.5452362E-06  1.3099869E-08  5.3561430E-04  3.4987965E-06  2.355E-06  1.385E-04  1.333E-04  8.675E-01  1.157E+00  6.95E+02  0.00E+00  4.38E+02  0.819962  0.031753  0.0000000E+00  2.7189115550E-01       4.420     3.95   -5.8748   -2.7981   -1.0947   -0.3047   -0.1319   -0.3860   -0.2007   -0.0320   -0.8496   -3.0767
  2  2.975434404565849E+05   14.997931  4.255927  4.510165  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.4035  4.510165   -8.317  0.948915  7.575306  7.3135365E-01  2.6466640E-01  1.2485507E-05  3.3944668E-06  1.8445632E-03  6.0201107E-04  2.4407282E-06  3.0248034E-09  5.3440299E-04  3.3096441E-07  4.781E-06  1.138E-04  1.417E-04  9.144E-01  1.103E+00  6.88E+02  0.00E+00  3.48E+02  0.694878  0.032199  0.0000000E+00  2.7167936934E-01       4.403     4.03   -5.8898   -2.7866   -1.0994   -0.3059   -0.1326   -0.3877   -0.2018   -0.0321   -0.8541   -3.1032
  3  5.534477687890158E+05   14.996656  4.260867  4.508936  7.4257140E-01  2.5338650E-01  6.5232904E-04  7.9165931E-06  1.8821667E-04  1.6338501E-03  6.4731474E-07  3.6856398E-06  5.3625424E-04  4.3373812E-05  2.324E-14  0.4010  4.508936   -8.311  0.942425  7.573997  7.2333260E-01  2.7271610E-01  1.3691094E-05  3.7175238E-06  2.0426092E-03  3.7451541E-04  1.5374371E-06  1.3110907E-09  5.3337811E-04  6.4154855E-08  5.606E-06  1.114E-04  1.399E-04  9.150E-01  1.102E+00  6.84E+02  0.00E+00  3.45E+02  0.692865  0.032570  0.0000000E+00  2.7150950851E-01       4.392     4.08   -5.9022   -2.8055   -1.0981   -0.3055   -0.1324   -0.3872   -0.2015   -0.0321   -0.8528   -3.0966
  4  8.072697514009455E+05   14.995365  4.265890  4.508115  7.4257140E-01  2.5338655E-01  6.5231289E-04  7.9257150E-06  1.8822744E-04  1.6338485E-03  6.4732523E-07  3.6855979E-06  5.3625423E-04  4.3373716E-05  3.949E-12  0.3988  4.508115   -8.302  0.939318  7.573783  7.1529560E-01  2.8076830E-01  1.4400563E-05  3.9102079E-06  2.1482787E-03  2.5303417E-04  1.0395857E-06  8.6358599E-10  5.3241186E-04  4.7035571E-08  5.724E-06  1.099E-04  1.386E-04  9.151E-01  1.102E+00  6.80E+02  0.00E+00  3.44E+02  0.692642  0.032952  0.0000000E+00  2.7133677282E-01       4.384     4.12   -5.9147   -2.8224   -1.0972   -0.3053   -0.1323   -0.3869   -0.2013   -0.0321   -0.8520   -3.0923
  5  1.063760722655194E+06   14.994039  4.271063  4.507534  7.4257120E-01  2.5338680E-01  6.5214477E-04  7.9987210E-06  1.8837301E-04  1.6338191E-03  6.4748809E-07  3.6850889E-06  5.3625419E-04  4.3371981E-05  5.922E-11  0.3963  4.507534   -8.293  0.937628  7.574066  7.0724285E-01  2.8882985E-01  1.4815205E-05  4.0224343E-06  2.2087219E-03  1.8353596E-04  7.5091664E-07  6.3279183E-10  5.3147174E-04  6.7253767E-08  5.483E-06  1.088E-04  1.376E-04  9.145E-01  1.103E+00  6.78E+02  0.00E+00  3.44E+02  0.694562  0.033350  0.0000000E+00  2.7115808446E-01       4.377     4.15   -5.9277   -2.8383   -1.0966   -0.3052   -0.1322   -0.3867   -0.2011   -0.0320   -0.8514   -3.0894
  6  1.317263585745441E+06   14.992697  4.276219  4.507052  7.4256990E-01  2.5338810E-01  6.5145001E-04  8.2464067E-06  1.8906458E-04  1.6336585E-03  6.4838547E-07  3.6827869E-06  5.3625396E-04  4.3362087E-05  2.836E-10  0.3943  4.507052   -8.284  0.936578  7.574540  6.9918790E-01  2.9689015E-01  1.5101915E-05  4.1013825E-06  2.2462467E-03  1.4034222E-04  5.6848506E-07  4.8522870E-10  5.3054503E-04  7.4539545E-08  5.098E-06  1.076E-04  1.366E-04  9.143E-01  1.103E+00  6.75E+02  0.00E+00  3.42E+02  0.695308  0.033751  0.0000000E+00  2.7097304393E-01       4.370     4.19   -5.9405   -2.8535   -1.0960   -0.3050   -0.1321   -0.3865   -0.2010   -0.0320   -0.8509   -3.0870
  7  1.564149518944995E+06   14.991357  4.281376  4.506605  7.4256640E-01  2.5339165E-01  6.4978894E-04  8.7480340E-06  1.9087598E-04  1.6332012E-03  6.5087689E-07  3.6769602E-06  5.3625330E-04  4.3333936E-05  7.558E-10  0.3919  4.506605   -8.275  0.935850  7.575115  6.9107455E-01  3.0500720E-01  1.5327813E-05  4.1624122E-06  2.2722111E-03  1.1041211E-04  4.4094080E-07  3.7293789E-10  5.2961839E-04  6.0326163E-08  4.679E-06  1.065E-04  1.359E-04  9.140E-01  1.103E+00  6.72E+02  0.00E+00  3.42E+02  0.696546  0.034157  0.0000000E+00  2.7077940149E-01       4.363     4.22   -5.9534   -2.8686   -1.0956   -0.3049   -0.1321   -0.3863   -0.2009   -0.0320   -0.8504   -3.0848
  8  1.810916368241251E+06   14.989996  4.286555  4.506161  7.4255940E-01  2.5339880E-01  6.4682021E-04  9.5226647E-06  1.9432539E-04  1.6322870E-03  6.5583733E-07  3.6661159E-06  5.3625197E-04  4.3277606E-05  1.434E-09  0.3896  4.506161   -8.265  0.935368  7.575786  6.8302640E-01  3.1305740E-01  1.5450065E-05  4.1961996E-06  2.2874326E-03  9.2880420E-05  3.6764274E-07  3.2205410E-10  5.2870386E-04  7.9397999E-08  4.232E-06  1.055E-04  1.350E-04  9.134E-01  1.105E+00  6.70E+02  0.00E+00  3.42E+02  0.698289  0.034570  0.0000000E+00  2.7057889539E-01       4.356     4.25   -5.9664   -2.8837   -1.0951   -0.3048   -0.1320   -0.3861   -0.2008   -0.0320   -0.8500   -3.0827
  9  2.057788442604161E+06   14.988598  4.291864  4.505790  7.4254760E-01  2.5341070E-01  6.4232042E-04  1.0551123E-05  1.9980447E-04  1.6307895E-03  6.6389824E-07  3.6491716E-06  5.3624979E-04  4.3186158E-05  2.223E-09  0.3875  4.505790   -8.256  0.935055  7.576513  6.7492000E-01  3.2116505E-01  1.5539514E-05  4.2204114E-06  2.2962111E-03  8.2738863E-05  3.2508185E-07  2.8924711E-10  5.2778536E-04  9.1815989E-08  3.794E-06  1.046E-04  1.342E-04  9.130E-01  1.105E+00  6.67E+02  0.00E+00  3.41E+02  0.699594  0.034998  0.0000000E+00  2.7036881037E-01       4.350     4.28   -5.9797   -2.8987   -1.0947   -0.3047   -0.1320   -0.3860   -0.2007   -0.0320   -0.8496   -3.0809
