line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    9.599925  3.653254  4.387595  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3274  4.387595   -9.758  1.064356  7.515196  7.1698970E-01  2.6870438E-01  2.6496188E-05  7.2590355E-06  3.8267716E-03  5.1255520E-03  2.4128218E-05  4.4832512E-08  1.8767746E-03  1.2427403E-04  4.590E-07  1.169E-04  1.127E-04  9.041E-01  1.116E+00  5.89E+02  0.00E+00  3.16E+02  0.727353  0.012862  0.0000000E+00  9.8350597516E-02       4.328     3.52   -4.3831   -1.9208   -0.9309   -0.2744   -0.1173   -0.3441   -0.1693   -0.0266   -0.7145   -2.4623
  2  6.926034492381127E+05    9.599732  3.658837  4.389192  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3282  4.389192   -9.754  1.048547  7.511103  7.0880832E-01  2.7703650E-01  3.1130743E-05  8.4005659E-06  4.8704948E-03  3.9283838E-03  2.0685934E-05  2.2621936E-08  1.8764977E-03  1.1838154E-04  1.223E-06  9.774E-05  1.210E-04  9.332E-01  1.078E+00  5.84E+02  0.00E+00  2.61E+02  0.626611  0.013029  0.0000000E+00  9.8327288058E-02       4.311     3.59   -4.3971   -1.9284   -0.9332   -0.2749   -0.1175   -0.3448   -0.1697   -0.0267   -0.7163   -2.4687
  3  1.296369068186807E+06    9.599561  3.663621  4.387594  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3263  4.387594   -9.744  1.039448  7.509008  7.0077372E-01  2.8516817E-01  3.4903121E-05  9.3914741E-06  5.5378951E-03  3.1628040E-03  1.7053478E-05  1.3787726E-08  1.8762710E-03  1.1790557E-04  1.557E-06  9.364E-05  1.202E-04  9.363E-01  1.074E+00  5.80E+02  0.00E+00  2.53E+02  0.614083  0.013173  0.0000000E+00  9.8308018328E-02       4.298     3.64   -4.4091   -1.9479   -0.9309   -0.2744   -0.1173   -0.3441   -0.1693   -0.0266   -0.7145   -2.4611
  4  1.854539424831775E+06    9.599397  3.668353  4.386062  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707441E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  3.318E-17  0.3244  4.386062   -9.732  1.033185  7.507762  6.9262860E-01  2.9338596E-01  3.7908721E-05  1.0200087E-05  6.0376191E-03  2.5894109E-03  1.4151969E-05  1.1297964E-08  1.8760630E-03  1.1778613E-04  1.704E-06  9.166E-05  1.187E-04  9.366E-01  1.073E+00  5.76E+02  0.00E+00  2.51E+02  0.612692  0.013319  0.0000000E+00  9.8289534578E-02       4.287     3.69   -4.4209   -1.9670   -0.9288   -0.2739   -0.1170   -0.3435   -0.1689   -0.0266   -0.7128   -2.4539
  5  2.415039233758826E+06    9.599228  3.673303  4.384869  7.2000000E-01  2.6595590E-01  2.2831521E-03  2.7707737E-05  6.5875822E-04  5.7184752E-03  2.2656020E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  5.135E-15  0.3222  4.384869   -9.719  1.028787  7.507149  6.8454805E-01  3.0152039E-01  4.0172510E-05  1.0808697E-05  6.4079001E-03  2.1645742E-03  1.1904482E-05  9.4536747E-09  1.8758731E-03  1.1779360E-04  1.725E-06  9.022E-05  1.174E-04  9.365E-01  1.073E+00  5.73E+02  0.00E+00  2.50E+02  0.613243  0.013472  0.0000000E+00  9.8270477222E-02       4.277     3.73   -4.4333   -1.9850   -0.9271   -0.2735   -0.1168   -0.3431   -0.1686   -0.0265   -0.7114   -2.4483
  6  2.964850459870620E+06    9.599057  3.678264  4.383870  7.2000000E-01  2.6595590E-01  2.2831457E-03  2.7711393E-05  6.5876199E-04  5.7184750E-03  2.2656159E-06  1.2899723E-05  1.8768898E-03  1.5180831E-04  9.463E-14  0.3195  4.383870   -9.706  1.025465  7.506915  6.7649518E-01  3.0961520E-01  4.1918413E-05  1.1279952E-05  6.6958260E-03  1.8343048E-03  1.0096578E-05  8.0402326E-09  1.8756922E-03  1.1779031E-04  1.691E-06  8.902E-05  1.161E-04  9.362E-01  1.074E+00  5.70E+02  0.00E+00  2.49E+02  0.614326  0.013628  0.0000000E+00  9.8250873291E-02       4.268     3.77   -4.4457   -2.0022   -0.9257   -0.2731   -0.1166   -0.3427   -0.1683   -0.0265   -0.7103   -2.4435
  7  3.502213100185697E+06    9.598883  3.683291  4.383003  7.1999998E-01  2.6595590E-01  2.2831053E-03  2.7731061E-05  6.5879036E-04  5.7184730E-03  2.2657191E-06  1.2899609E-05  1.8768898E-03  1.5180805E-04  6.183E-13  0.3171  4.383003   -9.692  1.023008  7.506924  6.6852379E-01  3.1761966E-01  4.3395945E-05  1.1677662E-05  6.9231840E-03  1.5733757E-03  8.6388647E-06  6.8941206E-09  1.8755185E-03  1.1779937E-04  1.630E-06  8.795E-05  1.151E-04  9.359E-01  1.074E+00  5.67E+02  0.00E+00  2.48E+02  0.615707  0.013788  0.0000000E+00  9.8230923413E-02       4.260     3.80   -4.4582   -2.0189   -0.9245   -0.2728   -0.1165   -0.3423   -0.1681   -0.0264   -0.7093   -2.4393
  8  4.039892298593743E+06    9.598704  3.688435  4.382217  7.1999986E-01  2.6595592E-01  2.2829472E-03  2.7796397E-05  6.5891568E-04  5.7184623E-03  2.2661854E-06  1.2899125E-05  1.8768898E-03  1.5180685E-04  2.483E-12  0.3151  4.382217   -9.677  1.021058  7.507111  6.6034381E-01  3.2582740E-01  4.4633846E-05  1.2010605E-05  7.1137250E-03  1.3547005E-03  7.4177109E-06  5.9298165E-09  1.8753505E-03  1.1781068E-04  1.555E-06  8.689E-05  1.142E-04  9.356E-01  1.074E+00  5.64E+02  0.00E+00  2.48E+02  0.616856  0.013953  0.0000000E+00  9.8210196748E-02       4.252     3.84   -4.4711   -2.0356   -0.9234   -0.2726   -0.1163   -0.3420   -0.1679   -0.0264   -0.7084   -2.4355
  9  4.566930886641015E+06    9.598522  3.693560  4.381504  7.1999967E-01  2.6595611E-01  2.2825375E-03  2.7945187E-05  6.5926761E-04  5.7184277E-03  2.2674847E-06  1.2897817E-05  1.8768898E-03  1.5180358E-04  6.024E-12  0.3126  4.381504   -9.662  1.019523  7.507444  6.5233630E-01  3.3385676E-01  4.5622708E-05  1.2276996E-05  7.2635171E-03  1.1827731E-03  6.4484334E-06  5.1697808E-09  1.8751841E-03  1.1779814E-04  1.480E-06  8.597E-05  1.133E-04  9.352E-01  1.075E+00  5.61E+02  0.00E+00  2.47E+02  0.618573  0.014121  0.0000000E+00  9.8188808566E-02       4.244     3.87   -4.4839   -2.0519   -0.9224   -0.2723   -0.1162   -0.3417   -0.1677   -0.0263   -0.7076   -2.4320
 10  5.086006819307002E+06    9.598342  3.698638  4.380810  7.1999903E-01  2.6595662E-01  2.2816595E-03  2.8231309E-05  6.6006670E-04  5.7183409E-03  2.2703760E-06  1.2894947E-05  1.8768898E-03  1.5179689E-04  1.113E-11  0.3104  4.380810   -9.648  1.018288  7.507863  6.4432163E-01  3.4188947E-01  4.6451897E-05  1.2500812E-05  7.3877359E-03  1.0401854E-03  5.6411715E-06  4.5363027E-09  1.8750224E-03  1.1778197E-04  1.421E-06  8.502E-05  1.125E-04  9.348E-01  1.075E+00  5.59E+02  0.00E+00  2.47E+02  0.619878  0.014288  0.0000000E+00  9.8167906365E-02       4.236     3.91   -4.4966   -2.0680   -0.9214   -0.2721   -0.1161   -0.3415   -0.1675   -0.0263   -0.7068   -2.4286
 11  5.615556980934151E+06    9.598150  3.704017  4.380193  7.1999782E-01  2.6595762E-01  2.2800336E-03  2.8706424E-05  6.6162412E-04  5.7181560E-03  2.2760429E-06  1.2889452E-05  1.8768897E-03  1.5178369E-04  1.809E-11  0.3083  4.380193   -9.632  1.017350  7.508400  6.3614589E-01  3.5008021E-01  4.7158499E-05  1.2692220E-05  7.4900904E-03  9.2266035E-04  4.9707803E-06  4.0278437E-09  1.8748601E-03  1.1779913E-04  1.350E-06  8.417E-05  1.117E-04  9.344E-01  1.076E+00  5.56E+02  0.00E+00  2.47E+02  0.621837  0.014466  0.0000000E+00  9.8145290968E-02       4.229     3.94   -4.5100   -2.0845   -0.9206   -0.2719   -0.1160   -0.3412   -0.1674   -0.0263   -0.7061   -2.4255
 12  6.127427900103002E+06    9.597961  3.709235  4.379620  7.1999577E-01  2.6595942E-01  2.2774536E-03  2.9394277E-05  6.6419204E-04  5.7178308E-03  2.2852651E-06  1.2880579E-05  1.8768896E-03  1.5176351E-04  2.506E-11  0.3060  4.379620   -9.617  1.016574  7.508985  6.2817364E-01  3.5806446E-01  4.7769190E-05  1.2856652E-05  7.5723543E-03  8.2813519E-04  4.4303404E-06  3.6061623E-09  1.8746982E-03  1.1778809E-04  1.294E-06  8.333E-05  1.109E-04  9.340E-01  1.076E+00  5.54E+02  0.00E+00  2.47E+02  0.623397  0.014642  0.0000000E+00  9.8122873926E-02       4.221     3.97   -4.5231   -2.1004   -0.9198   -0.2717   -0.1159   -0.3410   -0.1672   -0.0262   -0.7055   -2.4227
 13  6.632830487517937E+06    9.597763  3.714509  4.379026  7.1999232E-01  2.6596243E-01  2.2735277E-03  3.0352005E-05  6.6823269E-04  5.7172903E-03  2.2996728E-06  1.2866819E-05  1.8768894E-03  1.5173273E-04  3.190E-11  0.3042  4.379026   -9.601  1.016020  7.509619  6.2008516E-01  3.6616357E-01  4.8356232E-05  1.3013486E-05  7.6446822E-03  7.4494484E-04  3.9556289E-06  3.2193110E-09  1.8745381E-03  1.1779458E-04  1.235E-06  8.250E-05  1.101E-04  9.336E-01  1.077E+00  5.52E+02  0.00E+00  2.46E+02  0.625051  0.014822  0.0000000E+00  9.8099251355E-02       4.214     4.01   -4.5363   -2.1166   -0.9189   -0.2715   -0.1158   -0.3407   -0.1671   -0.0262   -0.7048   -2.4197
 14  7.129528217686858E+06    9.597571  3.719719  4.378430  7.1998744E-01  2.6596665E-01  2.2684356E-03  3.1498202E-05  6.7361933E-04  5.7165374E-03  2.3185648E-06  1.2848758E-05  1.8768891E-03  1.5169558E-04  3.659E-11  0.3018  4.378430   -9.587  1.015503  7.510281  6.1203006E-01  3.7422750E-01  4.8850076E-05  1.3149033E-05  7.7056962E-03  6.7477383E-04  3.5459475E-06  2.9140213E-09  1.8743826E-03  1.1779012E-04  1.188E-06  8.168E-05  1.094E-04  9.332E-01  1.078E+00  5.50E+02  0.00E+00  2.46E+02  0.626782  0.015001  0.0000000E+00  9.8076153900E-02       4.207     4.04   -4.5493   -2.1326   -0.9181   -0.2713   -0.1157   -0.3405   -0.1669   -0.0262   -0.7041   -2.4167
 15  7.621856323339940E+06    9.597367  3.725017  4.377834  7.1998072E-01  2.6597264E-01  2.2617735E-03  3.2878748E-05  6.8085159E-04  5.7154843E-03  2.3439066E-06  1.2824667E-05  1.8768888E-03  1.5164348E-04  4.076E-11  0.2998  4.377834   -9.571  1.015203  7.510998  6.0388848E-01  3.8237682E-01  4.9302143E-05  1.3270844E-05  7.7581535E-03  6.1439269E-04  3.2022362E-06  2.6368543E-09  1.8742237E-03  1.1779000E-04  1.139E-06  8.090E-05  1.088E-04  9.327E-01  1.078E+00  5.47E+02  0.00E+00  2.46E+02  0.628751  0.015186  0.0000000E+00  9.8051445078E-02       4.199     4.08   -4.5625   -2.1488   -0.9173   -0.2711   -0.1156   -0.3403   -0.1668   -0.0262   -0.7035   -2.4138
 16  8.104697773800633E+06    9.597158  3.730240  4.377267  7.1997171E-01  2.6598068E-01  2.2534159E-03  3.4487272E-05  6.9011853E-04  5.7140895E-03  2.3759183E-06  1.2794111E-05  1.8768883E-03  1.5158129E-04  4.274E-11  0.2976  4.377267   -9.556  1.014943  7.511737  5.9590829E-01  3.9036315E-01  4.9693324E-05  1.3376429E-05  7.7997603E-03  5.6644903E-04  2.9269087E-06  2.4294698E-09  1.8740633E-03  1.1780194E-04  1.092E-06  8.008E-05  1.081E-04  9.323E-01  1.079E+00  5.45E+02  0.00E+00  2.45E+02  0.630147  0.015372  0.0000000E+00  9.8025920657E-02       4.192     4.11   -4.5756   -2.1647   -0.9165   -0.2709   -0.1155   -0.3400   -0.1666   -0.0261   -0.7028   -2.4109
 17  8.576760660696212E+06    9.596958  3.735485  4.376679  7.1996113E-01  2.6599027E-01  2.2441016E-03  3.6159586E-05  7.0063959E-04  5.7124597E-03  2.4117159E-06  1.2759731E-05  1.8768879E-03  1.5151687E-04  4.296E-11  0.2957  4.376679   -9.541  1.014861  7.512504  5.8783139E-01  3.9844554E-01  5.0061212E-05  1.3475676E-05  7.8378839E-03  5.2250135E-04  2.6769396E-06  2.2266214E-09  1.8739068E-03  1.1778129E-04  1.060E-06  7.935E-05  1.074E-04  9.317E-01  1.079E+00  5.43E+02  0.00E+00  2.46E+02  0.632394  0.015558  0.0000000E+00  9.8001401703E-02       4.185     4.15   -4.5887   -2.1807   -0.9157   -0.2707   -0.1153   -0.3398   -0.1665   -0.0261   -0.7022   -2.4080
