line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   14.999174  4.244542  4.490992  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3998  4.490992   -8.172  0.916869  7.565477  7.3053428E-01  2.6132422E-01  1.8725476E-05  5.1862513E-06  2.4271694E-03  2.6527294E-03  8.9873755E-06  2.3114153E-08  1.0718828E-03  1.3880132E-05  2.459E-06  1.226E-04  1.208E-04  8.749E-01  1.158E+00  6.72E+02  0.00E+00  4.12E+02  0.803906  0.031199  0.0000000E+00  2.6613582754E-01       4.362     4.23   -5.8614   -2.8720   -1.0771   -0.3007   -0.1298   -0.3801   -0.1969   -0.0313   -0.8337   -2.9894
  2  2.970236186607542E+05   14.997168  4.250950  4.494855  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3973  4.494855   -8.178  0.900088  7.560882  7.2238198E-01  2.6958790E-01  2.1264677E-05  5.7918058E-06  3.2055169E-03  1.7604286E-03  7.5177777E-06  9.3964001E-09  1.0705942E-03  1.2673209E-06  5.917E-06  1.028E-04  1.280E-04  9.148E-01  1.103E+00  6.66E+02  0.00E+00  3.36E+02  0.693765  0.031668  0.0000000E+00  2.6581695873E-01       4.346     4.30   -5.8774   -2.8646   -1.0817   -0.3017   -0.1303   -0.3816   -0.1979   -0.0315   -0.8379   -3.0128
  3  5.527563153278694E+05   14.995433  4.255761  4.493187  7.3354283E-01  2.5841427E-01  1.3046585E-03  1.5832856E-05  3.7643317E-04  3.2677001E-03  1.2946293E-06  7.3712804E-06  1.0725085E-03  8.6747623E-05  1.987E-15  0.3952  4.493187   -8.171  0.891342  7.558806  7.1437892E-01  2.7765240E-01  2.3651707E-05  6.4247356E-06  3.6298446E-03  1.2733954E-03  5.5224950E-06  4.4545610E-09  1.0695404E-03  1.9342567E-07  7.482E-06  1.002E-04  1.258E-04  9.158E-01  1.101E+00  6.61E+02  0.00E+00  3.32E+02  0.690303  0.032025  0.0000000E+00  2.6556385230E-01       4.334     4.36   -5.8894   -2.8856   -1.0797   -0.3013   -0.1301   -0.3810   -0.1975   -0.0314   -0.8361   -3.0038
  4  8.084769103644170E+05   14.993669  4.260761  4.491995  7.3354283E-01  2.5841427E-01  1.3046528E-03  1.5836554E-05  3.7643640E-04  3.2676997E-03  1.2946353E-06  7.3712662E-06  1.0725085E-03  8.6747581E-05  8.182E-13  0.3930  4.491995   -8.163  0.886233  7.557916  7.0633710E-01  2.8573318E-01  2.5357084E-05  6.8881198E-06  3.8986412E-03  9.6458438E-04  4.2116968E-06  3.4616586E-09  1.0685783E-03  1.2163618E-07  8.111E-06  9.845E-05  1.243E-04  9.159E-01  1.101E+00  6.57E+02  0.00E+00  3.30E+02  0.689954  0.032399  0.0000000E+00  2.6530570556E-01       4.324     4.41   -5.9019   -2.9044   -1.0783   -0.3009   -0.1299   -0.3805   -0.1972   -0.0314   -0.8348   -2.9975
  5  1.063868768575409E+06   14.991873  4.265863  4.491078  7.3354283E-01  2.5841435E-01  1.3045681E-03  1.5878975E-05  3.7650006E-04  3.2676894E-03  1.2947682E-06  7.3710185E-06  1.0725084E-03  8.6746542E-05  1.706E-11  0.3906  4.491078   -8.154  0.883061  7.557681  6.9833917E-01  2.9375705E-01  2.6541322E-05  7.2098268E-06  4.0768496E-03  7.5979568E-04  3.3025629E-06  2.6736782E-09  1.0676741E-03  1.3296697E-07  8.211E-06  9.729E-05  1.230E-04  9.153E-01  1.102E+00  6.54E+02  0.00E+00  3.30E+02  0.691990  0.032786  0.0000000E+00  2.6504180095E-01       4.316     4.46   -5.9147   -2.9220   -1.0772   -0.3007   -0.1298   -0.3801   -0.1970   -0.0313   -0.8338   -2.9926
  6  1.320091695801891E+06   14.990029  4.270957  4.490344  7.3354225E-01  2.5841483E-01  1.3040646E-03  1.6082504E-05  3.7694870E-04  3.2676045E-03  1.2957686E-06  7.3693730E-06  1.0725084E-03  8.6738290E-05  1.195E-10  0.3884  4.490344   -8.145  0.880931  7.557790  6.9025970E-01  3.0185482E-01  2.7407588E-05  7.4470612E-06  4.2036535E-03  6.1402877E-04  2.6640499E-06  2.2343192E-09  1.0667907E-03  1.5460030E-07  8.029E-06  9.595E-05  1.219E-04  9.154E-01  1.102E+00  6.51E+02  0.00E+00  3.28E+02  0.691825  0.033177  0.0000000E+00  2.6476452075E-01       4.308     4.50   -5.9274   -2.9385   -1.0763   -0.3005   -0.1297   -0.3799   -0.1968   -0.0313   -0.8330   -2.9889
  7  1.571508817451655E+06   14.988187  4.276198  4.489728  7.3354060E-01  2.5841637E-01  1.3026766E-03  1.6557490E-05  3.7831594E-04  3.2673224E-03  1.2989409E-06  7.3645313E-06  1.0725081E-03  8.6711562E-05  3.705E-10  0.3862  4.489728   -8.136  0.879502  7.558112  6.8212680E-01  3.1000135E-01  2.8079514E-05  7.6293487E-06  4.2975841E-03  5.0600595E-04  2.1882195E-06  1.7927480E-09  1.0659182E-03  1.0510476E-07  7.715E-06  9.487E-05  1.210E-04  9.149E-01  1.102E+00  6.49E+02  0.00E+00  3.27E+02  0.693444  0.033584  0.0000000E+00  2.6447484264E-01       4.300     4.54   -5.9405   -2.9548   -1.0756   -0.3004   -0.1296   -0.3796   -0.1966   -0.0313   -0.8323   -2.9857
  8  1.820173253084317E+06   14.986317  4.281410  4.489163  7.3353687E-01  2.5842005E-01  1.2998245E-03  1.7404285E-05  3.8132232E-04  3.2666712E-03  1.3061019E-06  7.3541414E-06  1.0725074E-03  8.6650862E-05  7.974E-10  0.3841  4.489163   -8.126  0.878537  7.558597  6.7414085E-01  3.1799670E-01  2.8533473E-05  7.7536384E-06  4.3630436E-03  4.3074865E-04  1.8558723E-06  1.5665293E-09  1.0650745E-03  1.6586017E-07  7.290E-06  9.385E-05  1.201E-04  9.146E-01  1.103E+00  6.46E+02  0.00E+00  3.27E+02  0.694501  0.033993  0.0000000E+00  2.6417496140E-01       4.293     4.57   -5.9535   -2.9706   -1.0749   -0.3002   -0.1295   -0.3794   -0.1965   -0.0313   -0.8317   -2.9829
  9  2.071588824195051E+06   14.984391  4.286820  4.488687  7.3353000E-01  2.5842670E-01  1.2951088E-03  1.8643956E-05  3.8653526E-04  3.2655088E-03  1.3186334E-06  7.3364606E-06  1.0725061E-03  8.6544306E-05  1.337E-09  0.3822  4.488687   -8.116  0.877910  7.559201  6.6607978E-01  3.2606503E-01  2.8912266E-05  7.8559424E-06  4.4129479E-03  3.7332357E-04  1.6011094E-06  1.3120729E-09  1.0642294E-03  1.3841091E-07  6.828E-06  9.292E-05  1.193E-04  9.143E-01  1.104E+00  6.43E+02  0.00E+00  3.26E+02  0.695478  0.034423  0.0000000E+00  2.6386083528E-01       4.286     4.61   -5.9670   -2.9865   -1.0743   -0.3001   -0.1295   -0.3792   -0.1963   -0.0312   -0.8312   -2.9806
