line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    6.399999  3.131859  4.344717  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3081  4.344717   -8.442  1.360772  7.505818  7.3956047E-01  2.5638670E-01  8.4945743E-06  2.2831013E-06  1.3322455E-03  1.1896991E-03  7.1290097E-06  7.3279051E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.475E-04  1.415E-04  9.321E-01  1.094E+00  5.83E+02  0.00E+00  2.63E+02  0.630988  0.005971  0.0000000E+00  3.9626729828E-02       4.484     2.40   -3.0796   -0.7373   -0.8682   -0.2577   -0.1091   -0.3247   -0.1575   -0.0239   -0.6611   -2.3423
  2  1.499491802901071E+06    6.399996  3.136848  4.343533  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3071  4.343533   -8.435  1.340517  7.500321  7.3121552E-01  2.6479492E-01  1.1017152E-05  2.9603549E-06  1.7672833E-03  6.9059212E-04  4.7033202E-06  4.2723131E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.226E-04  1.506E-04  9.516E-01  1.067E+00  5.76E+02  0.00E+00  2.19E+02  0.543504  0.006040  0.0000000E+00  3.9626565824E-02       4.463     2.46   -3.0921   -0.7562   -0.8666   -0.2572   -0.1089   -0.3241   -0.1572   -0.0238   -0.6597   -2.3359
  3  2.851261483887888E+06    6.399994  3.142085  4.342511  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3050  4.342511   -8.421  1.333683  7.499057  7.2301773E-01  2.7302142E-01  1.2184117E-05  3.2709221E-06  1.9643420E-03  4.6475279E-04  3.3098405E-06  2.5476984E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.163E-04  1.515E-04  9.551E-01  1.062E+00  5.72E+02  0.00E+00  2.10E+02  0.526041  0.006115  0.0000000E+00  3.9626423171E-02       4.452     2.49   -3.1052   -0.7741   -0.8652   -0.2568   -0.1087   -0.3236   -0.1570   -0.0238   -0.6586   -2.3311
  4  4.107542941574957E+06    6.399992  3.147098  4.341676  7.4257140E-01  2.5338650E-01  6.5232927E-04  7.9164163E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3025  4.341676   -8.407  1.330032  7.498801  7.1471540E-01  2.8134108E-01  1.2909790E-05  3.4650282E-06  2.0828101E-03  3.2900567E-04  2.4032543E-06  1.6964039E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.137E-04  1.508E-04  9.558E-01  1.061E+00  5.69E+02  0.00E+00  2.08E+02  0.522225  0.006185  0.0000000E+00  3.9626288091E-02       4.443     2.52   -3.1177   -0.7905   -0.8641   -0.2565   -0.1085   -0.3232   -0.1567   -0.0237   -0.6576   -2.3273
  5  5.275800969027610E+06    6.399989  3.151936  4.341015  7.4257140E-01  2.5338650E-01  6.5232891E-04  7.9166582E-06  1.8821675E-04  1.6338501E-03  6.4731476E-07  3.6856396E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3000  4.341015   -8.393  1.327884  7.499002  7.0653454E-01  2.8953288E-01  1.3360943E-05  3.5862592E-06  2.1579582E-03  2.4294817E-04  1.7890701E-06  1.2552275E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.122E-04  1.499E-04  9.559E-01  1.061E+00  5.67E+02  0.00E+00  2.06E+02  0.521622  0.006256  0.0000000E+00  3.9626154539E-02       4.435     2.54   -3.1298   -0.8057   -0.8632   -0.2562   -0.1084   -0.3229   -0.1566   -0.0237   -0.6568   -2.3242
  6  6.428436392912701E+06    6.399987  3.156894  4.340462  7.4257139E-01  2.5338654E-01  6.5232469E-04  7.9189594E-06  1.8821941E-04  1.6338499E-03  6.4731663E-07  3.6856316E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2973  4.340462   -8.379  1.326349  7.499452  6.9830474E-01  2.9776983E-01  1.3670685E-05  3.6694236E-06  2.2071821E-03  1.8657104E-04  1.3694826E-06  9.6218781E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.109E-04  1.490E-04  9.558E-01  1.061E+00  5.65E+02  0.00E+00  2.06E+02  0.522064  0.006328  0.0000000E+00  3.9626015288E-02       4.428     2.56   -3.1422   -0.8207   -0.8625   -0.2560   -0.1083   -0.3227   -0.1564   -0.0237   -0.6562   -2.3215
  7  7.588445055994807E+06    6.399984  3.161987  4.339979  7.4257130E-01  2.5338655E-01  6.5230197E-04  7.9291999E-06  1.8823650E-04  1.6338484E-03  6.4733064E-07  3.6855821E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2950  4.339979   -8.364  1.325393  7.500095  6.9000324E-01  3.0607600E-01  1.3894130E-05  3.7294400E-06  2.2389890E-03  1.5011045E-04  1.0905926E-06  7.7088239E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.098E-04  1.481E-04  9.556E-01  1.061E+00  5.63E+02  0.00E+00  2.05E+02  0.523039  0.006404  0.0000000E+00  3.9625867756E-02       4.421     2.58   -3.1550   -0.8358   -0.8618   -0.2558   -0.1082   -0.3224   -0.1563   -0.0236   -0.6556   -2.3191
  8  8.708920115851432E+06    6.399982  3.167025  4.339554  7.4257116E-01  2.5338664E-01  6.5223257E-04  7.9556010E-06  1.8829575E-04  1.6338416E-03  6.4738575E-07  3.6854134E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2926  4.339554   -8.350  1.324734  7.500829  6.8188151E-01  3.1420081E-01  1.4035928E-05  3.7677136E-06  2.2601195E-03  1.2590255E-04  9.0167959E-07  6.4065343E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.087E-04  1.473E-04  9.554E-01  1.061E+00  5.61E+02  0.00E+00  2.05E+02  0.523991  0.006478  0.0000000E+00  3.9625717793E-02       4.415     2.60   -3.1676   -0.8506   -0.8613   -0.2556   -0.1081   -0.3222   -0.1562   -0.0236   -0.6551   -2.3170
  9  9.832191376590939E+06    6.399979  3.172155  4.339141  7.4257074E-01  2.5338697E-01  6.5204953E-04  8.0155690E-06  1.8846774E-04  1.6338171E-03  6.4756482E-07  3.6849297E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2903  4.339141   -8.335  1.324234  7.501632  6.7361046E-01  3.2247406E-01  1.4173056E-05  3.8045850E-06  2.2748619E-03  1.0895195E-04  7.6757380E-07  5.5125645E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.078E-04  1.465E-04  9.552E-01  1.062E+00  5.58E+02  0.00E+00  2.05E+02  0.525172  0.006556  0.0000000E+00  3.9625559807E-02       4.408     2.62   -3.1804   -0.8655   -0.8607   -0.2555   -0.1080   -0.3220   -0.1561   -0.0236   -0.6547   -2.3149
 10  1.094611105842637E+07    6.399976  3.177363  4.338738  7.4256977E-01  2.5338771E-01  6.5169125E-04  8.1178286E-06  1.8883082E-04  1.6337570E-03  6.4797951E-07  3.6839156E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2880  4.338738   -8.320  1.323911  7.502482  6.6536495E-01  3.3072124E-01  1.4281638E-05  3.8338275E-06  2.2860524E-03  9.6078086E-05  6.6535667E-07  4.8257943E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.067E-04  1.457E-04  9.550E-01  1.062E+00  5.56E+02  0.00E+00  2.04E+02  0.526278  0.006635  0.0000000E+00  3.9625395957E-02       4.401     2.64   -3.1934   -0.8806   -0.8602   -0.2553   -0.1079   -0.3219   -0.1560   -0.0236   -0.6542   -2.3128
 11  1.204097859756614E+07    6.399974  3.182458  4.338338  7.4256805E-01  2.5338928E-01  6.5108171E-04  8.2722310E-06  1.8948467E-04  1.6336369E-03  6.4878868E-07  3.6821002E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2854  4.338338   -8.306  1.323537  7.503413  6.5714434E-01  3.3894300E-01  1.4371794E-05  3.8582348E-06  2.2935076E-03  8.7473302E-05  5.9541566E-07  4.3590882E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.058E-04  1.448E-04  9.548E-01  1.062E+00  5.54E+02  0.00E+00  2.04E+02  0.527498  0.006713  0.0000000E+00  3.9625227598E-02       4.395     2.66   -3.2061   -0.8954   -0.8597   -0.2552   -0.1078   -0.3217   -0.1559   -0.0236   -0.6538   -2.3107
 12  1.309501484447565E+07    6.399970  3.187594  4.337941  7.4256518E-01  2.5339191E-01  6.5015562E-04  8.4837265E-06  1.9052211E-04  1.6334319E-03  6.5016498E-07  3.6792250E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2833  4.337941   -8.291  1.323468  7.504322  6.4894160E-01  3.4714648E-01  1.4439820E-05  3.8767173E-06  2.2988095E-03  8.1351434E-05  5.4131942E-07  4.0113847E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.049E-04  1.441E-04  9.545E-01  1.063E+00  5.52E+02  0.00E+00  2.04E+02  0.528806  0.006793  0.0000000E+00  3.9625052084E-02       4.388     2.68   -3.2190   -0.9103   -0.8591   -0.2550   -0.1078   -0.3215   -0.1558   -0.0235   -0.6533   -2.3087
 13  1.414913521430173E+07    6.399967  3.192676  4.337526  7.4256093E-01  2.5339582E-01  6.4889547E-04  8.7463334E-06  1.9198279E-04  1.6331271E-03  6.5222433E-07  3.6751862E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2809  4.337526   -8.277  1.323283  7.505300  6.4067857E-01  3.5541015E-01  1.4510351E-05  3.8958982E-06  2.3028891E-03  7.6609494E-05  5.0079968E-07  3.7480898E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.039E-04  1.433E-04  9.543E-01  1.063E+00  5.50E+02  0.00E+00  2.04E+02  0.530051  0.006874  0.0000000E+00  3.9624869001E-02       4.381     2.70   -3.2317   -0.9251   -0.8586   -0.2548   -0.1077   -0.3213   -0.1556   -0.0235   -0.6528   -2.3066
 14  1.518771341213551E+07    6.399964  3.197907  4.337148  7.4255475E-01  2.5340167E-01  6.4715940E-04  9.0781259E-06  1.9405456E-04  1.6326755E-03  6.5529710E-07  3.6694577E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2787  4.337148   -8.262  1.323319  7.506309  6.3247365E-01  3.6361546E-01  1.4569135E-05  3.9119500E-06  2.3050104E-03  7.4108754E-05  4.7763851E-07  3.6035546E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.030E-04  1.426E-04  9.540E-01  1.063E+00  5.48E+02  0.00E+00  2.03E+02  0.531443  0.006956  0.0000000E+00  3.9624682347E-02       4.375     2.72   -3.2448   -0.9401   -0.8581   -0.2547   -0.1076   -0.3211   -0.1556   -0.0235   -0.6524   -2.3046
