line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   12.499592  3.999845  4.428018  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3590  4.428018   -8.644  0.953251  7.538873  7.1698742E-01  2.6870670E-01  2.5549745E-05  6.9805450E-06  3.8585307E-03  5.0940819E-03  2.1043916E-05  2.1350844E-08  1.8763651E-03  3.0624505E-05  2.094E-06  1.375E-04  1.321E-04  8.036E-01  1.267E+00  6.27E+02  0.00E+00  4.81E+02  0.925225  0.021488  0.0000000E+00  2.0926213820E-01       4.320     4.05   -5.2496   -2.5997   -0.9888   -0.2861   -0.1231   -0.3588   -0.1799   -0.0286   -0.7610   -2.6499
  2  4.040029646975095E+05   12.498590  4.004515  4.437833  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3572  4.437833   -8.655  0.935972  7.534245  7.0904523E-01  2.7679789E-01  3.0550508E-05  8.3231672E-06  4.8993153E-03  3.8968555E-03  2.0444896E-05  2.3004701E-08  1.8751457E-03  3.1582030E-06  5.538E-06  1.132E-04  1.418E-04  8.833E-01  1.144E+00  6.21E+02  0.00E+00  3.67E+02  0.783931  0.021720  0.0000000E+00  2.0907628249E-01       4.305     4.12   -5.2613   -2.5627   -1.0032   -0.2884   -0.1242   -0.3620   -0.1825   -0.0290   -0.7725   -2.6986
  3  7.400325672290982E+05   12.497757  4.009063  4.436160  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707447E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  4.603E-16  0.3554  4.436160   -8.648  0.927098  7.532131  7.0123976E-01  2.8470156E-01  3.3834207E-05  9.1733739E-06  5.5780791E-03  3.1193102E-03  1.6610276E-05  1.1767575E-08  1.8741391E-03  4.5989635E-07  7.196E-06  1.100E-04  1.395E-04  8.853E-01  1.141E+00  6.17E+02  0.00E+00  3.61E+02  0.778859  0.021949  0.0000000E+00  2.0893200509E-01       4.292     4.18   -5.2727   -2.5823   -1.0007   -0.2881   -0.1240   -0.3615   -0.1821   -0.0290   -0.7705   -2.6903
  4  1.084735680038702E+06   12.496884  4.013994  4.434659  7.2000000E-01  2.6595590E-01  2.2831499E-03  2.7708892E-05  6.5875952E-04  5.7184750E-03  2.2656075E-06  1.2899734E-05  1.8768898E-03  1.5180832E-04  1.778E-13  0.3536  4.434659   -8.639  0.920736  7.530832  6.9326775E-01  2.9274542E-01  3.6793038E-05  9.9774598E-06  6.0729373E-03  2.5516173E-03  1.3633520E-05  9.4427897E-09  1.8732190E-03  2.5867594E-07  7.893E-06  1.079E-04  1.375E-04  8.855E-01  1.141E+00  6.12E+02  0.00E+00  3.59E+02  0.778335  0.022202  0.0000000E+00  2.0878094263E-01       4.281     4.23   -5.2850   -2.6020   -0.9985   -0.2877   -0.1238   -0.3610   -0.1817   -0.0289   -0.7688   -2.6829
  5  1.416072949481791E+06   12.496020  4.018931  4.433454  7.1999998E-01  2.6595590E-01  2.2831027E-03  2.7729776E-05  6.5879587E-04  5.7184717E-03  2.2657692E-06  1.2899570E-05  1.8768898E-03  1.5180768E-04  4.138E-12  0.3517  4.433454   -8.629  0.916292  7.530168  6.8552867E-01  3.0053741E-01  3.8964442E-05  1.0570173E-05  6.4374651E-03  2.1335548E-03  1.1326175E-05  8.0696380E-09  1.8723879E-03  2.8155425E-07  8.068E-06  1.065E-04  1.358E-04  8.847E-01  1.142E+00  6.09E+02  0.00E+00  3.58E+02  0.780417  0.022459  0.0000000E+00  2.0862948630E-01       4.272     4.28   -5.2973   -2.6203   -0.9967   -0.2874   -0.1237   -0.3606   -0.1813   -0.0289   -0.7673   -2.6770
  6  1.747080535158301E+06   12.495137  4.023837  4.432476  7.1999983E-01  2.6595605E-01  2.2827732E-03  2.7845768E-05  6.5908601E-04  5.7184407E-03  2.2671068E-06  1.2898327E-05  1.8768898E-03  1.5180203E-04  2.950E-11  0.3492  4.432476   -8.618  0.913062  7.529891  6.7770680E-01  3.0840091E-01  4.0715826E-05  1.1044650E-05  6.7243386E-03  1.8044262E-03  9.5725892E-06  6.7702243E-09  1.8715904E-03  3.0339595E-07  7.984E-06  1.050E-04  1.344E-04  8.844E-01  1.143E+00  6.06E+02  0.00E+00  3.57E+02  0.781205  0.022717  0.0000000E+00  2.0847419891E-01       4.263     4.32   -5.3096   -2.6374   -0.9953   -0.2872   -0.1236   -0.3603   -0.1811   -0.0288   -0.7662   -2.6722
  7  2.075896603701504E+06   12.494244  4.028956  4.431554  7.1999904E-01  2.6595672E-01  2.2815946E-03  2.8196049E-05  6.6020961E-04  5.7183071E-03  2.2723473E-06  1.2893671E-05  1.8768897E-03  1.5177878E-04  1.038E-10  0.3473  4.431554   -8.608  0.910660  7.529871  6.6981560E-01  3.1632563E-01  4.2156065E-05  1.1436171E-05  6.9551190E-03  1.5396218E-03  8.1381659E-06  5.7714917E-09  1.8708157E-03  2.3885056E-07  7.774E-06  1.037E-04  1.333E-04  8.837E-01  1.144E+00  6.03E+02  0.00E+00  3.56E+02  0.783044  0.022988  0.0000000E+00  2.0831733562E-01       4.255     4.36   -5.3224   -2.6548   -0.9939   -0.2870   -0.1235   -0.3600   -0.1808   -0.0288   -0.7651   -2.6676
  8  2.391943095240700E+06   12.493351  4.033830  4.430792  7.1999696E-01  2.6595849E-01  2.2787938E-03  2.8925588E-05  6.6302678E-04  5.7179427E-03  2.2853854E-06  1.2882333E-05  1.8768894E-03  1.5171808E-04  2.433E-10  0.3450  4.430792   -8.597  0.908742  7.530020  6.6200068E-01  3.2416777E-01  4.3348995E-05  1.1758161E-05  7.1424415E-03  1.3246381E-03  6.9815422E-06  4.8822704E-09  1.8700675E-03  1.8639668E-07  7.522E-06  1.024E-04  1.322E-04  8.834E-01  1.144E+00  6.00E+02  0.00E+00  3.55E+02  0.783581  0.023251  0.0000000E+00  2.0815777940E-01       4.247     4.40   -5.3346   -2.6707   -0.9928   -0.2868   -0.1234   -0.3597   -0.1806   -0.0287   -0.7642   -2.6638
  9  2.715073010008648E+06   12.492420  4.038938  4.430034  7.1999258E-01  2.6596231E-01  2.2733692E-03  3.0191030E-05  6.6870089E-04  5.7171622E-03  2.3112607E-06  1.2860079E-05  1.8768886E-03  1.5159318E-04  4.447E-10  0.3429  4.430034   -8.586  0.907281  7.530331  6.5415129E-01  3.3203867E-01  4.4274985E-05  1.2011096E-05  7.2906248E-03  1.1546084E-03  6.0560627E-06  4.3560001E-09  1.8693353E-03  2.5097009E-07  7.196E-06  1.014E-04  1.311E-04  8.821E-01  1.145E+00  5.98E+02  0.00E+00  3.55E+02  0.786690  0.023530  0.0000000E+00  2.0799129229E-01       4.240     4.44   -5.3473   -2.6873   -0.9916   -0.2866   -0.1233   -0.3595   -0.1804   -0.0287   -0.7633   -2.6601
