line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    3.400000  2.194510  4.187807  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2500  4.187807    0.000  1.697627  7.440422  7.3955910E-01  2.5636737E-01  6.2153651E-06  1.6626753E-06  1.2076222E-03  1.3169702E-03  2.7268464E-05  1.2568316E-08  5.3625424E-04  4.3373812E-05  0.000E+00  2.231E-04  2.113E-04  8.987E-01  1.210E+00  5.14E+02  0.00E+00  2.83E+02  0.743226  0.001320  0.0000000E+00  1.2827194899E-02       4.540     1.64   -0.7363    0.9116   -0.5832   -0.1789   -0.0690   -0.2230   -0.1005   -0.0156   -0.4197   -1.6478
  2  6.019235819398002E+06    3.400000  2.197125  4.187437  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2537  4.187437    0.000  1.678493  7.435197  7.3129168E-01  2.6469008E-01  7.9961171E-06  2.1393274E-06  1.5880807E-03  8.8539644E-04  2.0677419E-05  9.8637572E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.855E-04  2.289E-04  9.298E-01  1.154E+00  5.07E+02  0.00E+00  2.33E+02  0.640012  0.001330  0.0000000E+00  1.2827194899E-02       4.517     1.68   -0.7428    0.9002   -0.5823   -0.1787   -0.0689   -0.2226   -0.1003   -0.0156   -0.4189   -1.6431
  3  1.146375521577848E+07    3.400000  2.202102  4.186794  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2515  4.186794    0.000  1.672737  7.434257  7.2314129E-01  2.7287074E-01  9.0084901E-06  2.4087491E-06  1.7924544E-03  6.5443254E-04  1.6119626E-05  6.9999523E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.756E-04  2.320E-04  9.355E-01  1.139E+00  5.04E+02  0.00E+00  2.22E+02  0.617283  0.001345  0.0000000E+00  1.2827194899E-02       4.506     1.71   -0.7553    0.8816   -0.5807   -0.1782   -0.0686   -0.2219   -0.1000   -0.0156   -0.4174   -1.6368
  4  1.642453472665387E+07    3.400000  2.206868  4.185964  7.4257140E-01  2.5338650E-01  6.5232927E-04  7.9164153E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2500  4.185964    0.000  1.669323  7.434042  7.1503152E-01  2.8100019E-01  9.6817538E-06  2.5883128E-06  1.9260739E-03  5.0371565E-04  1.2813875E-05  5.2997704E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.713E-04  2.316E-04  9.369E-01  1.136E+00  5.01E+02  0.00E+00  2.18E+02  0.611384  0.001361  0.0000000E+00  1.2827194899E-02       4.497     1.72   -0.7672    0.8619   -0.5787   -0.1776   -0.0683   -0.2210   -0.0996   -0.0155   -0.4154   -1.6291
  5  2.092309107262362E+07    3.400000  2.211126  4.185046  7.4257138E-01  2.5338650E-01  6.5232900E-04  7.9165803E-06  1.8821673E-04  1.6338501E-03  6.4731478E-07  3.6856398E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2480  4.185046    0.000  1.666887  7.434108  7.0683139E-01  2.8921473E-01  1.0163406E-05  2.7171509E-06  2.0242311E-03  3.9321479E-04  1.0177987E-05  4.1853666E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.686E-04  2.302E-04  9.372E-01  1.135E+00  4.99E+02  0.00E+00  2.16E+02  0.610111  0.001374  0.0000000E+00  1.2827194899E-02       4.489     1.74   -0.7778    0.8428   -0.5764   -0.1770   -0.0680   -0.2200   -0.0990   -0.0154   -0.4132   -1.6206
  6  2.534604966105361E+07    3.400000  2.215645  4.184302  7.4257130E-01  2.5338652E-01  6.5232625E-04  7.9179367E-06  1.8821858E-04  1.6338500E-03  6.4731684E-07  3.6856350E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2463  4.184302    0.000  1.665402  7.434463  6.9870267E-01  2.9735340E-01  1.0505760E-05  2.8086272E-06  2.0918465E-03  3.1718897E-04  8.2454423E-06  3.3868257E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.666E-04  2.287E-04  9.371E-01  1.135E+00  4.97E+02  0.00E+00  2.16E+02  0.610484  0.001389  0.0000000E+00  1.2827194899E-02       4.481     1.75   -0.7891    0.8245   -0.5746   -0.1765   -0.0677   -0.2192   -0.0986   -0.0154   -0.4114   -1.6136
  7  2.974635819933232E+07    3.400000  2.220167  4.183610  7.4257113E-01  2.5338655E-01  6.5231196E-04  7.9238444E-06  1.8822977E-04  1.6338491E-03  6.4733255E-07  3.6856064E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2444  4.183610    0.000  1.664295  7.434985  6.9051009E-01  3.0555327E-01  1.0759796E-05  2.8766521E-06  2.1412897E-03  2.6165294E-04  6.7649390E-06  2.7822960E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.648E-04  2.273E-04  9.369E-01  1.135E+00  4.95E+02  0.00E+00  2.15E+02  0.611390  0.001403  0.0000000E+00  1.2827194899E-02       4.474     1.77   -0.8004    0.8066   -0.5730   -0.1760   -0.0675   -0.2185   -0.0983   -0.0153   -0.4098   -1.6070
  8  3.414389454601283E+07    3.400000  2.224939  4.183011  7.4257073E-01  2.5338667E-01  6.5226599E-04  7.9402493E-06  1.8826931E-04  1.6338455E-03  6.4740069E-07  3.6855050E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2425  4.183011    0.000  1.663843  7.435675  6.8233107E-01  3.1373754E-01  1.0953423E-05  2.9285377E-06  2.1766777E-03  2.2192443E-04  5.6627389E-06  2.3363062E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.632E-04  2.260E-04  9.366E-01  1.136E+00  4.93E+02  0.00E+00  2.15E+02  0.612760  0.001419  0.0000000E+00  1.2827194899E-02       4.467     1.78   -0.8123    0.7889   -0.5715   -0.1756   -0.0673   -0.2178   -0.0979   -0.0153   -0.4083   -1.6013
  9  3.847321562801508E+07    3.400000  2.229519  4.182384  7.4257002E-01  2.5338690E-01  6.5216090E-04  7.9727576E-06  1.8836730E-04  1.6338344E-03  6.4759918E-07  3.6852528E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2409  4.182384    0.000  1.663264  7.436402  6.7424122E-01  3.2183122E-01  1.1092618E-05  2.9660015E-06  2.2024465E-03  1.9300968E-04  4.8474447E-06  2.0061079E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.617E-04  2.246E-04  9.362E-01  1.137E+00  4.91E+02  0.00E+00  2.15E+02  0.614231  0.001434  0.0000000E+00  1.2827194899E-02       4.460     1.80   -0.8238    0.7715   -0.5700   -0.1751   -0.0670   -0.2171   -0.0976   -0.0152   -0.4068   -1.5953
