line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    8.999975  3.554271  4.352578  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3105  4.352578   -9.956  1.098405  7.508980  7.1698420E-01  2.6871000E-01  2.4955678E-05  6.7063692E-06  3.8234733E-03  5.1305484E-03  2.5658402E-05  2.3446495E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.557E-04  1.475E-04  7.856E-01  1.567E+00  5.81E+02  0.00E+00  4.66E+02  0.945103  0.010527  0.0000000E+00  1.0846259983E-01       4.333     3.39   -4.1357   -1.8402   -0.8797   -0.2604   -0.1094   -0.3283   -0.1596   -0.0243   -0.6706   -2.2954
  2  8.118065966057194E+05    8.999906  3.558474  4.364738  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3149  4.364738  -10.072  1.080007  7.504191  7.0887600E-01  2.7696730E-01  3.1614858E-05  8.5268686E-06  4.8479291E-03  3.9530454E-03  2.0931504E-05  2.7121560E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.275E-04  1.614E-04  8.791E-01  1.149E+00  5.77E+02  0.00E+00  3.47E+02  0.794205  0.010629  0.0000000E+00  1.0845390022E-01       4.318     3.44   -4.1462   -1.7941   -0.8977   -0.2655   -0.1123   -0.3341   -0.1630   -0.0252   -0.6860   -2.3521
  3  1.478476697613490E+06    8.999848  3.562959  4.363111  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3134  4.363111  -10.062  1.071181  7.502180  7.0085260E-01  2.8508880E-01  3.5177561E-05  9.4453075E-06  5.5227957E-03  3.1793010E-03  1.7302308E-05  1.4443936E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.237E-04  1.591E-04  8.818E-01  1.145E+00  5.72E+02  0.00E+00  3.41E+02  0.787548  0.010739  0.0000000E+00  1.0844745487E-01       4.306     3.49   -4.1574   -1.8143   -0.8953   -0.2648   -0.1119   -0.3333   -0.1626   -0.0250   -0.6839   -2.3431
  4  2.128052693467219E+06    8.999791  3.567809  4.361562  7.2000000E-01  2.6595590E-01  2.2831522E-03  2.7707617E-05  6.5875812E-04  5.7184752E-03  2.2656015E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3115  4.361562  -10.048  1.064979  7.500971  6.9271580E-01  2.9329760E-01  3.8173633E-05  1.0249077E-05  6.0165564E-03  2.6127087E-03  1.4435532E-05  1.1920420E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.213E-04  1.570E-04  8.818E-01  1.145E+00  5.69E+02  0.00E+00  3.39E+02  0.787631  0.010860  0.0000000E+00  1.0844097059E-01       4.295     3.54   -4.1695   -1.8348   -0.8930   -0.2642   -0.1115   -0.3325   -0.1621   -0.0249   -0.6818   -2.3347
  5  2.760534584166902E+06    8.999734  3.572668  4.360348  7.2000000E-01  2.6595590E-01  2.2831427E-03  2.7713206E-05  6.5876365E-04  5.7184749E-03  2.2656140E-06  1.2899720E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3090  4.360348  -10.034  1.060662  7.500390  6.8481830E-01  3.0124760E-01  4.0360860E-05  1.0836912E-05  6.3772218E-03  2.1989425E-03  1.2237405E-05  1.0102882E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.196E-04  1.552E-04  8.811E-01  1.146E+00  5.66E+02  0.00E+00  3.38E+02  0.789309  0.010982  0.0000000E+00  1.0843440909E-01       4.285     3.58   -4.1817   -1.8535   -0.8912   -0.2636   -0.1112   -0.3320   -0.1618   -0.0248   -0.6803   -2.3281
  6  3.394725885381970E+06    8.999674  3.577578  4.359277  7.1999990E-01  2.6595590E-01  2.2830420E-03  2.7759990E-05  6.5883725E-04  5.7184690E-03  2.2658187E-06  1.2899464E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3067  4.359277  -10.019  1.057368  7.500160  6.7680450E-01  3.0930300E-01  4.2155361E-05  1.1317845E-05  6.6627576E-03  1.8713157E-03  1.0442553E-05  8.5784015E-09  1.8768898E-03  1.5180834E-04  0.000E+00  1.180E-04  1.535E-04  8.806E-01  1.147E+00  5.63E+02  0.00E+00  3.37E+02  0.790439  0.011107  0.0000000E+00  1.0842754979E-01       4.276     3.61   -4.1939   -1.8716   -0.8897   -0.2632   -0.1110   -0.3314   -0.1615   -0.0248   -0.6789   -2.3224
  7  4.087037144120800E+06    8.999606  3.583324  4.358439  7.1999960E-01  2.6595620E-01  2.2824589E-03  2.7978561E-05  6.5933028E-04  5.7184203E-03  2.2673718E-06  1.2897784E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3046  4.358439  -10.001  1.054933  7.500280  6.6857040E-01  3.1756860E-01  4.3544404E-05  1.1691219E-05  6.8787607E-03  1.6234560E-03  9.0440893E-06  7.4390844E-09  1.8768898E-03  1.5180834E-04  0.000E+00  1.167E-04  1.521E-04  8.796E-01  1.148E+00  5.60E+02  0.00E+00  3.37E+02  0.792902  0.011255  0.0000000E+00  1.0841970739E-01       4.268     3.65   -4.2083   -1.8905   -0.8885   -0.2628   -0.1108   -0.3310   -0.1612   -0.0247   -0.6778   -2.3178
  8  4.702424929666422E+06    8.999544  3.588375  4.357626  7.1999850E-01  2.6595700E-01  2.2809599E-03  2.8448593E-05  6.6072181E-04  5.7182619E-03  2.2720664E-06  1.2893105E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3024  4.357626   -9.985  1.052924  7.500460  6.6070110E-01  3.2546430E-01  4.4672675E-05  1.1994564E-05  7.0597012E-03  1.4158983E-03  7.8621276E-06  6.5937886E-09  1.8768898E-03  1.5180834E-04  0.000E+00  1.153E-04  1.508E-04  8.789E-01  1.149E+00  5.58E+02  0.00E+00  3.36E+02  0.794535  0.011387  0.0000000E+00  1.0841240403E-01       4.260     3.68   -4.2209   -1.9075   -0.8874   -0.2625   -0.1106   -0.3307   -0.1610   -0.0246   -0.6768   -2.3134
  9  5.333197409850692E+06    8.999477  3.593766  4.356836  7.1999600E-01  2.6595920E-01  2.2777792E-03  2.9310159E-05  6.6386494E-04  5.7178700E-03  2.2830556E-06  1.2882632E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3008  4.356836   -9.968  1.051452  7.500821  6.5266440E-01  3.3352270E-01  4.5707044E-05  1.2272182E-05  7.2085626E-03  1.2449671E-03  6.8855237E-06  5.6903195E-09  1.8768898E-03  1.5180834E-04  0.000E+00  1.141E-04  1.496E-04  8.780E-01  1.151E+00  5.55E+02  0.00E+00  3.36E+02  0.796710  0.011529  0.0000000E+00  1.0840456657E-01       4.252     3.71   -4.2344   -1.9252   -0.8862   -0.2621   -0.1104   -0.3303   -0.1608   -0.0246   -0.6758   -2.3092
