line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    9.599937  3.664000  4.399820  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3340  4.399820   -9.814  1.114966  7.528159  7.3053201E-01  2.6132270E-01  1.6269983E-05  4.4019045E-06  2.3905813E-03  2.6959227E-03  1.1849719E-05  1.5492622E-08  1.0723839E-03  6.9259610E-05  4.891E-07  1.494E-04  1.437E-04  8.607E-01  1.171E+00  6.12E+02  0.00E+00  3.96E+02  0.834670  0.013260  0.0000000E+00  1.1522839801E-01       4.393     3.26   -4.4100   -1.8690   -0.9482   -0.2782   -0.1191   -0.3488   -0.1724   -0.0273   -0.7284   -2.5410
  2  6.900940744375330E+05    9.599775  3.669029  4.403913  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3342  4.403913   -9.817  1.094028  7.522465  7.2229880E-01  2.6966550E-01  2.0604664E-05  5.5535571E-06  3.1456924E-03  1.8283732E-03  9.0400600E-06  9.3910216E-09  1.0721266E-03  6.7538076E-05  1.106E-06  1.223E-04  1.544E-04  9.117E-01  1.105E+00  6.05E+02  0.00E+00  3.11E+02  0.703804  0.013414  0.0000000E+00  1.1520570755E-01       4.372     3.34   -4.4226   -1.8644   -0.9540   -0.2794   -0.1197   -0.3504   -0.1735   -0.0275   -0.7331   -2.5581
  3  1.276185591194613E+06    9.599634  3.673954  4.402270  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832824E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  2.209E-17  0.3323  4.402270   -9.807  1.084839  7.520336  7.1413587E-01  2.7788956E-01  2.3104423E-05  6.2197438E-06  3.5660554E-03  1.3458551E-03  6.8562508E-06  5.8703035E-09  1.0719116E-03  6.7328902E-05  1.343E-06  1.182E-04  1.526E-04  9.142E-01  1.101E+00  6.00E+02  0.00E+00  3.04E+02  0.695637  0.013568  0.0000000E+00  1.1518769149E-01       4.359     3.39   -4.4349   -1.8844   -0.9517   -0.2789   -0.1195   -0.3498   -0.1730   -0.0274   -0.7312   -2.5505
  4  1.828669505202665E+06    9.599497  3.678817  4.400984  7.3354283E-01  2.5841427E-01  1.3046577E-03  1.5833415E-05  3.7643360E-04  3.2677001E-03  1.2946299E-06  7.3712787E-06  1.0725085E-03  8.6747622E-05  2.067E-14  0.3301  4.400984   -9.795  1.079524  7.519436  7.0607390E-01  2.8599091E-01  2.4765783E-05  6.6670380E-06  3.8370786E-03  1.0347510E-03  5.3615088E-06  4.4796413E-09  1.0717177E-03  6.7309295E-05  1.403E-06  1.163E-04  1.507E-04  9.141E-01  1.101E+00  5.97E+02  0.00E+00  3.03E+02  0.695976  0.013721  0.0000000E+00  1.1517023118E-01       4.349     3.43   -4.4470   -1.9025   -0.9498   -0.2785   -0.1193   -0.3493   -0.1727   -0.0273   -0.7297   -2.5446
  5  2.380185003119043E+06    9.599357  3.683751  4.400018  7.3354283E-01  2.5841427E-01  1.3046363E-03  1.5844305E-05  3.7644835E-04  3.2676987E-03  1.2946533E-06  7.3712268E-06  1.0725085E-03  8.6747547E-05  6.685E-13  0.3272  4.400018   -9.781  1.076099  7.519190  6.9794907E-01  2.9414285E-01  2.5950907E-05  6.9851145E-06  4.0227095E-03  8.2162686E-04  4.2989295E-06  3.5239905E-09  1.0715356E-03  6.7302949E-05  1.378E-06  1.146E-04  1.492E-04  9.140E-01  1.102E+00  5.94E+02  0.00E+00  3.02E+02  0.696591  0.013879  0.0000000E+00  1.1515248304E-01       4.341     3.46   -4.4594   -1.9193   -0.9485   -0.2782   -0.1191   -0.3489   -0.1725   -0.0273   -0.7286   -2.5401
  6  2.942801782792836E+06    9.599212  3.688958  4.399274  7.3354273E-01  2.5841437E-01  1.3044619E-03  1.5914381E-05  3.7659355E-04  3.2676814E-03  1.2949137E-06  7.3707446E-06  1.0725085E-03  8.6746895E-05  4.741E-12  0.3249  4.399274   -9.766  1.073831  7.519347  6.8976646E-01  3.0234417E-01  2.6796395E-05  7.2125571E-06  4.1512461E-03  6.7403204E-04  3.5407569E-06  2.9076397E-09  1.0713594E-03  6.7310283E-05  1.308E-06  1.133E-04  1.480E-04  9.135E-01  1.102E+00  5.91E+02  0.00E+00  3.01E+02  0.698007  0.014046  0.0000000E+00  1.1513391801E-01       4.333     3.50   -4.4724   -1.9358   -0.9474   -0.2780   -0.1190   -0.3486   -0.1723   -0.0272   -0.7278   -2.5366
  7  3.488300919916316E+06    9.599066  3.694166  4.398651  7.3354205E-01  2.5841495E-01  1.3038082E-03  1.6130625E-05  3.7720687E-04  3.2675924E-03  1.2961223E-06  7.3687603E-06  1.0725084E-03  8.6743889E-05  1.823E-11  0.3226  4.398651   -9.752  1.072279  7.519707  6.8164841E-01  3.1047614E-01  2.7425554E-05  7.3822143E-06  4.2470358E-03  5.6405058E-04  2.9651216E-06  2.4299130E-09  1.0711851E-03  6.7304979E-05  1.225E-06  1.121E-04  1.469E-04  9.130E-01  1.103E+00  5.89E+02  0.00E+00  3.01E+02  0.699510  0.014216  0.0000000E+00  1.1511507610E-01       4.325     3.53   -4.4854   -1.9518   -0.9465   -0.2778   -0.1189   -0.3484   -0.1721   -0.0272   -0.7271   -2.5336
  8  4.020809636411424E+06    9.598919  3.699253  4.398030  7.3354025E-01  2.5841665E-01  1.3022608E-03  1.6566664E-05  3.7877863E-04  3.2673347E-03  1.2994052E-06  7.3637610E-06  1.0725083E-03  8.6736141E-05  4.171E-11  0.3202  4.398030   -9.737  1.071094  7.520194  6.7359217E-01  3.1854285E-01  2.7914356E-05  7.5146376E-06  4.3189132E-03  4.8150243E-04  2.5260055E-06  2.0817779E-09  1.0710147E-03  6.7303937E-05  1.138E-06  1.110E-04  1.458E-04  9.125E-01  1.104E+00  5.86E+02  0.00E+00  3.00E+02  0.701341  0.014384  0.0000000E+00  1.1509595448E-01       4.318     3.56   -4.4981   -1.9675   -0.9456   -0.2776   -0.1188   -0.3482   -0.1720   -0.0272   -0.7264   -2.5306
  9  4.553322872375645E+06    9.598767  3.704524  4.397472  7.3353640E-01  2.5842021E-01  1.2993798E-03  1.7274127E-05  3.8187723E-04  3.2667829E-03  1.3062006E-06  7.3540009E-06  1.0725082E-03  8.6720154E-05  7.371E-11  0.3180  4.397472   -9.721  1.070297  7.520795  6.6545312E-01  3.2669005E-01  2.8369369E-05  7.6366314E-06  4.3747765E-03  4.1723288E-04  2.1733410E-06  1.7920546E-09  1.0708443E-03  6.7306985E-05  1.052E-06  1.099E-04  1.450E-04  9.120E-01  1.104E+00  5.83E+02  0.00E+00  3.00E+02  0.703012  0.014560  0.0000000E+00  1.1507611132E-01       4.311     3.58   -4.5113   -1.9834   -0.9448   -0.2774   -0.1187   -0.3480   -0.1718   -0.0271   -0.7257   -2.5279
