line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    5.000000  2.727382  4.236540  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2750  4.236540    0.000  1.447387  7.465684  7.3053512E-01  2.6130217E-01  1.3223853E-05  3.5796977E-06  2.2820709E-03  2.8077470E-03  3.0119618E-05  3.2239610E-08  1.0725085E-03  8.6747623E-05  0.000E+00  2.126E-04  2.063E-04  7.956E-01  1.562E+00  5.32E+02  0.00E+00  4.17E+02  0.934500  0.002850  0.0000000E+00  3.3625787175E-02       4.434     2.25   -2.0685   -0.1421   -0.7001   -0.2108   -0.0853   -0.2656   -0.1253   -0.0201   -0.5272   -1.9264
  2  2.713604111629637E+06    5.000000  2.731592  4.247001  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2753  4.247001    0.000  1.429270  7.461097  7.2237127E-01  2.6956310E-01  1.6295127E-05  4.3729688E-06  2.9515914E-03  2.0418432E-03  2.5512658E-05  1.7570123E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.779E-04  2.265E-04  8.764E-01  1.298E+00  5.28E+02  0.00E+00  3.22E+02  0.800385  0.002877  0.0000000E+00  3.3625787175E-02       4.421     2.28   -2.0790   -0.0989   -0.7219   -0.2168   -0.0883   -0.2732   -0.1298   -0.0209   -0.5465   -1.9800
  3  5.053308433139294E+06    5.000000  2.735979  4.245748  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832821E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2734  4.245748    0.000  1.420769  7.459244  7.1424700E-01  2.7774597E-01  1.8373118E-05  4.9215932E-06  3.3540075E-03  1.5828531E-03  2.0876560E-05  1.1201377E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.712E-04  2.249E-04  8.819E-01  1.280E+00  5.24E+02  0.00E+00  3.12E+02  0.787488  0.002907  0.0000000E+00  3.3625787175E-02       4.408     2.31   -2.0899   -0.1175   -0.7192   -0.2161   -0.0880   -0.2723   -0.1293   -0.0208   -0.5443   -1.9724
  4  7.214765976071172E+06    5.000000  2.740467  4.244281  7.3354283E-01  2.5841427E-01  1.3046584E-03  1.5832906E-05  3.7643321E-04  3.2677001E-03  1.2946294E-06  7.3712803E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2712  4.244281    0.000  1.415342  7.458316  7.0606605E-01  2.8596782E-01  1.9845163E-05  5.3154257E-06  3.6344188E-03  1.2633880E-03  1.7203818E-05  9.0478525E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.679E-04  2.222E-04  8.822E-01  1.278E+00  5.21E+02  0.00E+00  3.10E+02  0.786678  0.002937  0.0000000E+00  3.3625787175E-02       4.397     2.34   -2.1012   -0.1373   -0.7162   -0.2153   -0.0876   -0.2713   -0.1287   -0.0207   -0.5416   -1.9639
  5  9.323443837373393E+06    5.000000  2.745098  4.243074  7.3354283E-01  2.5841427E-01  1.3046541E-03  1.5835240E-05  3.7643597E-04  3.2677000E-03  1.2946347E-06  7.3712723E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2695  4.243074    0.000  1.411798  7.457991  6.9802427E-01  2.9403830E-01  2.0882351E-05  5.5932902E-06  3.8313401E-03  1.0392432E-03  1.4402924E-05  7.5178494E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.655E-04  2.199E-04  8.817E-01  1.280E+00  5.18E+02  0.00E+00  3.09E+02  0.787783  0.002968  0.0000000E+00  3.3625787175E-02       4.388     2.37   -2.1127   -0.1560   -0.7136   -0.2146   -0.0872   -0.2704   -0.1282   -0.0206   -0.5395   -1.9567
  6  1.149505161422540E+07    5.000000  2.749909  4.242010  7.3354275E-01  2.5841427E-01  1.3046106E-03  1.5853628E-05  3.7646948E-04  3.2676976E-03  1.2947199E-06  7.3711790E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2666  4.242010    0.000  1.409135  7.458073  6.8980525E-01  3.0227857E-01  2.1679736E-05  5.8066604E-06  3.9764349E-03  8.7414894E-04  1.2217989E-05  6.3534334E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.634E-04  2.179E-04  8.811E-01  1.282E+00  5.16E+02  0.00E+00  3.08E+02  0.789401  0.003001  0.0000000E+00  3.3625787175E-02       4.379     2.39   -2.1248   -0.1745   -0.7114   -0.2140   -0.0869   -0.2696   -0.1277   -0.0205   -0.5375   -1.9502
  7  1.355243903389055E+07    5.000000  2.754713  4.241061  7.3354242E-01  2.5841443E-01  1.3044252E-03  1.5917904E-05  3.7663094E-04  3.2676828E-03  1.2952180E-06  7.3707279E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2650  4.241061    0.000  1.407332  7.458319  6.8176138E-01  3.1033878E-01  2.2283918E-05  5.9686122E-06  4.0883819E-03  7.4683862E-04  1.0480072E-05  5.4351351E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.616E-04  2.161E-04  8.802E-01  1.284E+00  5.13E+02  0.00E+00  3.08E+02  0.791521  0.003035  0.0000000E+00  3.3625787175E-02       4.371     2.41   -2.1368   -0.1924   -0.7094   -0.2134   -0.0866   -0.2689   -0.1273   -0.0205   -0.5357   -1.9444
  8  1.559407085983913E+07    5.000000  2.759560  4.240317  7.3354173E-01  2.5841495E-01  1.3039027E-03  1.6070123E-05  3.7712865E-04  3.2676266E-03  1.2969815E-06  7.3693305E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2627  4.240317    0.000  1.405902  7.458740  6.7376412E-01  3.1834840E-01  2.2767263E-05  6.0983362E-06  4.1733218E-03  6.5024812E-04  9.1103961E-06  4.7286469E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.599E-04  2.145E-04  8.795E-01  1.286E+00  5.11E+02  0.00E+00  3.08E+02  0.793234  0.003069  0.0000000E+00  3.3625787175E-02       4.364     2.43   -2.1489   -0.2093   -0.7078   -0.2130   -0.0864   -0.2684   -0.1270   -0.0204   -0.5344   -1.9396
  9  1.765246125030184E+07    5.000000  2.764478  4.239541  7.3354003E-01  2.5841625E-01  1.3027644E-03  1.6356202E-05  3.7828468E-04  3.2674765E-03  1.3015005E-06  7.3660671E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.2604  4.239541    0.000  1.404728  7.459327  6.6564932E-01  3.2647305E-01  2.3193442E-05  6.2124359E-06  4.2401158E-03  5.7424196E-04  8.0060825E-06  4.1641922E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.583E-04  2.128E-04  8.786E-01  1.288E+00  5.09E+02  0.00E+00  3.07E+02  0.795312  0.003104  0.0000000E+00  3.3625787175E-02       4.357     2.45   -2.1612   -0.2265   -0.7061   -0.2125   -0.0862   -0.2678   -0.1267   -0.0204   -0.5329   -1.9346
