line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   11.999704  3.958680  4.437724  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3586  4.437724   -8.763  0.967011  7.536383  7.1699730E-01  2.6869600E-01  2.5351800E-05  6.9356371E-06  3.8539836E-03  5.0992103E-03  2.1454941E-05  2.2311635E-08  1.8763762E-03  2.9073453E-05  2.046E-06  1.090E-04  1.042E-04  9.039E-01  1.116E+00  6.20E+02  0.00E+00  3.33E+02  0.728048  0.020034  0.0000000E+00  1.4783025678E-01       4.320     3.97   -5.1467   -2.4489   -1.0031   -0.2884   -0.1242   -0.3620   -0.1825   -0.0290   -0.7724   -2.6978
  2  4.340331676594671E+05   11.998959  3.964223  4.439305  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3564  4.439305   -8.763  0.949937  7.531770  7.0880840E-01  2.7703720E-01  2.9847732E-05  8.0994104E-06  4.9184744E-03  3.8758708E-03  2.0774974E-05  1.6073243E-08  1.8751419E-03  2.8075585E-06  5.450E-06  8.994E-05  1.111E-04  9.348E-01  1.076E+00  6.14E+02  0.00E+00  2.71E+02  0.620104  0.020293  0.0000000E+00  1.4774847559E-01       4.302     4.05   -5.1606   -2.4545   -1.0054   -0.2888   -0.1243   -0.3625   -0.1829   -0.0291   -0.7742   -2.7060
  3  8.132943806772216E+05   11.998299  3.969094  4.437664  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3548  4.437664   -8.756  0.940779  7.529592  7.0076410E-01  2.8517980E-01  3.3656824E-05  9.1247737E-06  5.5970858E-03  3.0976862E-03  1.6822785E-05  1.1447578E-08  1.8741316E-03  6.8587710E-07  6.940E-06  8.636E-05  1.100E-04  9.375E-01  1.072E+00  6.09E+02  0.00E+00  2.64E+02  0.609023  0.020522  0.0000000E+00  1.4768088909E-01       4.289     4.11   -5.1727   -2.4748   -1.0030   -0.2884   -0.1242   -0.3620   -0.1825   -0.0290   -0.7723   -2.6979
  4  1.173106300719702E+06   11.997661  3.973962  4.436139  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707451E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  1.479E-16  0.3527  4.436139   -8.747  0.934368  7.528289  6.9258540E-01  2.9343180E-01  3.6590709E-05  9.9202987E-06  6.1022782E-03  2.5183058E-03  1.3762467E-05  9.3247449E-09  1.8732041E-03  1.5349218E-07  7.597E-06  8.469E-05  1.085E-04  9.375E-01  1.072E+00  6.05E+02  0.00E+00  2.62E+02  0.608838  0.020755  0.0000000E+00  1.4761568543E-01       4.278     4.16   -5.1849   -2.4945   -1.0007   -0.2880   -0.1240   -0.3615   -0.1821   -0.0290   -0.7705   -2.6904
  5  1.532918220762182E+06   11.997009  3.978940  4.434969  7.2000000E-01  2.6595590E-01  2.2831513E-03  2.7708223E-05  6.5875865E-04  5.7184751E-03  2.2656041E-06  1.2899738E-05  1.8768898E-03  1.5180834E-04  2.289E-14  0.3500  4.434969   -8.737  0.929911  7.527653  6.8452680E-01  3.0154420E-01  3.8794370E-05  1.0517147E-05  6.4724247E-03  2.0937688E-03  1.1460814E-05  7.7198022E-09  1.8723577E-03  1.8676825E-07  7.691E-06  8.329E-05  1.072E-04  9.376E-01  1.072E+00  6.02E+02  0.00E+00  2.60E+02  0.608657  0.020995  0.0000000E+00  1.4754864322E-01       4.268     4.21   -5.1974   -2.5127   -0.9989   -0.2878   -0.1239   -0.3611   -0.1817   -0.0289   -0.7691   -2.6846
  6  1.892438401410041E+06   11.996341  3.984150  4.433963  7.2000000E-01  2.6595590E-01  2.2831347E-03  2.7716743E-05  6.5876978E-04  5.7184745E-03  2.2656562E-06  1.2899686E-05  1.8768898E-03  1.5180819E-04  4.218E-13  0.3482  4.433963   -8.726  0.926734  7.527409  6.7643770E-01  3.0967500E-01  4.0521552E-05  1.0986885E-05  6.7597400E-03  1.7642804E-03  9.5934971E-06  6.4756816E-09  1.8715514E-03  1.7211236E-07  7.538E-06  8.219E-05  1.061E-04  9.372E-01  1.073E+00  5.99E+02  0.00E+00  2.60E+02  0.610008  0.021250  0.0000000E+00  1.4747945415E-01       4.259     4.26   -5.2104   -2.5307   -0.9974   -0.2875   -0.1238   -0.3608   -0.1815   -0.0289   -0.7679   -2.6796
  7  2.246726722247551E+06   11.995666  3.989247  4.433084  7.1999990E-01  2.6595590E-01  2.2830404E-03  2.7756609E-05  6.5884309E-04  5.7184688E-03  2.2660041E-06  1.2899363E-05  1.8768898E-03  1.5180706E-04  2.756E-12  0.3456  4.433084   -8.715  0.924182  7.527389  6.6837820E-01  3.1776750E-01  4.1993916E-05  1.1390915E-05  6.9867532E-03  1.5037893E-03  8.0882408E-06  5.6029157E-09  1.8707773E-03  2.1251522E-07  7.266E-06  8.123E-05  1.051E-04  9.368E-01  1.073E+00  5.96E+02  0.00E+00  2.59E+02  0.611939  0.021502  0.0000000E+00  1.4740901338E-01       4.250     4.30   -5.2231   -2.5478   -0.9961   -0.2873   -0.1237   -0.3605   -0.1812   -0.0288   -0.7669   -2.6753
  8  2.601977783087344E+06   11.994971  3.994557  4.432369  7.1999970E-01  2.6595600E-01  2.2826763E-03  2.7887037E-05  6.5915673E-04  5.7184397E-03  2.2674925E-06  1.2898036E-05  1.8768898E-03  1.5180170E-04  1.107E-11  0.3436  4.432369   -8.703  0.922352  7.527611  6.6034350E-01  3.2582810E-01  4.3122266E-05  1.1696780E-05  7.1655108E-03  1.2986767E-03  6.9561733E-06  4.8402707E-09  1.8700284E-03  2.6290732E-07  6.931E-06  8.023E-05  1.042E-04  9.366E-01  1.074E+00  5.93E+02  0.00E+00  2.59E+02  0.612665  0.021768  0.0000000E+00  1.4733590669E-01       4.242     4.34   -5.2364   -2.5646   -0.9951   -0.2872   -0.1236   -0.3603   -0.1810   -0.0288   -0.7661   -2.6718
  9  2.957228843927132E+06   11.994257  4.000019  4.431708  7.1999920E-01  2.6595650E-01  2.2818100E-03  2.8159291E-05  6.5995537E-04  5.7183549E-03  2.2712525E-06  1.2894763E-05  1.8768897E-03  1.5178712E-04  2.685E-11  0.3415  4.431708   -8.690  0.920961  7.527977  6.5222530E-01  3.3396760E-01  4.4056257E-05  1.1949673E-05  7.3119732E-03  1.1306065E-03  6.0276925E-06  4.2097855E-09  1.8692868E-03  2.0702072E-07  6.598E-06  7.948E-05  1.034E-04  9.360E-01  1.074E+00  5.90E+02  0.00E+00  2.59E+02  0.615328  0.022045  0.0000000E+00  1.4726016121E-01       4.235     4.38   -5.2500   -2.5815   -0.9941   -0.2870   -0.1235   -0.3601   -0.1809   -0.0288   -0.7653   -2.6685
