line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    5.000000  2.773499  4.283223  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2878  4.283223    0.000  1.491871  7.481533  7.3956670E-01  2.5637575E-01  7.6568366E-06  2.0531085E-06  1.3042076E-03  1.2198855E-03  1.0589954E-05  7.1180884E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.796E-04  1.817E-04  9.123E-01  1.196E+00  5.54E+02  0.00E+00  2.84E+02  0.701778  0.003184  0.0000000E+00  2.7006889534E-02       4.502     2.08   -2.1837   -0.0213   -0.7832   -0.2341   -0.0969   -0.2951   -0.1418   -0.0221   -0.5953   -2.1624
  2  2.565226867353557E+06    5.000000  2.778804  4.283783  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2865  4.283783    0.000  1.471897  7.476217  7.3130315E-01  2.6469945E-01  9.8702033E-06  2.6479059E-06  1.7184824E-03  7.4576753E-04  7.3704757E-06  5.4940187E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.570E-04  1.965E-04  9.323E-01  1.148E+00  5.48E+02  0.00E+00  2.47E+02  0.630097  0.003224  0.0000000E+00  2.7006889534E-02       4.486     2.11   -2.1970   -0.0350   -0.7839   -0.2343   -0.0970   -0.2954   -0.1419   -0.0221   -0.5958   -2.1620
  3  4.878523296548779E+06    5.000000  2.783768  4.282880  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164103E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2839  4.282880    0.000  1.465245  7.475012  7.2314225E-01  2.7288925E-01  1.0972331E-05  2.9413663E-06  1.9159468E-03  5.2011821E-04  5.3970560E-06  3.2769804E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.497E-04  1.972E-04  9.366E-01  1.136E+00  5.45E+02  0.00E+00  2.38E+02  0.612422  0.003262  0.0000000E+00  2.7006889534E-02       4.475     2.14   -2.2094   -0.0508   -0.7827   -0.2340   -0.0968   -0.2949   -0.1417   -0.0221   -0.5950   -2.1586
  4  6.945966703079673E+06    5.000000  2.788273  4.281928  7.4257140E-01  2.5338650E-01  6.5232919E-04  7.9164761E-06  1.8821662E-04  1.6338501E-03  6.4731468E-07  3.6856401E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2821  4.281928    0.000  1.461501  7.474618  7.1482175E-01  2.8122850E-01  1.1690153E-05  3.1334998E-06  2.0451275E-03  3.7263382E-04  3.9666087E-06  2.3377720E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.468E-04  1.960E-04  9.374E-01  1.135E+00  5.42E+02  0.00E+00  2.35E+02  0.609438  0.003295  0.0000000E+00  2.7006889534E-02       4.466     2.16   -2.2207   -0.0654   -0.7815   -0.2336   -0.0967   -0.2944   -0.1414   -0.0221   -0.5941   -2.1553
  5  8.867567506152358E+06    5.000000  2.792737  4.281197  7.4257135E-01  2.5338650E-01  6.5232732E-04  7.9175342E-06  1.8821773E-04  1.6338500E-03  6.4731556E-07  3.6856370E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2797  4.281197    0.000  1.459388  7.474732  7.0672040E-01  2.8934175E-01  1.2141746E-05  3.2545320E-06  2.1263163E-03  2.8000397E-04  2.9999587E-06  1.7621090E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.449E-04  1.946E-04  9.375E-01  1.135E+00  5.40E+02  0.00E+00  2.34E+02  0.609266  0.003329  0.0000000E+00  2.7006889534E-02       4.459     2.18   -2.2318   -0.0792   -0.7805   -0.2333   -0.0965   -0.2940   -0.1413   -0.0221   -0.5935   -2.1527
  6  1.079020528514700E+07    5.000000  2.797357  4.280601  7.4257130E-01  2.5338655E-01  6.5231317E-04  7.9239631E-06  1.8822824E-04  1.6338492E-03  6.4732585E-07  3.6856082E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2772  4.280601    0.000  1.457955  7.475114  6.9856080E-01  2.9750910E-01  1.2432622E-05  3.3326927E-06  2.1791436E-03  2.1976315E-04  2.3432561E-06  1.3762460E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.434E-04  1.935E-04  9.372E-01  1.135E+00  5.38E+02  0.00E+00  2.33E+02  0.610110  0.003364  0.0000000E+00  2.7006889534E-02       4.452     2.20   -2.2434   -0.0930   -0.7797   -0.2331   -0.0964   -0.2937   -0.1411   -0.0221   -0.5929   -2.1504
  7  1.274659738668546E+07    5.000000  2.802454  4.280064  7.4257105E-01  2.5338665E-01  6.5224868E-04  7.9482319E-06  1.8828328E-04  1.6338431E-03  6.4739157E-07  3.6854595E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2750  4.280064    0.000  1.456508  7.475719  6.9032655E-01  3.0574840E-01  1.2668363E-05  3.3958167E-06  2.2139210E-03  1.8004714E-04  1.8947965E-06  1.1216135E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.421E-04  1.923E-04  9.369E-01  1.136E+00  5.36E+02  0.00E+00  2.33E+02  0.611426  0.003404  0.0000000E+00  2.7006889534E-02       4.445     2.22   -2.2561   -0.1079   -0.7789   -0.2329   -0.0963   -0.2934   -0.1410   -0.0221   -0.5924   -2.1482
  8  1.460725249477524E+07    5.000000  2.807186  4.279522  7.4257050E-01  2.5338700E-01  6.5207193E-04  8.0041700E-06  1.8845126E-04  1.6338196E-03  6.4762401E-07  3.6850081E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2726  4.279522    0.000  1.455557  7.476362  6.8223470E-01  3.1384400E-01  1.2814973E-05  3.4354970E-06  2.2393052E-03  1.5110095E-04  1.5663633E-06  9.3115384E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.407E-04  1.912E-04  9.366E-01  1.136E+00  5.34E+02  0.00E+00  2.33E+02  0.612499  0.003442  0.0000000E+00  2.7006889534E-02       4.438     2.23   -2.2680   -0.1219   -0.7781   -0.2327   -0.0962   -0.2932   -0.1409   -0.0221   -0.5919   -2.1461
  9  1.653776473471125E+07    5.000000  2.812455  4.279027  7.4256910E-01  2.5338800E-01  6.5167691E-04  8.1104431E-06  1.8886051E-04  1.6337507E-03  6.4825452E-07  3.6839108E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2707  4.279027    0.000  1.455111  7.477137  6.7392930E-01  3.2215205E-01  1.2960104E-05  3.4742750E-06  2.2574562E-03  1.3034424E-04  1.3233439E-06  7.9556384E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.393E-04  1.900E-04  9.363E-01  1.137E+00  5.32E+02  0.00E+00  2.32E+02  0.614150  0.003484  0.0000000E+00  2.7006889534E-02       4.431     2.25   -2.2811   -0.1371   -0.7774   -0.2325   -0.0961   -0.2929   -0.1407   -0.0221   -0.5914   -2.1440
