line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    8.999975  3.583410  4.393279  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3288  4.393279  -10.083  1.141720  7.522563  7.3053813E-01  2.6131667E-01  1.6680621E-05  4.5292509E-06  2.3845473E-03  2.7019081E-03  1.2007109E-05  2.3216167E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.344E-04  1.287E-04  9.021E-01  1.121E+00  6.02E+02  0.00E+00  3.26E+02  0.733358  0.011350  0.0000000E+00  8.6036694372E-02       4.393     3.16   -4.2085   -1.6955   -0.9390   -0.2761   -0.1181   -0.3464   -0.1707   -0.0269   -0.7209   -2.5131
  2  7.755575064798255E+05    8.999911  3.588634  4.394369  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3288  4.394369  -10.078  1.121187  7.516964  7.2234235E-01  2.6962142E-01  2.0875951E-05  5.6201993E-06  3.1345176E-03  1.8407458E-03  8.9382131E-06  1.0749739E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.101E-04  1.376E-04  9.341E-01  1.077E+00  5.95E+02  0.00E+00  2.65E+02  0.623258  0.011488  0.0000000E+00  8.6031154696E-02       4.373     3.23   -4.2216   -1.7047   -0.9405   -0.2765   -0.1183   -0.3468   -0.1710   -0.0270   -0.7222   -2.5169
  3  1.462199907387622E+06    8.999853  3.593618  4.392796  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832821E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3266  4.392796  -10.066  1.111880  7.514863  7.1412695E-01  2.7789775E-01  2.3422615E-05  6.2928963E-06  3.5531378E-03  1.3600769E-03  6.8318770E-06  6.0294644E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.056E-04  1.365E-04  9.369E-01  1.073E+00  5.90E+02  0.00E+00  2.57E+02  0.611391  0.011620  0.0000000E+00  8.6026506786E-02       4.360     3.28   -4.2340   -1.7244   -0.9383   -0.2760   -0.1180   -0.3462   -0.1706   -0.0269   -0.7204   -2.5096
  4  2.083148608003730E+06    8.999798  3.598426  4.391508  7.3354283E-01  2.5841427E-01  1.3046585E-03  1.5832870E-05  3.7643318E-04  3.2677001E-03  1.2946293E-06  7.3712804E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3242  4.391508  -10.053  1.106504  7.513941  7.0601000E-01  2.8605495E-01  2.5156358E-05  6.7583365E-06  3.8289682E-03  1.0433497E-03  5.3478481E-06  4.6306860E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.035E-04  1.351E-04  9.373E-01  1.072E+00  5.87E+02  0.00E+00  2.55E+02  0.609958  0.011750  0.0000000E+00  8.6022191932E-02       4.350     3.32   -4.2461   -1.7424   -0.9364   -0.2756   -0.1178   -0.3457   -0.1703   -0.0268   -0.7189   -2.5037
  5  2.716286878712119E+06    8.999741  3.603561  4.390581  7.3354283E-01  2.5841427E-01  1.3046553E-03  1.5834844E-05  3.7643499E-04  3.2677000E-03  1.2946311E-06  7.3712738E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3221  4.390581  -10.038  1.103113  7.513704  6.9785785E-01  2.9423400E-01  2.6339432E-05  7.0761844E-06  4.0140437E-03  8.3084287E-04  4.3067156E-06  3.7005578E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.021E-04  1.337E-04  9.370E-01  1.072E+00  5.84E+02  0.00E+00  2.54E+02  0.610861  0.011890  0.0000000E+00  8.6017631214E-02       4.341     3.35   -4.2589   -1.7595   -0.9351   -0.2753   -0.1177   -0.3453   -0.1700   -0.0268   -0.7179   -2.4994
  6  3.334256182656232E+06    8.999684  3.608618  4.389836  7.3354283E-01  2.5841427E-01  1.3046229E-03  1.5850721E-05  3.7645775E-04  3.2676982E-03  1.2946588E-06  7.3711988E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3192  4.389836  -10.024  1.100767  7.513834  6.8971630E-01  3.0239490E-01  2.7189485E-05  7.3049256E-06  4.1465322E-03  6.7873269E-04  3.5391012E-06  3.0374508E-09  1.0725085E-03  8.6747623E-05  0.000E+00  1.010E-04  1.326E-04  9.367E-01  1.073E+00  5.82E+02  0.00E+00  2.54E+02  0.612178  0.012029  0.0000000E+00  8.6012994283E-02       4.333     3.38   -4.2715   -1.7757   -0.9341   -0.2750   -0.1175   -0.3450   -0.1698   -0.0268   -0.7170   -2.4959
  7  3.948377214272480E+06    8.999624  3.613762  4.389199  7.3354268E-01  2.5841435E-01  1.3044618E-03  1.5915703E-05  3.7659004E-04  3.2676840E-03  1.2948465E-06  7.3707768E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3167  4.389199  -10.008  1.099106  7.514188  6.8153160E-01  3.1059372E-01  2.7857248E-05  7.4840931E-06  4.2432872E-03  5.6758294E-04  2.9654865E-06  2.5348981E-09  1.0725085E-03  8.6747623E-05  0.000E+00  9.988E-05  1.316E-04  9.365E-01  1.073E+00  5.79E+02  0.00E+00  2.52E+02  0.613127  0.012173  0.0000000E+00  8.6008192190E-02       4.326     3.41   -4.2844   -1.7916   -0.9332   -0.2748   -0.1174   -0.3448   -0.1697   -0.0267   -0.7163   -2.4928
  8  4.551175410762757E+06    8.999565  3.618977  4.388629  7.3354220E-01  2.5841473E-01  1.3040081E-03  1.6069457E-05  3.7700633E-04  3.2676286E-03  1.2955057E-06  7.3694766E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3145  4.388629   -9.993  1.097977  7.514690  6.7342742E-01  3.1870865E-01  2.8381453E-05  7.6249460E-06  4.3169157E-03  4.8298342E-04  2.5183442E-06  2.1550029E-09  1.0725085E-03  8.6747623E-05  0.000E+00  9.885E-05  1.307E-04  9.361E-01  1.073E+00  5.77E+02  0.00E+00  2.52E+02  0.614773  0.012320  0.0000000E+00  8.6003266494E-02       4.318     3.44   -4.2974   -1.8074   -0.9324   -0.2746   -0.1173   -0.3446   -0.1695   -0.0267   -0.7157   -2.4900
  9  5.138807089450012E+06    8.999503  3.624123  4.388100  7.3354120E-01  2.5841573E-01  1.3030665E-03  1.6346101E-05  3.7793766E-04  3.2674872E-03  1.2970938E-06  7.3666053E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3122  4.388100   -9.977  1.097092  7.515275  6.6520818E-01  3.2693640E-01  2.8788886E-05  7.7354199E-06  4.3750552E-03  4.1619178E-04  2.1637569E-06  1.8536952E-09  1.0725085E-03  8.6747623E-05  0.000E+00  9.786E-05  1.300E-04  9.358E-01  1.074E+00  5.74E+02  0.00E+00  2.52E+02  0.616058  0.012466  0.0000000E+00  8.5998254565E-02       4.311     3.47   -4.3103   -1.8229   -0.9316   -0.2745   -0.1173   -0.3443   -0.1694   -0.0267   -0.7151   -2.4875
