line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    7.999990  3.424222  4.370914  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3213  4.370914  -10.802  1.253316  7.525366  7.3956123E-01  2.5638941E-01  9.5734556E-06  2.5985471E-06  1.3522034E-03  1.1667822E-03  5.2980920E-06  1.1878264E-08  5.3625424E-04  4.3373812E-05  0.000E+00  2.011E-04  1.952E-04  8.023E-01  1.317E+00  6.13E+02  0.00E+00  4.72E+02  0.926672  0.009223  0.0000000E+00  9.2777237869E-02       4.474     2.71   -3.8106   -1.3563   -0.9069   -0.2683   -0.1142   -0.3371   -0.1648   -0.0257   -0.6945   -2.4542
  2  9.679282737354862E+05    7.999964  3.429667  4.379786  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3202  4.379786  -10.826  1.233399  7.520049  7.3140190E-01  2.6461287E-01  1.1957130E-05  3.2164161E-06  1.7935981E-03  6.6027033E-04  3.3002155E-06  3.9412986E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.644E-04  2.115E-04  8.832E-01  1.143E+00  6.06E+02  0.00E+00  3.59E+02  0.784217  0.009338  0.0000000E+00  9.2774062944E-02       4.454     2.78   -3.8242   -1.3322   -0.9200   -0.2717   -0.1158   -0.3410   -0.1673   -0.0263   -0.7057   -2.4920
  3  1.789232048567436E+06    7.999941  3.434622  4.378542  7.4257140E-01  2.5338650E-01  6.5232915E-04  7.9164894E-06  1.8821664E-04  1.6338501E-03  6.4731470E-07  3.6856400E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3179  4.378542  -10.811  1.226272  7.518660  7.2334454E-01  2.7269959E-01  1.3183396E-05  3.5432207E-06  1.9953292E-03  4.2869705E-04  2.2202071E-06  2.0190953E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.603E-04  2.090E-04  8.851E-01  1.140E+00  6.02E+02  0.00E+00  3.53E+02  0.779405  0.009446  0.0000000E+00  9.2771509504E-02       4.443     2.81   -3.8366   -1.3501   -0.9183   -0.2713   -0.1156   -0.3405   -0.1670   -0.0262   -0.7043   -2.4864
  4  2.602820483437949E+06    7.999918  3.439856  4.377652  7.4257137E-01  2.5338655E-01  6.5231447E-04  7.9230198E-06  1.8822800E-04  1.6338489E-03  6.4732432E-07  3.6856036E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3156  4.377652  -10.793  1.222863  7.518472  7.1517805E-01  2.8088247E-01  1.3923249E-05  3.7409830E-06  2.1076078E-03  2.9975863E-04  1.5703849E-06  1.3436615E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.582E-04  2.071E-04  8.848E-01  1.141E+00  5.99E+02  0.00E+00  3.52E+02  0.780207  0.009561  0.0000000E+00  9.2768871514E-02       4.434     2.84   -3.8496   -1.3672   -0.9170   -0.2710   -0.1155   -0.3402   -0.1667   -0.0261   -0.7033   -2.4824
  5  3.420730443189377E+06    7.999894  3.445188  4.377000  7.4257109E-01  2.5338678E-01  6.5213882E-04  7.9819653E-06  1.8839381E-04  1.6338229E-03  6.4749552E-07  3.6850977E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3132  4.377000  -10.774  1.220888  7.518790  7.0704014E-01  2.8902988E-01  1.4355188E-05  3.8570998E-06  2.1725661E-03  2.2516980E-04  1.1781366E-06  1.0141605E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.565E-04  2.055E-04  8.841E-01  1.141E+00  5.96E+02  0.00E+00  3.52E+02  0.781929  0.009679  0.0000000E+00  9.2766127776E-02       4.426     2.87   -3.8630   -1.3836   -0.9161   -0.2708   -0.1154   -0.3399   -0.1666   -0.0261   -0.7025   -2.4794
  6  4.217204820084048E+06    7.999870  3.450391  4.376438  7.4256949E-01  2.5338837E-01  6.5138777E-04  8.1804669E-06  1.8920058E-04  1.6336642E-03  6.4846414E-07  3.6826958E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3107  4.376438  -10.757  1.219519  7.519306  6.9892142E-01  2.9715503E-01  1.4657399E-05  3.9383884E-06  2.2165559E-03  1.7464548E-04  9.0887801E-07  7.7923397E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.550E-04  2.042E-04  8.835E-01  1.143E+00  5.94E+02  0.00E+00  3.51E+02  0.783500  0.009797  0.0000000E+00  9.2763327315E-02       4.419     2.89   -3.8760   -1.3992   -0.9153   -0.2706   -0.1153   -0.3397   -0.1664   -0.0261   -0.7019   -2.4768
  7  5.008871951537301E+06    7.999844  3.455757  4.375967  7.4256448E-01  2.5339323E-01  6.4943733E-04  8.6076659E-06  1.9146686E-04  1.6331622E-03  6.5156020E-07  3.6760297E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3087  4.375967  -10.738  1.218652  7.519960  6.9083479E-01  3.0524558E-01  1.4853200E-05  3.9912370E-06  2.2434588E-03  1.4373155E-04  7.4008228E-07  6.4017618E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.535E-04  2.029E-04  8.827E-01  1.144E+00  5.91E+02  0.00E+00  3.51E+02  0.785349  0.009919  0.0000000E+00  9.2760372293E-02       4.413     2.91   -3.8894   -1.4149   -0.9147   -0.2704   -0.1152   -0.3395   -0.1663   -0.0261   -0.7014   -2.4745
  8  5.790847923397406E+06    7.999818  3.461078  4.375514  7.4255406E-01  2.5340345E-01  6.4585754E-04  9.2739244E-06  1.9585885E-04  1.6321163E-03  6.5819964E-07  3.6631891E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3062  4.375514  -10.719  1.217919  7.520693  6.8277043E-01  3.1331259E-01  1.5013293E-05  4.0341984E-06  2.2614432E-03  1.2301814E-04  6.2659742E-07  5.4438278E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.522E-04  2.017E-04  8.819E-01  1.145E+00  5.89E+02  0.00E+00  3.51E+02  0.787326  0.010042  0.0000000E+00  9.2757343493E-02       4.406     2.93   -3.9027   -1.4304   -0.9140   -0.2703   -0.1151   -0.3393   -0.1662   -0.0260   -0.7008   -2.4723
  9  6.580533084515927E+06    7.999791  3.466590  4.375089  7.4253528E-01  2.5342198E-01  6.4019212E-04  1.0178733E-05  2.0312025E-04  1.6302861E-03  6.6989283E-07  3.6420540E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3043  4.375089  -10.699  1.217417  7.521498  6.7464541E-01  3.2143943E-01  1.5113739E-05  4.0616469E-06  2.2737629E-03  1.0884505E-04  5.4740202E-07  4.7862670E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.508E-04  2.006E-04  8.811E-01  1.146E+00  5.87E+02  0.00E+00  3.51E+02  0.789353  0.010171  0.0000000E+00  9.2754137750E-02       4.399     2.96   -3.9165   -1.4463   -0.9134   -0.2701   -0.1151   -0.3391   -0.1661   -0.0260   -0.7004   -2.4702
