line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    4.199990  2.501149  4.211491  7.4257144E-01  2.5338650E-01  6.5232928E-04  7.9164105E-06  1.8821658E-04  1.6338501E-03  6.4731467E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2689  4.211491    0.000  1.589753  7.462401  7.3956480E-01  2.5637060E-01  7.0501038E-06  1.8974273E-06  1.2605639E-03  1.2659774E-03  1.5671680E-05  1.2500021E-08  5.3625424E-04  4.3373812E-05  0.000E+00  2.687E-04  2.648E-04  7.340E-01  2.056E+00  5.36E+02  0.00E+00  4.79E+02  0.982261  0.002080 -3.5207117E+00  2.6259944295E-02       4.521     1.86   -1.5029    0.3267   -0.6419   -0.1951   -0.0772   -0.2457   -0.1131   -0.0177   -0.4742   -1.8295
  2  3.818714055262113E+06    4.199978  2.505883  4.228626  7.4257145E-01  2.5338651E-01  6.5232928E-04  7.9164105E-06  1.8821658E-04  1.6338501E-03  6.4731467E-07  3.6856402E-06  5.3625424E-04  4.3373813E-05  0.000E+00  0.2683  4.228626    0.000  1.570696  7.457417  7.3140195E-01  2.6459191E-01  9.0039283E-06  2.4136155E-06  1.6634060E-03  8.0605085E-04  1.1730244E-05  7.4857002E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.258E-04  2.928E-04  8.602E-01  1.345E+00  5.32E+02  0.00E+00  3.44E+02  0.835451  0.002103  0.0000000E+00  2.6257131963E-02       4.507     1.89   -1.5147    0.4203   -0.6838   -0.2065   -0.0827   -0.2595   -0.1217   -0.0195   -0.5115   -1.9350
  3  7.052147375000981E+06    4.199978  2.510479  4.227943  7.4257140E-01  2.5338650E-01  6.5232926E-04  7.9164206E-06  1.8821659E-04  1.6338501E-03  6.4731467E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2663  4.227943    0.000  1.563836  7.456125  7.2327727E-01  2.7274746E-01  1.0111360E-05  2.7075056E-06  1.8744003E-03  5.6592550E-04  8.7009783E-06  4.3392560E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.186E-04  2.907E-04  8.658E-01  1.326E+00  5.28E+02  0.00E+00  3.35E+02  0.824027  0.002126  0.0000000E+00  2.6257131963E-02       4.496     1.92   -1.5262    0.4036   -0.6822   -0.2061   -0.0825   -0.2589   -0.1213   -0.0194   -0.5101   -1.9298
  4  1.000330140056778E+07    4.199978  2.514979  4.226748  7.4257139E-01  2.5338651E-01  6.5232637E-04  7.9177867E-06  1.8821865E-04  1.6338499E-03  6.4731703E-07  3.6856345E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2642  4.226748    0.000  1.559972  7.455725  7.1525579E-01  2.8078801E-01  1.0787548E-05  2.8884121E-06  2.0047572E-03  4.1781592E-04  6.5802329E-06  3.2412668E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.153E-04  2.880E-04  8.657E-01  1.326E+00  5.25E+02  0.00E+00  3.33E+02  0.824153  0.002148  0.0000000E+00  2.6257131963E-02       4.487     1.94   -1.5374    0.3842   -0.6794   -0.2053   -0.0821   -0.2580   -0.1208   -0.0193   -0.5076   -1.9216
  5  1.294822288286298E+07    4.199978  2.519580  4.225808  7.4257119E-01  2.5338661E-01  6.5228029E-04  7.9341427E-06  1.8825902E-04  1.6338455E-03  6.4738096E-07  3.6855264E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2623  4.225808    0.000  1.557697  7.455871  7.0724226E-01  2.8881350E-01  1.1220307E-05  3.0042920E-06  2.0868087E-03  3.2466911E-04  5.1488139E-06  2.5286064E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.127E-04  2.857E-04  8.651E-01  1.328E+00  5.23E+02  0.00E+00  3.33E+02  0.825573  0.002171  0.0000000E+00  2.6257131963E-02       4.479     1.95   -1.5489    0.3661   -0.6773   -0.2047   -0.0819   -0.2572   -0.1203   -0.0192   -0.5056   -1.9151
  6  1.588158241996705E+07    4.199978  2.524302  4.224934  7.4257040E-01  2.5338706E-01  6.5206631E-04  7.9947563E-06  1.8847143E-04  1.6338151E-03  6.4779917E-07  3.6849555E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2605  4.224934    0.000  1.556117  7.456246  6.9922010E-01  2.9684384E-01  1.1489236E-05  3.0766270E-06  2.1426272E-03  2.6139149E-04  4.1251766E-06  2.0250153E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.106E-04  2.835E-04  8.640E-01  1.331E+00  5.21E+02  0.00E+00  3.33E+02  0.827807  0.002195  0.0000000E+00  2.6257131963E-02       4.472     1.97   -1.5608    0.3482   -0.6752   -0.2041   -0.0816   -0.2565   -0.1199   -0.0192   -0.5038   -1.9089
  7  1.885236246975928E+07    4.199978  2.529271  4.224287  7.4256814E-01  2.5338882E-01  6.5143975E-04  8.1403706E-06  1.8915156E-04  1.6336975E-03  6.4939286E-07  3.6831198E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2582  4.224287    0.000  1.555202  7.456891  6.9105840E-01  3.0501136E-01  1.1749299E-05  3.1460562E-06  2.1819228E-03  2.1675206E-04  3.3787909E-06  1.6700696E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.085E-04  2.816E-04  8.631E-01  1.334E+00  5.19E+02  0.00E+00  3.32E+02  0.829737  0.002220  0.0000000E+00  2.6257131963E-02       4.465     1.99   -1.5732    0.3310   -0.6737   -0.2037   -0.0814   -0.2559   -0.1196   -0.0191   -0.5024   -1.9042
  8  2.175504324675563E+07    4.199978  2.534282  4.223604  7.4256310E-01  2.5339301E-01  6.5015717E-04  8.3935323E-06  1.9063337E-04  1.6334081E-03  6.5334918E-07  3.6791014E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2565  4.223604    0.000  1.554312  7.457517  6.8300237E-01  3.1307154E-01  1.1911478E-05  3.1895654E-06  2.2101130E-03  1.8477328E-04  2.8381569E-06  1.4094067E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.066E-04  2.797E-04  8.620E-01  1.337E+00  5.17E+02  0.00E+00  3.32E+02  0.831965  0.002246  0.0000000E+00  2.6257131963E-02       4.458     2.00   -1.5857    0.3135   -0.6721   -0.2033   -0.0811   -0.2554   -0.1192   -0.0190   -0.5010   -1.8992
  9  2.460237349605388E+07    4.199978  2.539216  4.223033  7.4255377E-01  2.5340129E-01  6.4799303E-04  8.7611367E-06  1.9325674E-04  1.6328505E-03  6.6106863E-07  3.6719550E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2544  4.223033    0.000  1.553753  7.458272  6.7497298E-01  3.2110417E-01  1.2052797E-05  3.2276825E-06  2.2319330E-03  1.5999764E-04  2.4163293E-06  1.2083603E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.048E-04  2.782E-04  8.610E-01  1.340E+00  5.15E+02  0.00E+00  3.32E+02  0.833959  0.002272  0.0000000E+00  2.6257131963E-02       4.451     2.02   -1.5980    0.2970   -0.6708   -0.2029   -0.0810   -0.2549   -0.1189   -0.0190   -0.4997   -1.8951
 10  2.743748487553914E+07    4.199978  2.544263  4.222457  7.4253895E-01  2.5341471E-01  6.4480012E-04  9.2434721E-06  1.9724613E-04  1.6319632E-03  6.7404243E-07  3.6610238E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2524  4.222457    0.000  1.553354  7.459117  6.6685694E-01  3.2922257E-01  1.2175519E-05  3.2605329E-06  2.2478737E-03  1.4187307E-04  2.1000316E-06  1.0595006E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.029E-04  2.765E-04  8.600E-01  1.343E+00  5.13E+02  0.00E+00  3.32E+02  0.836006  0.002298  0.0000000E+00  2.6257131963E-02       4.444     2.03   -1.6107    0.2805   -0.6693   -0.2025   -0.0808   -0.2545   -0.1186   -0.0189   -0.4984   -1.8911
 11  3.032361557822950E+07    4.199978  2.549483  4.221839  7.4251675E-01  2.5343523E-01  6.4038209E-04  9.8388579E-06  2.0291591E-04  1.6306502E-03  6.9390585E-07  3.6453973E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2507  4.221839    0.000  1.552944  7.459981  6.5883568E-01  3.3724526E-01  1.2246127E-05  3.2796526E-06  2.2575108E-03  1.3093369E-04  1.8957846E-06  9.6394334E-10  5.3625424E-04  4.3373812E-05  0.000E+00  2.011E-04  2.746E-04  8.587E-01  1.347E+00  5.11E+02  0.00E+00  3.33E+02  0.838606  0.002327  0.0000000E+00  2.6257131963E-02       4.437     2.05   -1.6237    0.2631   -0.6677   -0.2021   -0.0806   -0.2540   -0.1183   -0.0188   -0.4971   -1.8868
 12  3.301698277122844E+07    4.199978  2.554407  4.221218  7.4248921E-01  2.5346101E-01  6.3521111E-04  1.0472494E-05  2.0967556E-04  1.6290472E-03  7.1934697E-07  3.6266411E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2485  4.221218    0.000  1.552776  7.460904  6.5074275E-01  3.4533984E-01  1.2354174E-05  3.3087007E-06  2.2684855E-03  1.1841664E-04  1.6775851E-06  8.6213675E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.994E-04  2.732E-04  8.576E-01  1.350E+00  5.09E+02  0.00E+00  3.33E+02  0.840774  0.002353  0.0000000E+00  2.6257131963E-02       4.431     2.07   -1.6360    0.2465   -0.6662   -0.2017   -0.0804   -0.2535   -0.1180   -0.0188   -0.4957   -1.8825
 13  3.574977718784262E+07    4.199978  2.559584  4.220640  7.4245438E-01  2.5349394E-01  6.2896873E-04  1.1179898E-05  2.1793403E-04  1.6270670E-03  7.5303557E-07  3.6035702E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2467  4.220640    0.000  1.552714  7.461916  6.4271893E-01  3.5336439E-01  1.2417505E-05  3.3259107E-06  2.2730146E-03  1.1323917E-04  1.5667481E-06  8.1191626E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.977E-04  2.717E-04  8.563E-01  1.354E+00  5.07E+02  0.00E+00  3.33E+02  0.843333  0.002382  0.0000000E+00  2.6257131963E-02       4.424     2.08   -1.6490    0.2295   -0.6647   -0.2013   -0.0802   -0.2531   -0.1177   -0.0187   -0.4944   -1.8785
 14  3.838932467482813E+07    4.199978  2.564439  4.220014  7.4240936E-01  2.5353689E-01  6.2192697E-04  1.1880042E-05  2.2750152E-04  1.6246644E-03  7.9201237E-07  3.5767198E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2446  4.220014    0.000  1.552424  7.462808  6.3465233E-01  3.6143202E-01  1.2486294E-05  3.3445611E-06  2.2799622E-03  1.0531214E-04  1.4309820E-06  7.4824950E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.959E-04  2.701E-04  8.552E-01  1.358E+00  5.05E+02  0.00E+00  3.33E+02  0.845504  0.002408  0.0000000E+00  2.6257131963E-02       4.417     2.10   -1.6611    0.2130   -0.6632   -0.2008   -0.0800   -0.2526   -0.1174   -0.0186   -0.4930   -1.8741
 15  4.102168683370676E+07    4.199978  2.569467  4.219423  7.4235477E-01  2.5358926E-01  6.1384424E-04  1.2624825E-05  2.3858216E-04  1.6218629E-03  8.3968379E-07  3.5453975E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2426  4.219423    0.000  1.552366  7.463834  6.2658148E-01  3.6950360E-01  1.2558879E-05  3.3641374E-06  2.2845040E-03  1.0009751E-04  1.3279370E-06  7.0211755E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.942E-04  2.686E-04  8.540E-01  1.362E+00  5.03E+02  0.00E+00  3.33E+02  0.847824  0.002437  0.0000000E+00  2.6257131963E-02       4.411     2.11   -1.6737    0.1962   -0.6617   -0.2004   -0.0798   -0.2521   -0.1171   -0.0186   -0.4917   -1.8698
 16  4.362237892156202E+07    4.199978  2.574590  4.218855  7.4229011E-01  2.5365173E-01  6.0516871E-04  1.3349231E-05  2.5065194E-04  1.6187440E-03  8.9303870E-07  3.5110789E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2407  4.218855    0.000  1.552343  7.464831  6.1852783E-01  3.7755778E-01  1.2603386E-05  3.3765244E-06  2.2879742E-03  9.6134407E-05  1.2457526E-06  6.6424251E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.925E-04  2.671E-04  8.528E-01  1.365E+00  5.01E+02  0.00E+00  3.33E+02  0.850031  0.002465  0.0000000E+00  2.6257131963E-02       4.404     2.13   -1.6865    0.1792   -0.6603   -0.2000   -0.0796   -0.2517   -0.1168   -0.0185   -0.4904   -1.8657
 17  4.609239722420383E+07    4.199978  2.579410  4.218233  7.4221706E-01  2.5372244E-01  5.9556069E-04  1.4108614E-05  2.6404699E-04  1.6153067E-03  9.5598068E-07  3.4726951E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2387  4.218233    0.000  1.552261  7.465796  6.1048813E-01  3.8559808E-01  1.2664274E-05  3.3930051E-06  2.2917403E-03  9.1804054E-05  1.1657893E-06  6.2714041E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.909E-04  2.657E-04  8.517E-01  1.369E+00  4.99E+02  0.00E+00  3.33E+02  0.852186  0.002493  0.0000000E+00  2.6257131963E-02       4.397     2.15   -1.6985    0.1627   -0.6587   -0.1996   -0.0794   -0.2512   -0.1165   -0.0184   -0.4890   -1.8612
 18  4.859461016216352E+07    4.199978  2.584486  4.217678  7.4213476E-01  2.5380244E-01  5.8571674E-04  1.4815923E-05  2.7794409E-04  1.6116718E-03  1.0225903E-06  3.4326537E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2370  4.217678    0.000  1.552292  7.466743  6.0240240E-01  3.9368403E-01  1.2721803E-05  3.4085202E-06  2.2929307E-03  9.0384256E-05  1.1271038E-06  6.1238698E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.891E-04  2.642E-04  8.506E-01  1.372E+00  4.97E+02  0.00E+00  3.33E+02  0.854130  0.002522  0.0000000E+00  2.6257131963E-02       4.391     2.16   -1.7112    0.1459   -0.6574   -0.1992   -0.0792   -0.2507   -0.1162   -0.0184   -0.4877   -1.8572
 19  5.101527211129921E+07    4.199978  2.589384  4.216990  7.4204015E-01  2.5389464E-01  5.7513169E-04  1.5516340E-05  2.9300122E-04  1.6077045E-03  1.0967388E-06  3.3889920E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2350  4.216990    0.000  1.552203  7.467688  5.9432793E-01  4.0175887E-01  1.2778086E-05  3.4236570E-06  2.2950668E-03  8.7901754E-05  1.0713908E-06  5.8859201E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.874E-04  2.626E-04  8.494E-01  1.376E+00  4.95E+02  0.00E+00  3.33E+02  0.856440  0.002551  0.0000000E+00  2.6257131963E-02       4.384     2.18   -1.7235    0.1287   -0.6557   -0.1987   -0.0789   -0.2502   -0.1158   -0.0183   -0.4862   -1.8522
 20  5.341346541993980E+07    4.199978  2.594279  4.216307  7.4194115E-01  2.5399165E-01  5.6542550E-04  1.6087873E-05  3.0703449E-04  1.6038941E-03  1.1654246E-06  3.3481307E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2330  4.216307    0.000  1.552115  7.468593  5.8626429E-01  4.0982270E-01  1.2819207E-05  3.4349541E-06  2.2961093E-03  8.6671022E-05  1.0401226E-06  5.7528896E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.856E-04  2.610E-04  8.481E-01  1.380E+00  4.93E+02  0.00E+00  3.33E+02  0.858741  0.002580  0.0000000E+00  2.6257131963E-02       4.377     2.20   -1.7357    0.1115   -0.6540   -0.1983   -0.0787   -0.2496   -0.1155   -0.0182   -0.4846   -1.8472
 21  5.581953730699426E+07    4.199978  2.599197  4.215645  7.4182543E-01  2.5410507E-01  5.5464962E-04  1.6676267E-05  3.2269344E-04  1.5996281E-03  1.2437276E-06  3.3022579E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2310  4.215645    0.000  1.551935  7.469528  5.7822205E-01  4.1786506E-01  1.2862342E-05  3.4465518E-06  2.2966090E-03  8.6049272E-05  1.0177486E-06  5.6651734E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.839E-04  2.594E-04  8.469E-01  1.383E+00  4.92E+02  0.00E+00  3.33E+02  0.860813  0.002609  0.0000000E+00  2.6257131963E-02       4.370     2.21   -1.7480    0.0943   -0.6524   -0.1978   -0.0785   -0.2491   -0.1151   -0.0181   -0.4831   -1.8423
 22  5.815884803975663E+07    4.199978  2.604135  4.214991  7.4169568E-01  2.5423260E-01  5.4342895E-04  1.7240504E-05  3.3910306E-04  1.5951235E-03  1.3281070E-06  3.2539330E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2290  4.214991    0.000  1.551930  7.470450  5.7013206E-01  4.2595529E-01  1.2897940E-05  3.4565162E-06  2.2984396E-03  8.3943210E-05  9.6909511E-07  5.4444269E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.822E-04  2.578E-04  8.458E-01  1.387E+00  4.90E+02  0.00E+00  3.33E+02  0.862942  0.002639  0.0000000E+00  2.6257131963E-02       4.363     2.23   -1.7603    0.0771   -0.6508   -0.1973   -0.0783   -0.2485   -0.1148   -0.0181   -0.4816   -1.8374
 23  6.034606311202170E+07    4.199978  2.608826  4.214322  7.4157397E-01  2.5435248E-01  5.3402571E-04  1.7659763E-05  3.5304071E-04  1.5912021E-03  1.3988033E-06  3.2127317E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2271  4.214322    0.000  1.552086  7.471354  5.6210166E-01  4.3398601E-01  1.2959252E-05  3.4729061E-06  2.3006078E-03  8.1405935E-05  9.2382001E-07  5.2394684E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.806E-04  2.564E-04  8.446E-01  1.390E+00  4.88E+02  0.00E+00  3.33E+02  0.864918  0.002667  0.0000000E+00  2.6257131963E-02       4.357     2.25   -1.7721    0.0603   -0.6491   -0.1969   -0.0780   -0.2479   -0.1144   -0.0180   -0.4801   -1.8324
 24  6.258075772798559E+07    4.199978  2.613648  4.213648  7.4142224E-01  2.5450225E-01  5.2327437E-04  1.8097034E-05  3.6909502E-04  1.5866330E-03  1.4815293E-06  3.1650770E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2250  4.213648    0.000  1.552088  7.472258  5.5400649E-01  4.4208159E-01  1.3007989E-05  3.4861095E-06  2.3024732E-03  7.9235364E-05  8.7861602E-07  5.0374393E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.788E-04  2.547E-04  8.436E-01  1.394E+00  4.86E+02  0.00E+00  3.33E+02  0.866693  0.002697  0.0000000E+00  2.6257131963E-02       4.350     2.27   -1.7841    0.0432   -0.6475   -0.1964   -0.0778   -0.2474   -0.1141   -0.0179   -0.4785   -1.8273
 25  6.468554266193495E+07    4.199978  2.618234  4.212918  7.4127306E-01  2.5464962E-01  5.1322462E-04  1.8474144E-05  3.8417351E-04  1.5823175E-03  1.5602602E-06  3.1201264E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2232  4.212918    0.000  1.552323  7.473163  5.4597378E-01  4.5011456E-01  1.3054323E-05  3.4988715E-06  2.3044913E-03  7.6888722E-05  8.3909825E-07  4.8417203E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.772E-04  2.535E-04  8.423E-01  1.398E+00  4.84E+02  0.00E+00  3.33E+02  0.868878  0.002726  0.0000000E+00  2.6257131963E-02       4.343     2.28   -1.7956    0.0262   -0.6457   -0.1959   -0.0776   -0.2467   -0.1137   -0.0178   -0.4769   -1.8218
 26  6.678586996532201E+07    4.199978  2.622861  4.212179  7.4110635E-01  2.5481456E-01  5.0301982E-04  1.8816894E-05  3.9961751E-04  1.5778317E-03  1.6417415E-06  3.0739225E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2212  4.212179    0.000  1.552575  7.474084  5.3787067E-01  4.5821786E-01  1.3108972E-05  3.5135192E-06  2.3053562E-03  7.5833026E-05  8.1405943E-07  4.7412695E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.755E-04  2.520E-04  8.413E-01  1.401E+00  4.82E+02  0.00E+00  3.32E+02  0.870763  0.002755  0.0000000E+00  2.6257131963E-02       4.336     2.30   -1.8072    0.0091   -0.6439   -0.1954   -0.0773   -0.2461   -0.1133   -0.0178   -0.4752   -1.8162
 27  6.888319315187705E+07    4.199978  2.627526  4.211335  7.4093918E-01  2.5498008E-01  4.9318619E-04  1.9124079E-05  4.1455087E-04  1.5734778E-03  1.7215889E-06  3.0290952E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2190  4.211335    0.000  1.552792  7.475018  5.2979635E-01  4.6629221E-01  1.3153364E-05  3.5257072E-06  2.3051652E-03  7.5988479E-05  8.0208483E-07  4.7128403E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.738E-04  2.503E-04  8.399E-01  1.405E+00  4.80E+02  0.00E+00  3.32E+02  0.873032  0.002784  0.0000000E+00  2.6257131963E-02       4.329     2.32   -1.8188   -0.0090   -0.6419   -0.1948   -0.0770   -0.2453   -0.1129   -0.0177   -0.4732   -1.8098
 28  7.083522370831762E+07    4.199978  2.631884  4.210581  7.4077350E-01  2.5514421E-01  4.8388943E-04  1.9391083E-05  4.2872548E-04  1.5693245E-03  1.7985154E-06  2.9864012E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2171  4.210581    0.000  1.553161  7.475920  5.2181154E-01  4.7427712E-01  1.3197402E-05  3.5376215E-06  2.3059559E-03  7.5032886E-05  7.7926692E-07  4.6137805E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.722E-04  2.491E-04  8.387E-01  1.409E+00  4.78E+02  0.00E+00  3.32E+02  0.874930  0.002812  0.0000000E+00  2.6257131963E-02       4.322     2.34   -1.8297   -0.0257   -0.6400   -0.1943   -0.0767   -0.2447   -0.1125   -0.0176   -0.4715   -1.8040
 29  7.276021412500678E+07    4.199978  2.636270  4.209835  7.4057623E-01  2.5533991E-01  4.7425226E-04  1.9622807E-05  4.4362814E-04  1.5648352E-03  1.8788875E-06  2.9414270E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2151  4.209835    0.000  1.553551  7.476821  5.1369262E-01  4.8239635E-01  1.3247551E-05  3.5512449E-06  2.3077043E-03  7.2987562E-05  7.4049244E-07  4.4317263E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.705E-04  2.476E-04  8.377E-01  1.412E+00  4.76E+02  0.00E+00  3.32E+02  0.876643  0.002841  0.0000000E+00  2.6257131963E-02       4.316     2.36   -1.8407   -0.0424   -0.6382   -0.1937   -0.0765   -0.2440   -0.1121   -0.0175   -0.4697   -1.7982
 30  7.474045240674923E+07    4.199978  2.640780  4.209095  7.4037238E-01  2.5554231E-01  4.6479923E-04  1.9828327E-05  4.5830830E-04  1.5603860E-03  1.9591685E-06  2.8969906E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2129  4.209095    0.000  1.553856  7.477729  5.0570590E-01  4.9038303E-01  1.3273478E-05  3.5584990E-06  2.3074251E-03  7.3268782E-05  7.3451130E-07  4.4147978E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.689E-04  2.461E-04  8.366E-01  1.416E+00  4.74E+02  0.00E+00  3.32E+02  0.878388  0.002870  0.0000000E+00  2.6257131963E-02       4.309     2.38   -1.8520   -0.0595   -0.6365   -0.1932   -0.0762   -0.2433   -0.1117   -0.0175   -0.4680   -1.7925
