line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    8.999979  3.593223  4.406503  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3354  4.406503  -10.168  1.193948  7.537107  7.3956605E-01  2.5638690E-01  9.7871284E-06  2.6446173E-06  1.3669697E-03  1.1502503E-03  4.5731672E-06  8.1083541E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.720E-04  1.646E-04  8.600E-01  1.163E+00  6.27E+02  0.00E+00  4.06E+02  0.836006  0.011669  0.0000000E+00  1.0094296266E-01       4.463     2.92   -4.2331   -1.6342   -0.9578   -0.2800   -0.1199   -0.3513   -0.1742   -0.0276   -0.7361   -2.5989
  2  7.664429438679124E+05    8.999926  3.598743  4.410547  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3341  4.410547  -10.160  1.173449  7.531550  7.3135440E-01  2.6466335E-01  1.2526577E-05  3.3687437E-06  1.8121819E-03  6.3858254E-04  2.7724151E-06  2.7966942E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.391E-04  1.774E-04  9.128E-01  1.103E+00  6.19E+02  0.00E+00  3.16E+02  0.700352  0.011819  0.0000000E+00  1.0093788320E-01       4.441     2.99   -4.2469   -1.6320   -0.9636   -0.2812   -0.1204   -0.3528   -0.1752   -0.0278   -0.7407   -2.6148
  3  1.417591154675697E+06    8.999880  3.603832  4.409346  7.4257140E-01  2.5338650E-01  6.5232924E-04  7.9164324E-06  1.8821659E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3320  4.409346  -10.148  1.166393  7.530154  7.2327150E-01  2.7277575E-01  1.3837061E-05  3.7204438E-06  2.0146529E-03  4.0590686E-04  1.8125068E-06  1.7292345E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.353E-04  1.758E-04  9.148E-01  1.101E+00  6.14E+02  0.00E+00  3.10E+02  0.693436  0.011958  0.0000000E+00  1.0093376044E-01       4.429     3.03   -4.2596   -1.6501   -0.9619   -0.2808   -0.1203   -0.3524   -0.1749   -0.0277   -0.7393   -2.6094
  4  2.034572075651990E+06    8.999835  3.608763  4.408482  7.4257140E-01  2.5338650E-01  6.5232482E-04  7.9187768E-06  1.8821948E-04  1.6338499E-03  6.4731694E-07  3.6856303E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3295  4.408482  -10.134  1.162950  7.529927  7.1525745E-01  2.8080575E-01  1.4548654E-05  3.9121724E-06  2.1244296E-03  2.7977947E-04  1.2617837E-06  1.1923247E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.334E-04  1.742E-04  9.148E-01  1.101E+00  6.12E+02  0.00E+00  3.10E+02  0.693815  0.012095  0.0000000E+00  1.0092974142E-01       4.421     3.06   -4.2719   -1.6663   -0.9606   -0.2806   -0.1201   -0.3520   -0.1747   -0.0277   -0.7383   -2.6056
  5  2.653728441197183E+06    8.999788  3.613857  4.407841  7.4257130E-01  2.5338660E-01  6.5225740E-04  7.9455971E-06  1.8827582E-04  1.6338433E-03  6.4736861E-07  3.6854498E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3269  4.407841  -10.119  1.161053  7.530214  7.0720355E-01  2.8886920E-01  1.4981073E-05  4.0283052E-06  2.1895244E-03  2.0498288E-04  9.2380140E-07  8.6925065E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.320E-04  1.730E-04  9.144E-01  1.102E+00  6.10E+02  0.00E+00  3.09E+02  0.695086  0.012238  0.0000000E+00  1.0092554352E-01       4.414     3.08   -4.2846   -1.6820   -0.9597   -0.2804   -0.1200   -0.3518   -0.1745   -0.0276   -0.7376   -2.6026
  6  3.281175461226232E+06    8.999739  3.619074  4.407337  7.4257075E-01  2.5338715E-01  6.5189081E-04  8.0626720E-06  1.8862997E-04  1.6337870E-03  6.4774799E-07  3.6843560E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3244  4.407337  -10.103  1.159800  7.530753  6.9896180E-01  2.9711680E-01  1.5299817E-05  4.1134984E-06  2.2296141E-03  1.5883612E-04  7.1086848E-07  6.7184430E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.307E-04  1.718E-04  9.141E-01  1.102E+00  6.07E+02  0.00E+00  3.08E+02  0.696333  0.012386  0.0000000E+00  1.0092108636E-01       4.407     3.11   -4.2977   -1.6974   -0.9589   -0.2803   -0.1200   -0.3516   -0.1744   -0.0276   -0.7370   -2.6003
  7  3.893788277227642E+06    8.999689  3.624336  4.406927  7.4256860E-01  2.5338925E-01  6.5083134E-04  8.3434671E-06  1.8975984E-04  1.6335715E-03  6.4910047E-07  3.6809456E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3221  4.406927  -10.087  1.159007  7.531417  6.9089985E-01  3.0518250E-01  1.5487008E-05  4.1643236E-06  2.2550993E-03  1.2952641E-04  5.7389351E-07  5.4680887E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.295E-04  1.708E-04  9.135E-01  1.103E+00  6.04E+02  0.00E+00  3.08E+02  0.697950  0.012536  0.0000000E+00  1.0091655919E-01       4.400     3.13   -4.3108   -1.7125   -0.9584   -0.2801   -0.1199   -0.3515   -0.1743   -0.0276   -0.7366   -2.5983
  8  4.484288874070034E+06    8.999640  3.629491  4.406519  7.4256370E-01  2.5339410E-01  6.4874773E-04  8.8179247E-06  1.9213271E-04  1.6330683E-03  6.5220504E-07  3.6738819E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3199  4.406519  -10.072  1.158432  7.532121  6.8291045E-01  3.1317455E-01  1.5638259E-05  4.2053190E-06  2.2733095E-03  1.0855433E-04  4.7616860E-07  4.5561054E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.284E-04  1.698E-04  9.130E-01  1.103E+00  6.02E+02  0.00E+00  3.08E+02  0.699638  0.012686  0.0000000E+00  1.0091199445E-01       4.394     3.16   -4.3237   -1.7273   -0.9578   -0.2800   -0.1199   -0.3513   -0.1742   -0.0276   -0.7361   -2.5964
  9  5.074788092084087E+06    8.999588  3.634651  4.406116  7.4255460E-01  2.5340300E-01  6.4535172E-04  9.4911164E-06  1.9620026E-04  1.6321395E-03  6.5786939E-07  3.6618858E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3175  4.406116  -10.056  1.157967  7.532888  6.7485150E-01  3.2123525E-01  1.5774826E-05  4.2417206E-06  2.2851015E-03  9.4911415E-05  4.1155795E-07  3.9698563E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.272E-04  1.689E-04  9.125E-01  1.103E+00  6.00E+02  0.00E+00  3.08E+02  0.701216  0.012838  0.0000000E+00  1.0090722765E-01       4.387     3.18   -4.3366   -1.7421   -0.9572   -0.2799   -0.1198   -0.3512   -0.1741   -0.0276   -0.7356   -2.5945
 10  5.665218351418970E+06    8.999535  3.639951  4.405735  7.4254005E-01  2.5341735E-01  6.4043627E-04  1.0351523E-05  2.0231649E-04  1.6306709E-03  6.6686173E-07  3.6439439E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3152  4.405735  -10.039  1.157586  7.533698  6.6670160E-01  3.2938655E-01  1.5872525E-05  4.2682893E-06  2.2941444E-03  8.4460564E-05  3.6166053E-07  3.5174051E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.260E-04  1.680E-04  9.121E-01  1.105E+00  5.98E+02  0.00E+00  3.07E+02  0.702666  0.012996  0.0000000E+00  1.0090226895E-01       4.381     3.20   -4.3499   -1.7572   -0.9566   -0.2798   -0.1198   -0.3510   -0.1740   -0.0275   -0.7352   -2.5926
