line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    3.800000  2.369767  4.221556  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2654  4.221556    0.000  1.637529  7.453393  7.3956723E-01  2.5636527E-01  6.6639566E-06  1.7839249E-06  1.2437395E-03  1.2815562E-03  2.0246571E-05  1.0319500E-08  5.3625424E-04  4.3373812E-05  0.000E+00  1.779E-04  1.734E-04  9.334E-01  1.130E+00  5.24E+02  0.00E+00  2.34E+02  0.625023  0.001711  0.0000000E+00  1.3479550320E-02       4.526     1.76   -1.1744    0.7199   -0.6671   -0.2019   -0.0805   -0.2538   -0.1182   -0.0188   -0.4966   -1.8943
  2  4.614252248683829E+06    3.800000  2.373954  4.219832  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2651  4.219832    0.000  1.618849  7.448280  7.3128596E-01  2.6470383E-01  8.6148365E-06  2.3058593E-06  1.6377549E-03  8.3297706E-04  1.4961786E-05  7.2284839E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.540E-04  1.848E-04  9.490E-01  1.108E+00  5.19E+02  0.00E+00  2.03E+02  0.556721  0.001728  0.0000000E+00  1.3479550320E-02       4.506     1.80   -1.1849    0.6969   -0.6628   -0.2008   -0.0799   -0.2525   -0.1174   -0.0186   -0.4928   -1.8818
  3  8.832343416244149E+06    3.800000  2.378754  4.218755  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2638  4.218755    0.000  1.611708  7.446935  7.2313227E-01  2.7288699E-01  9.6048545E-06  2.5708851E-06  1.8399831E-03  6.0353263E-04  1.1431292E-05  5.4871785E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.448E-04  1.878E-04  9.535E-01  1.098E+00  5.15E+02  0.00E+00  1.92E+02  0.534137  0.001748  0.0000000E+00  1.3479550320E-02       4.494     1.83   -1.1969    0.6772   -0.6601   -0.2000   -0.0796   -0.2517   -0.1168   -0.0185   -0.4904   -1.8741
  4  1.286094801589788E+07    3.800000  2.383776  4.217949  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164103E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2617  4.217949    0.000  1.608133  7.446763  7.1492098E-01  2.8111677E-01  1.0269222E-05  2.7480220E-06  1.9656236E-03  4.6116009E-04  8.9640791E-06  4.0834574E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.405E-04  1.878E-04  9.550E-01  1.094E+00  5.12E+02  0.00E+00  1.88E+02  0.526493  0.001769  0.0000000E+00  1.3479550320E-02       4.485     1.85   -1.2094    0.6587   -0.6581   -0.1995   -0.0793   -0.2511   -0.1164   -0.0184   -0.4886   -1.8682
  5  1.642564665292949E+07    3.800000  2.388445  4.217140  7.4257140E-01  2.5338650E-01  6.5232925E-04  7.9164272E-06  1.8821659E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2598  4.217140    0.000  1.605836  7.446865  7.0681279E-01  2.8923825E-01  1.0746038E-05  2.8755607E-06  2.0564230E-03  3.5836496E-04  7.0839195E-06  3.1915621E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.381E-04  1.872E-04  9.553E-01  1.093E+00  5.10E+02  0.00E+00  1.87E+02  0.524523  0.001788  0.0000000E+00  1.3479550320E-02       4.477     1.86   -1.2211    0.6412   -0.6560   -0.1989   -0.0790   -0.2504   -0.1160   -0.0183   -0.4868   -1.8623
  6  1.982180963149820E+07    3.800000  2.392827  4.216370  7.4257135E-01  2.5338650E-01  6.5232896E-04  7.9166177E-06  1.8821673E-04  1.6338501E-03  6.4731476E-07  3.6856398E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2578  4.216370    0.000  1.604047  7.447173  6.9859400E-01  2.9746683E-01  1.1086261E-05  2.9667317E-06  2.1232076E-03  2.8285201E-04  5.6185720E-06  2.5245767E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.362E-04  1.860E-04  9.555E-01  1.093E+00  5.08E+02  0.00E+00  1.85E+02  0.523913  0.001806  0.0000000E+00  1.3479550320E-02       4.470     1.88   -1.2321    0.6246   -0.6541   -0.1984   -0.0788   -0.2498   -0.1156   -0.0182   -0.4851   -1.8567
  7  2.323310165524721E+07    3.800000  2.397567  4.215752  7.4257130E-01  2.5338650E-01  6.5232701E-04  7.9176812E-06  1.8821794E-04  1.6338500E-03  6.4731577E-07  3.6856367E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2556  4.215752    0.000  1.603101  7.447727  6.9040780E-01  3.0565979E-01  1.1338601E-05  3.0343019E-06  2.1690401E-03  2.3104651E-04  4.5617277E-06  2.0542228E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.346E-04  1.850E-04  9.554E-01  1.093E+00  5.05E+02  0.00E+00  1.85E+02  0.524327  0.001826  0.0000000E+00  1.3479550320E-02       4.462     1.89   -1.2439    0.6081   -0.6526   -0.1980   -0.0786   -0.2493   -0.1152   -0.0182   -0.4837   -1.8520
  8  2.667055776308057E+07    3.800000  2.402398  4.215185  7.4257120E-01  2.5338655E-01  6.5231742E-04  7.9220651E-06  1.8822484E-04  1.6338496E-03  6.4732307E-07  3.6856192E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2538  4.215185    0.000  1.602400  7.448396  6.8221403E-01  3.1385835E-01  1.1520336E-05  3.0830761E-06  2.2013323E-03  1.9456248E-04  3.7923816E-06  1.7146204E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.333E-04  1.838E-04  9.552E-01  1.093E+00  5.03E+02  0.00E+00  1.84E+02  0.525196  0.001847  0.0000000E+00  1.3479550320E-02       4.455     1.91   -1.2560    0.5917   -0.6512   -0.1976   -0.0784   -0.2488   -0.1150   -0.0181   -0.4824   -1.8477
  9  3.006665062040761E+07    3.800000  2.407266  4.214636  7.4257095E-01  2.5338659E-01  6.5229071E-04  7.9325282E-06  1.8824641E-04  1.6338480E-03  6.4735038E-07  3.6855645E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2519  4.214636    0.000  1.601895  7.449131  6.7406314E-01  3.2201253E-01  1.1661040E-05  3.1209155E-06  2.2236203E-03  1.6937041E-04  3.2458607E-06  1.4757289E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.320E-04  1.828E-04  9.550E-01  1.094E+00  5.01E+02  0.00E+00  1.84E+02  0.526495  0.001868  0.0000000E+00  1.3479550320E-02       4.448     1.93   -1.2682    0.5753   -0.6498   -0.1972   -0.0782   -0.2483   -0.1147   -0.0180   -0.4811   -1.8434
