line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    8.599980  3.524787  4.388294  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3262  4.388294  -10.317  1.162977  7.518794  7.3053307E-01  2.6132091E-01  1.6113247E-05  4.3505614E-06  2.3809534E-03  2.7062755E-03  1.2772047E-05  1.9068468E-08  1.0725085E-03  8.6747623E-05  0.000E+00  1.182E-04  1.121E-04  9.309E-01  1.081E+00  5.96E+02  0.00E+00  2.72E+02  0.635907  0.010594  0.0000000E+00  6.8269593966E-02       4.395     3.08   -4.0620   -1.5698   -0.9319   -0.2745   -0.1173   -0.3444   -0.1694   -0.0267   -0.7153   -2.4921
  2  8.477253513036509E+05    8.599927  3.529899  4.387397  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3263  4.387397  -10.315  1.142167  7.513102  7.2230102E-01  2.6966121E-01  2.0578539E-05  5.5410633E-06  3.1250119E-03  1.8515218E-03  9.5555523E-06  1.1526190E-08  1.0725085E-03  8.6747623E-05  0.000E+00  9.725E-05  1.187E-04  9.517E-01  1.055E+00  5.89E+02  0.00E+00  2.24E+02  0.543389  0.010721  0.0000000E+00  6.8265575644E-02       4.374     3.16   -4.0747   -1.5874   -0.9307   -0.2742   -0.1171   -0.3441   -0.1692   -0.0266   -0.7143   -2.4874
  3  1.615006878730030E+06    8.599878  3.535159  4.385888  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3244  4.385888  -10.301  1.133133  7.511070  7.1402987E-01  2.7799285E-01  2.3049797E-05  6.1953050E-06  3.5403705E-03  1.3747846E-03  7.3629457E-06  7.0805554E-09  1.0725085E-03  8.6747623E-05  0.000E+00  9.222E-05  1.187E-04  9.549E-01  1.051E+00  5.84E+02  0.00E+00  2.15E+02  0.527150  0.010853  0.0000000E+00  6.8262119808E-02       4.360     3.21   -4.0879   -1.6075   -0.9285   -0.2738   -0.1169   -0.3435   -0.1688   -0.0266   -0.7126   -2.4804
  4  2.300626362629695E+06    8.599833  3.539928  4.384646  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832822E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3217  4.384646  -10.288  1.127677  7.510169  7.0589512E-01  2.8616764E-01  2.4763064E-05  6.6516392E-06  3.8152788E-03  1.0592161E-03  5.8092976E-06  4.8260687E-09  1.0725085E-03  8.6747623E-05  0.000E+00  9.009E-05  1.176E-04  9.554E-01  1.050E+00  5.81E+02  0.00E+00  2.12E+02  0.524027  0.010971  0.0000000E+00  6.8258991227E-02       4.350     3.24   -4.0998   -1.6251   -0.9268   -0.2733   -0.1167   -0.3430   -0.1685   -0.0265   -0.7112   -2.4747
  5  2.978848460203559E+06    8.599786  3.544907  4.383701  7.3354283E-01  2.5841427E-01  1.3046584E-03  1.5832941E-05  3.7643321E-04  3.2677001E-03  1.2946294E-06  7.3712802E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3191  4.383701  -10.273  1.124194  7.509905  6.9765715E-01  2.9443333E-01  2.5967785E-05  6.9753603E-06  4.0052096E-03  8.4120750E-04  4.6796914E-06  3.8539564E-09  1.0725085E-03  8.6747623E-05  0.000E+00  8.867E-05  1.165E-04  9.555E-01  1.050E+00  5.78E+02  0.00E+00  2.11E+02  0.523695  0.011099  0.0000000E+00  6.8255752829E-02       4.341     3.28   -4.1123   -1.6419   -0.9255   -0.2730   -0.1165   -0.3426   -0.1683   -0.0264   -0.7101   -2.4703
  6  3.646339562136263E+06    8.599739  3.549922  4.382953  7.3354283E-01  2.5841427E-01  1.3046561E-03  1.5834477E-05  3.7643439E-04  3.2677001E-03  1.2946305E-06  7.3712759E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3166  4.382953  -10.258  1.121814  7.510012  6.8948943E-01  3.0262065E-01  2.6818730E-05  7.2042160E-06  4.1400858E-03  6.8642699E-04  3.8483574E-06  3.1592063E-09  1.0725085E-03  8.6747623E-05  0.000E+00  8.757E-05  1.156E-04  9.554E-01  1.050E+00  5.75E+02  0.00E+00  2.10E+02  0.524273  0.011229  0.0000000E+00  6.8252453054E-02       4.334     3.31   -4.1248   -1.6580   -0.9244   -0.2728   -0.1164   -0.3423   -0.1681   -0.0264   -0.7092   -2.4668
  7  4.305562336520822E+06    8.599691  3.555049  4.382327  7.3354283E-01  2.5841427E-01  1.3046398E-03  1.5843345E-05  3.7644475E-04  3.2676993E-03  1.2946418E-06  7.3712418E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3142  4.382327  -10.242  1.120208  7.510359  6.8134113E-01  3.1078327E-01  2.7478743E-05  7.3813640E-06  4.2378966E-03  5.7412783E-04  3.2276821E-06  2.6423019E-09  1.0725085E-03  8.6747623E-05  0.000E+00  8.663E-05  1.148E-04  9.552E-01  1.050E+00  5.73E+02  0.00E+00  2.10E+02  0.525387  0.011362  0.0000000E+00  6.8249063654E-02       4.326     3.33   -4.1376   -1.6738   -0.9236   -0.2726   -0.1163   -0.3421   -0.1679   -0.0264   -0.7085   -2.4638
  8  4.953896850247312E+06    8.599642  3.560169  4.381763  7.3354276E-01  2.5841427E-01  1.3045769E-03  1.5872356E-05  3.7649178E-04  3.2676948E-03  1.2947009E-06  7.3710933E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3119  4.381763  -10.226  1.119016  7.510844  6.7317241E-01  3.1896292E-01  2.8004370E-05  7.5226265E-06  4.3126182E-03  4.8831006E-04  2.7449453E-06  2.2477998E-09  1.0725085E-03  8.6747623E-05  0.000E+00  8.569E-05  1.140E-04  9.550E-01  1.050E+00  5.71E+02  0.00E+00  2.10E+02  0.526249  0.011497  0.0000000E+00  6.8245591281E-02       4.319     3.36   -4.1504   -1.6894   -0.9228   -0.2724   -0.1162   -0.3418   -0.1678   -0.0264   -0.7079   -2.4611
  9  5.610349404197973E+06    8.599590  3.565431  4.381250  7.3354263E-01  2.5841446E-01  1.3043979E-03  1.5942876E-05  3.7664232E-04  3.2676768E-03  1.2949108E-06  7.3706297E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3094  4.381250  -10.209  1.118124  7.511465  6.6488614E-01  3.2725739E-01  2.8418250E-05  7.6339359E-06  4.3690010E-03  4.2353461E-04  2.3711043E-06  1.9467020E-09  1.0725085E-03  8.6747623E-05  0.000E+00  8.484E-05  1.133E-04  9.548E-01  1.051E+00  5.68E+02  0.00E+00  2.09E+02  0.527454  0.011637  0.0000000E+00  6.8241903770E-02       4.312     3.39   -4.1636   -1.7050   -0.9220   -0.2722   -0.1161   -0.3416   -0.1676   -0.0263   -0.7073   -2.4585
