line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    4.000000  2.438322  4.222848  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164106E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2688  4.222848    0.000  1.613290  7.458298  7.3956545E-01  2.5636925E-01  6.8294646E-06  1.8296754E-06  1.2566396E-03  1.2697237E-03  1.6859401E-05  1.0686647E-08  5.3625424E-04  4.3373812E-05  0.000E+00  2.301E-04  2.270E-04  8.688E-01  1.320E+00  5.30E+02  0.00E+00  3.32E+02  0.817171  0.001841  0.0000000E+00  1.9603312270E-02       4.525     1.81   -1.3458    0.5558   -0.6704   -0.2028   -0.0809   -0.2548   -0.1189   -0.0190   -0.4994   -1.9016
  2  4.201829989673671E+06    4.000000  2.443231  4.225430  7.4257145E-01  2.5338650E-01  6.5232928E-04  7.9164106E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2675  4.225430    0.000  1.594183  7.453202  7.3138325E-01  2.6460910E-01  8.8072959E-06  2.3593369E-06  1.6537883E-03  8.1648306E-04  1.2674638E-05  7.2719266E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.957E-04  2.484E-04  9.075E-01  1.210E+00  5.25E+02  0.00E+00  2.76E+02  0.716968  0.001862  0.0000000E+00  1.9603312270E-02       4.507     1.85   -1.3581    0.5575   -0.6765   -0.2045   -0.0817   -0.2569   -0.1201   -0.0192   -0.5049   -1.9156
  3  7.936170173449384E+06    4.000000  2.448200  4.224706  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164109E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2656  4.224706    0.000  1.587332  7.451944  7.2322990E-01  2.7279250E-01  9.8743734E-06  2.6435172E-06  1.8591502E-03  5.8298363E-04  9.5140577E-06  4.6463053E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.872E-04  2.488E-04  9.132E-01  1.195E+00  5.22E+02  0.00E+00  2.66E+02  0.698997  0.001883  0.0000000E+00  1.9603312270E-02       4.495     1.87   -1.3705    0.5394   -0.6748   -0.2040   -0.0815   -0.2563   -0.1198   -0.0191   -0.5034   -1.9099
  4  1.119823723305789E+07    4.000000  2.452574  4.223626  7.4257140E-01  2.5338650E-01  6.5232905E-04  7.9165549E-06  1.8821669E-04  1.6338501E-03  6.4731475E-07  3.6856399E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2636  4.223626    0.000  1.583411  7.451531  7.1509010E-01  2.8095185E-01  1.0569829E-05  2.8293966E-06  1.9933503E-03  4.3062582E-04  7.2063672E-06  3.4648588E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.837E-04  2.470E-04  9.139E-01  1.193E+00  5.19E+02  0.00E+00  2.64E+02  0.696669  0.001903  0.0000000E+00  1.9603312270E-02       4.486     1.89   -1.3814    0.5208   -0.6723   -0.2033   -0.0812   -0.2554   -0.1192   -0.0190   -0.5011   -1.9023
  5  1.436758643450989E+07    4.000000  2.457222  4.222770  7.4257135E-01  2.5338655E-01  6.5232496E-04  7.9185687E-06  1.8821946E-04  1.6338499E-03  6.4731765E-07  3.6856327E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2618  4.222770    0.000  1.581095  7.451624  7.0704940E-01  2.8900520E-01  1.1012410E-05  2.9480857E-06  2.0794799E-03  3.3295269E-04  5.6146146E-06  2.6894274E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.814E-04  2.449E-04  9.137E-01  1.193E+00  5.16E+02  0.00E+00  2.63E+02  0.697205  0.001923  0.0000000E+00  1.9603312270E-02       4.478     1.91   -1.3931    0.5032   -0.6702   -0.2028   -0.0809   -0.2547   -0.1188   -0.0190   -0.4992   -1.8963
  6  1.749344635031910E+07    4.000000  2.461800  4.222012  7.4257115E-01  2.5338655E-01  6.5229547E-04  7.9299670E-06  1.8824345E-04  1.6338481E-03  6.4735135E-07  3.6855705E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2593  4.222012    0.000  1.579562  7.452033  6.9894490E-01  2.9711830E-01  1.1338133E-05  3.0350449E-06  2.1382632E-03  2.6629747E-04  4.4800645E-06  2.1491439E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.794E-04  2.435E-04  9.133E-01  1.194E+00  5.14E+02  0.00E+00  2.62E+02  0.698416  0.001943  0.0000000E+00  1.9603312270E-02       4.471     1.93   -1.4045    0.4867   -0.6682   -0.2022   -0.0806   -0.2542   -0.1184   -0.0189   -0.4975   -1.8912
  7  2.064526480307820E+07    4.000000  2.466522  4.221335  7.4257060E-01  2.5338680E-01  6.5217518E-04  7.9682544E-06  1.8835346E-04  1.6338367E-03  6.4754437E-07  3.6852834E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2574  4.221335    0.000  1.578391  7.452573  6.9079665E-01  3.0527270E-01  1.1548878E-05  3.0917237E-06  2.1799058E-03  2.1913862E-04  3.6469609E-06  1.7528325E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.777E-04  2.416E-04  9.128E-01  1.196E+00  5.12E+02  0.00E+00  2.62E+02  0.699985  0.001965  0.0000000E+00  1.9603312270E-02       4.464     1.94   -1.4163    0.4702   -0.6665   -0.2018   -0.0804   -0.2537   -0.1181   -0.0188   -0.4960   -1.8865
  8  2.375841183220027E+07    4.000000  2.471452  4.220778  7.4256940E-01  2.5338750E-01  6.5187448E-04  8.0496604E-06  1.8865245E-04  1.6337978E-03  6.4816477E-07  3.6844976E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2555  4.220778    0.000  1.577817  7.453269  6.8273810E-01  3.1333550E-01  1.1734856E-05  3.1416803E-06  2.2088175E-03  1.8634339E-04  3.0555999E-06  1.4791942E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.761E-04  2.404E-04  9.123E-01  1.196E+00  5.10E+02  0.00E+00  2.62E+02  0.701673  0.001988  0.0000000E+00  1.9603312270E-02       4.457     1.96   -1.4286    0.4539   -0.6651   -0.2014   -0.0802   -0.2532   -0.1178   -0.0187   -0.4948   -1.8825
  9  2.683335682690277E+07    4.000000  2.476294  4.220213  7.4256705E-01  2.5338915E-01  6.5129709E-04  8.1856270E-06  1.8926365E-04  1.6337049E-03  6.4960943E-07  3.6828823E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2534  4.220213    0.000  1.577255  7.453995  6.7457420E-01  3.2150265E-01  1.1868460E-05  3.1775782E-06  2.2310792E-03  1.6111073E-04  2.5967975E-06  1.2638400E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.743E-04  2.388E-04  9.119E-01  1.198E+00  5.08E+02  0.00E+00  2.62E+02  0.703157  0.002010  0.0000000E+00  1.9603312270E-02       4.450     1.97   -1.4407    0.4378   -0.6637   -0.2010   -0.0800   -0.2528   -0.1175   -0.0187   -0.4935   -1.8785
