line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    5.000000  2.761400  4.264712  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2837  4.264712    0.000  1.495135  7.480479  7.3956075E-01  2.5638110E-01  7.6907017E-06  2.0704011E-06  1.2996802E-03  1.2250311E-03  1.0545809E-05  1.1295552E-08  5.3625424E-04  4.3373812E-05  0.000E+00  2.354E-04  2.338E-04  8.092E-01  1.511E+00  5.54E+02  0.00E+00  4.18E+02  0.917379  0.003097  0.0000000E+00  3.4857926877E-02       4.503     2.07   -2.1535   -0.0460   -0.7559   -0.2264   -0.0928   -0.2847   -0.1365   -0.0218   -0.5742   -2.1075
  2  2.583057837610842E+06    5.000000  2.766636  4.274316  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2823  4.274316    0.000  1.475803  7.475405  7.3144830E-01  2.6455330E-01  9.8089672E-06  2.6320263E-06  1.7119095E-03  7.5321006E-04  7.5513881E-06  5.9144511E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.995E-04  2.571E-04  8.801E-01  1.287E+00  5.50E+02  0.00E+00  3.30E+02  0.791725  0.003135  0.0000000E+00  3.4857926877E-02       4.493     2.10   -2.1666   -0.0289   -0.7710   -0.2307   -0.0950   -0.2903   -0.1394   -0.0221   -0.5863   -2.1377
  3  4.770323744024274E+06    5.000000  2.771236  4.273264  7.4257140E-01  2.5338650E-01  6.5232924E-04  7.9164302E-06  1.8821659E-04  1.6338501E-03  6.4731467E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2802  4.273264    0.000  1.468735  7.474031  7.2331135E-01  2.7272070E-01  1.0970389E-05  2.9405824E-06  1.9202427E-03  5.1515743E-04  5.4550054E-06  3.2364974E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.931E-04  2.557E-04  8.843E-01  1.272E+00  5.47E+02  0.00E+00  3.22E+02  0.781534  0.003169  0.0000000E+00  3.4857926877E-02       4.481     2.13   -2.1781   -0.0448   -0.7693   -0.2302   -0.0948   -0.2897   -0.1391   -0.0220   -0.5851   -2.1332
  4  6.817574481234995E+06    5.000000  2.775864  4.272226  7.4257140E-01  2.5338650E-01  6.5232546E-04  7.9183076E-06  1.8821918E-04  1.6338499E-03  6.4731705E-07  3.6856330E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2781  4.272226    0.000  1.465064  7.473683  7.1520320E-01  2.8084710E-01  1.1654471E-05  3.1238059E-06  2.0453153E-03  3.7241664E-04  4.0324706E-06  2.3572617E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.902E-04  2.534E-04  8.842E-01  1.272E+00  5.44E+02  0.00E+00  3.20E+02  0.781510  0.003202  0.0000000E+00  3.4857926877E-02       4.472     2.15   -2.1897   -0.0606   -0.7677   -0.2298   -0.0946   -0.2891   -0.1388   -0.0220   -0.5839   -2.1291
  5  8.863970358624913E+06    5.000000  2.780466  4.271385  7.4257120E-01  2.5338660E-01  6.5227411E-04  7.9373762E-06  1.8826313E-04  1.6338453E-03  6.4737108E-07  3.6855125E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2760  4.271385    0.000  1.462947  7.473848  7.0709835E-01  2.8896300E-01  1.2075260E-05  3.2367022E-06  2.1209926E-03  2.8609804E-04  3.1069942E-06  1.8156654E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.881E-04  2.513E-04  8.838E-01  1.274E+00  5.42E+02  0.00E+00  3.20E+02  0.782704  0.003236  0.0000000E+00  3.4857926877E-02       4.465     2.17   -2.2012   -0.0755   -0.7664   -0.2294   -0.0944   -0.2886   -0.1386   -0.0220   -0.5829   -2.1256
  6  1.090950049146902E+07    5.000000  2.785299  4.270688  7.4257055E-01  2.5338705E-01  6.5203289E-04  8.0087814E-06  1.8849930E-04  1.6338111E-03  6.4773172E-07  3.6848686E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2736  4.270688    0.000  1.461704  7.474319  6.9898935E-01  2.9707935E-01  1.2374708E-05  3.3168398E-06  2.1708664E-03  2.2919917E-04  2.4711447E-06  1.4468114E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.863E-04  2.497E-04  8.831E-01  1.276E+00  5.40E+02  0.00E+00  3.20E+02  0.784551  0.003273  0.0000000E+00  3.4857926877E-02       4.458     2.19   -2.2132   -0.0906   -0.7653   -0.2291   -0.0942   -0.2882   -0.1384   -0.0220   -0.5820   -2.1226
  7  1.287497849080472E+07    5.000000  2.790062  4.270104  7.4256840E-01  2.5338885E-01  6.5133251E-04  8.1784124E-06  1.8925625E-04  1.6336757E-03  6.4908835E-07  3.6828081E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2717  4.270104    0.000  1.460762  7.474849  6.9096180E-01  3.0511215E-01  1.2575482E-05  3.3708974E-06  2.2070538E-03  1.8794851E-04  2.0024941E-06  1.1764293E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.846E-04  2.481E-04  8.823E-01  1.278E+00  5.38E+02  0.00E+00  3.20E+02  0.786273  0.003308  0.0000000E+00  3.4857926877E-02       4.451     2.20   -2.2252   -0.1051   -0.7643   -0.2289   -0.0941   -0.2879   -0.1382   -0.0220   -0.5813   -2.1200
  8  1.483045182758796E+07    5.000000  2.795057  4.269624  7.4256365E-01  2.5339310E-01  6.4993952E-04  8.4658423E-06  1.9086312E-04  1.6333501E-03  6.5238103E-07  3.6784290E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2695  4.269624    0.000  1.459467  7.475496  6.8300025E-01  3.1307725E-01  1.2728345E-05  3.4119837E-06  2.2313887E-03  1.6018699E-04  1.6788376E-06  9.9279029E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.829E-04  2.468E-04  8.817E-01  1.280E+00  5.36E+02  0.00E+00  3.19E+02  0.788027  0.003346  0.0000000E+00  3.4857926877E-02       4.444     2.22   -2.2376   -0.1199   -0.7635   -0.2287   -0.0940   -0.2876   -0.1381   -0.0220   -0.5807   -2.1177
  9  1.680996791915326E+07    5.000000  2.800150  4.269122  7.4255435E-01  2.5340160E-01  6.4752215E-04  8.8967692E-06  1.9379463E-04  1.6327033E-03  6.5903026E-07  3.6704205E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2671  4.269122    0.000  1.458765  7.476290  6.7494160E-01  3.2113860E-01  1.2888663E-05  3.4548805E-06  2.2494122E-03  1.3955589E-04  1.4303560E-06  8.5649297E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.812E-04  2.450E-04  8.809E-01  1.282E+00  5.34E+02  0.00E+00  3.18E+02  0.789782  0.003386  0.0000000E+00  3.4857926877E-02       4.438     2.24   -2.2504   -0.1350   -0.7627   -0.2285   -0.0939   -0.2873   -0.1379   -0.0220   -0.5801   -2.1154
