line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    6.399777  3.109293  4.310985  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625423E-04  4.3373812E-05  0.000E+00  0.3006  4.310985   -8.383  1.367379  7.504135  7.3956593E-01  2.5638111E-01  8.5258844E-06  2.2959205E-06  1.3313134E-03  1.1905066E-03  7.3410820E-06  8.0315155E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.267E-04  2.242E-04  7.414E-01  1.686E+00  5.85E+02  0.00E+00  5.16E+02  0.977285  0.005663 -2.8726741E+00  6.3163977306E-02       4.488     2.39   -3.0232   -0.7872   -0.8215   -0.2447   -0.1025   -0.3090   -0.1489   -0.0226   -0.6243   -2.2360
  2  1.538939754634723E+06    6.399677  3.114807  4.327268  7.4257141E-01  2.5338651E-01  6.5232928E-04  7.9164105E-06  1.8821658E-04  1.6338501E-03  6.4731467E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2997  4.327268   -8.485  1.347098  7.498746  7.3145483E-01  2.6455447E-01  1.0930752E-05  2.9364959E-06  1.7598617E-03  6.9906888E-04  4.8621079E-06  4.6711849E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.901E-04  2.457E-04  8.640E-01  1.215E+00  5.79E+02  0.00E+00  3.70E+02  0.827807  0.005738  0.0000000E+00  6.3139407649E-02       4.473     2.43   -3.0370   -0.7545   -0.8440   -0.2510   -0.1057   -0.3166   -0.1531   -0.0231   -0.6417   -2.2825
  3  2.818090299741079E+06    6.399675  3.119626  4.326192  7.4257140E-01  2.5338650E-01  6.5232920E-04  7.9164574E-06  1.8821661E-04  1.6338501E-03  6.4731469E-07  3.6856401E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2974  4.326192   -8.472  1.339961  7.497338  7.2339912E-01  2.7264032E-01  1.2104884E-05  3.2498520E-06  1.9667124E-03  4.6210706E-04  3.3822216E-06  2.5758501E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.851E-04  2.431E-04  8.670E-01  1.208E+00  5.76E+02  0.00E+00  3.64E+02  0.821542  0.005803  0.0000000E+00  6.3139209157E-02       4.462     2.46   -3.0491   -0.7711   -0.8426   -0.2505   -0.1055   -0.3161   -0.1528   -0.0231   -0.6405   -2.2780
  4  4.046416547185045E+06    6.399673  3.124472  4.325234  7.4257139E-01  2.5338655E-01  6.5231770E-04  7.9216911E-06  1.8822517E-04  1.6338494E-03  6.4732332E-07  3.6856140E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2951  4.325234   -8.437  1.336413  7.497096  7.1542355E-01  2.8063284E-01  1.2825210E-05  3.4422585E-06  2.0827873E-03  3.2912003E-04  2.4588948E-06  1.7153688E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.826E-04  2.409E-04  8.667E-01  1.267E+00  5.73E+02  0.00E+00  3.62E+02  0.822043  0.005868  0.0000000E+00  6.3138921632E-02       4.454     2.48   -3.0612   -0.7870   -0.8413   -0.2502   -0.1053   -0.3157   -0.1525   -0.0230   -0.6395   -2.2742
  5  5.308003922282182E+06    6.399670  3.129578  4.324474  7.4257111E-01  2.5338672E-01  6.5215907E-04  7.9749152E-06  1.8837116E-04  1.6338302E-03  6.4750830E-07  3.6851816E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2929  4.324474   -8.422  1.334390  7.497369  7.0735258E-01  2.8871392E-01  1.3258166E-05  3.5582446E-06  2.1524435E-03  2.4934845E-04  1.8674677E-06  1.3018169E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.806E-04  2.390E-04  8.659E-01  1.269E+00  5.70E+02  0.00E+00  3.62E+02  0.823783  0.005939  0.0000000E+00  6.3138589161E-02       4.446     2.50   -3.0739   -0.8029   -0.8403   -0.2499   -0.1052   -0.3153   -0.1523   -0.0230   -0.6386   -2.2710
  6  6.556153706036570E+06    6.399668  3.134736  4.323827  7.4256954E-01  2.5338815E-01  6.5142391E-04  8.1682822E-06  1.8914255E-04  1.6336965E-03  6.4868556E-07  3.6829328E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2907  4.323827   -8.406  1.333062  7.497873  6.9933042E-01  2.9674256E-01  1.3531301E-05  3.6318393E-06  2.1964943E-03  1.9891425E-04  1.4795187E-06  1.0353037E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.788E-04  2.373E-04  8.649E-01  1.271E+00  5.68E+02  0.00E+00  3.62E+02  0.825829  0.006010  0.0000000E+00  6.3138239374E-02       4.439     2.53   -3.0868   -0.8186   -0.8394   -0.2496   -0.1051   -0.3150   -0.1522   -0.0230   -0.6379   -2.2683
  7  7.795702306943547E+06    6.399665  3.139988  4.323290  7.4256461E-01  2.5339283E-01  6.4949454E-04  8.5811552E-06  1.9135475E-04  1.6332444E-03  6.5250926E-07  3.6765459E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2885  4.323290   -8.390  1.332125  7.498510  6.9131518E-01  3.0476207E-01  1.3737735E-05  3.6872129E-06  2.2252136E-03  1.6599127E-04  1.2215122E-06  8.5879099E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.773E-04  2.359E-04  8.639E-01  1.273E+00  5.66E+02  0.00E+00  3.62E+02  0.827926  0.006084  0.0000000E+00  6.3137876093E-02       4.432     2.55   -3.1000   -0.8340   -0.8387   -0.2494   -0.1050   -0.3147   -0.1520   -0.0230   -0.6374   -2.2659
  8  9.034326905039467E+06    6.399663  3.145308  4.322791  7.4255469E-01  2.5340229E-01  6.4610605E-04  9.1987837E-06  1.9545440E-04  1.6323339E-03  6.6050106E-07  3.6647562E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2864  4.322791   -8.374  1.331233  7.499221  6.8324134E-01  3.1283885E-01  1.3890338E-05  3.7286047E-06  2.2454149E-03  1.4282740E-04  1.0322513E-06  7.3487072E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.756E-04  2.345E-04  8.630E-01  1.276E+00  5.64E+02  0.00E+00  3.61E+02  0.829916  0.006159  0.0000000E+00  6.3137487370E-02       4.426     2.57   -3.1133   -0.8496   -0.8380   -0.2492   -0.1049   -0.3145   -0.1519   -0.0230   -0.6368   -2.2637
  9  1.023521921648596E+07    6.399660  3.150625  4.322370  7.4253516E-01  2.5342119E-01  6.4039972E-04  1.0073583E-05  2.0272837E-04  1.6305770E-03  6.7528788E-07  3.6439049E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2843  4.322370   -8.358  1.330646  7.500007  6.7524540E-01  3.2083699E-01  1.4018423E-05  3.7627435E-06  2.2602483E-03  1.2579489E-04  8.9103525E-07  6.3878080E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.741E-04  2.332E-04  8.621E-01  1.278E+00  5.62E+02  0.00E+00  3.61E+02  0.831618  0.006236  0.0000000E+00  6.3137086632E-02       4.419     2.58   -3.1266   -0.8648   -0.8375   -0.2491   -0.1048   -0.3143   -0.1518   -0.0229   -0.6364   -2.2617
