line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    5.500000  2.915132  4.310220  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2964  4.310220   -3.259  1.439845  7.491079  7.3956135E-01  2.5638289E-01  7.9815562E-06  2.1425905E-06  1.3145591E-03  1.2089232E-03  9.0900900E-06  7.6006842E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.580E-04  1.499E-04  9.306E-01  1.123E+00  5.66E+02  0.00E+00  2.58E+02  0.636763  0.004285  0.0000000E+00  2.9478381265E-02       4.498     2.19   -2.5378   -0.3029   -0.8204   -0.2444   -0.1024   -0.3086   -0.1487   -0.0226   -0.6235   -2.2350
  2  2.086254739600915E+06    5.499999  2.920035  4.308871  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2951  4.308871   -3.257  1.420200  7.485740  7.3122011E-01  2.6478573E-01  1.0336784E-05  2.7745703E-06  1.7386802E-03  7.2291711E-04  6.2969627E-06  4.7712791E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.310E-04  1.600E-04  9.509E-01  1.090E+00  5.59E+02  0.00E+00  2.14E+02  0.547345  0.004334  0.0000000E+00  2.9478317944E-02       4.476     2.24   -2.5501   -0.3214   -0.8186   -0.2439   -0.1021   -0.3080   -0.1484   -0.0225   -0.6220   -2.2286
  3  3.960317192687278E+06    5.499998  2.925137  4.307877  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2932  4.307877   -3.251  1.413529  7.484480  7.2300798E-01  2.7302669E-01  1.1446297E-05  3.0705203E-06  1.9364826E-03  4.9665891E-04  4.5458211E-06  3.0673999E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.240E-04  1.615E-04  9.547E-01  1.083E+00  5.55E+02  0.00E+00  2.05E+02  0.528230  0.004386  0.0000000E+00  2.9478262868E-02       4.464     2.27   -2.5628   -0.3383   -0.8173   -0.2435   -0.1019   -0.3075   -0.1481   -0.0225   -0.6209   -2.2246
  4  5.733499777412506E+06    5.499997  2.930071  4.307068  7.4257140E-01  2.5338650E-01  6.5232927E-04  7.9164143E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2909  4.307068   -3.246  1.409932  7.484229  7.1473771E-01  2.8131442E-01  1.2147035E-05  3.2578196E-06  2.0558963E-03  3.6011489E-04  3.3820454E-06  2.1095250E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.211E-04  1.609E-04  9.555E-01  1.081E+00  5.52E+02  0.00E+00  2.02E+02  0.523454  0.004436  0.0000000E+00  2.9478210715E-02       4.456     2.30   -2.5752   -0.3539   -0.8161   -0.2432   -0.1018   -0.3071   -0.1479   -0.0225   -0.6201   -2.2213
  5  7.328673063418199E+06    5.499996  2.934720  4.306374  7.4257140E-01  2.5338650E-01  6.5232904E-04  7.9165726E-06  1.8821668E-04  1.6338501E-03  6.4731472E-07  3.6856398E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2885  4.306374   -3.241  1.407750  7.484374  7.0654762E-01  2.8951619E-01  1.2605926E-05  3.3809953E-06  2.1359323E-03  2.6866570E-04  2.5476613E-06  1.5789930E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.193E-04  1.600E-04  9.557E-01  1.081E+00  5.50E+02  0.00E+00  2.01E+02  0.522470  0.004485  0.0000000E+00  2.9478159152E-02       4.448     2.32   -2.5868   -0.3683   -0.8152   -0.2429   -0.1016   -0.3067   -0.1477   -0.0225   -0.6193   -2.2185
  6  8.899183748371933E+06    5.499996  2.939578  4.305792  7.4257136E-01  2.5338651E-01  6.5232647E-04  7.9180187E-06  1.8821826E-04  1.6338500E-03  6.4731584E-07  3.6856352E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2859  4.305792   -3.235  1.405924  7.484770  6.9829898E-01  2.9777267E-01  1.2926836E-05  3.4669396E-06  2.1896338E-03  2.0731115E-04  1.9599970E-06  1.2162507E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.179E-04  1.591E-04  9.557E-01  1.081E+00  5.48E+02  0.00E+00  2.00E+02  0.522652  0.004535  0.0000000E+00  2.9478105388E-02       4.441     2.34   -2.5989   -0.3829   -0.8144   -0.2427   -0.1015   -0.3065   -0.1476   -0.0224   -0.6187   -2.2161
  7  1.047356384175835E+07    5.499995  2.944521  4.305258  7.4257130E-01  2.5338655E-01  6.5231237E-04  7.9245659E-06  1.8822858E-04  1.6338491E-03  6.4732452E-07  3.6856061E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2836  4.305258   -3.229  1.404852  7.485372  6.8997979E-01  3.0609696E-01  1.3150517E-05  3.5271731E-06  2.2246487E-03  1.6729289E-04  1.5650083E-06  9.7560679E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.167E-04  1.581E-04  9.555E-01  1.081E+00  5.46E+02  0.00E+00  1.99E+02  0.523425  0.004588  0.0000000E+00  2.9478048428E-02       4.434     2.36   -2.6113   -0.3975   -0.8137   -0.2425   -0.1014   -0.3062   -0.1474   -0.0224   -0.6181   -2.2138
  8  1.200143929440978E+07    5.499994  2.949510  4.304783  7.4257119E-01  2.5338661E-01  6.5226724E-04  7.9422866E-06  1.8826617E-04  1.6338451E-03  6.4736074E-07  3.6855020E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2813  4.304783   -3.224  1.404144  7.486067  6.8184203E-01  3.1423828E-01  1.3304757E-05  3.5685151E-06  2.2486404E-03  1.3987783E-04  1.2877832E-06  8.0725115E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.155E-04  1.573E-04  9.554E-01  1.081E+00  5.44E+02  0.00E+00  1.99E+02  0.524442  0.004641  0.0000000E+00  2.9477990528E-02       4.427     2.37   -2.6238   -0.4121   -0.8130   -0.2423   -0.1013   -0.3060   -0.1473   -0.0224   -0.6176   -2.2117
  9  1.353974662813096E+07    5.499993  2.954538  4.304332  7.4257081E-01  2.5338683E-01  6.5214360E-04  7.9842206E-06  1.8837949E-04  1.6338301E-03  6.4748452E-07  3.6851916E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2790  4.304332   -3.218  1.403538  7.486846  6.7363169E-01  3.2245100E-01  1.3436488E-05  3.6041268E-06  2.2649323E-03  1.2121958E-04  1.0957604E-06  6.9382375E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.144E-04  1.563E-04  9.551E-01  1.082E+00  5.41E+02  0.00E+00  1.99E+02  0.525539  0.004696  0.0000000E+00  2.9477929532E-02       4.420     2.39   -2.6363   -0.4267   -0.8124   -0.2422   -0.1012   -0.3057   -0.1472   -0.0224   -0.6171   -2.2096
