line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   12.499676  4.020192  4.462595  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3727  4.462595   -8.724  0.996342  7.552237  7.3053432E-01  2.6132182E-01  1.6398010E-05  4.4743233E-06  2.4189615E-03  2.6648764E-03  1.0292029E-05  1.0008720E-08  1.0719378E-03  9.6849934E-06  2.245E-06  1.153E-04  1.127E-04  9.096E-01  1.107E+00  6.46E+02  0.00E+00  3.36E+02  0.710357  0.022677  0.0000000E+00  1.6595006899E-01       4.372     3.81   -5.3005   -2.4681   -1.0409   -0.2934   -0.1262   -0.3696   -0.1895   -0.0301   -0.8020   -2.8324
  2  4.110690950623176E+05   12.498821  4.025829  4.463795  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832820E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  0.000E+00  0.3717  4.463795   -8.720  0.976172  7.546763  7.2227323E-01  2.6969225E-01  1.9932250E-05  5.4114114E-06  3.1794167E-03  1.7911643E-03  8.9446296E-06  8.1605013E-09  1.0707522E-03  1.2074635E-06  5.145E-06  9.702E-05  1.206E-04  9.360E-01  1.074E+00  6.40E+02  0.00E+00  2.80E+02  0.615213  0.022973  0.0000000E+00  1.6584316340E-01       4.355     3.89   -5.3146   -2.4753   -1.0425   -0.2937   -0.1264   -0.3701   -0.1898   -0.0301   -0.8034   -2.8393
  3  7.720736579601652E+05   12.498067  4.030883  4.462168  7.3354283E-01  2.5841427E-01  1.3046586E-03  1.5832823E-05  3.7643316E-04  3.2677001E-03  1.2946293E-06  7.3712805E-06  1.0725085E-03  8.6747623E-05  2.234E-17  0.3696  4.462168   -8.714  0.966981  7.544628  7.1396685E-01  2.7806022E-01  2.2387120E-05  6.0705539E-06  3.6050471E-03  1.3028287E-03  6.6192882E-06  4.7536387E-09  1.0697590E-03  2.2376793E-07  6.284E-06  9.353E-05  1.191E-04  9.381E-01  1.072E+00  6.35E+02  0.00E+00  2.74E+02  0.606238  0.023243  0.0000000E+00  1.6575656613E-01       4.342     3.95   -5.3272   -2.4960   -1.0403   -0.2933   -0.1262   -0.3695   -0.1894   -0.0301   -0.8015   -2.8312
  4  1.112291868015737E+06   12.497334  4.035918  4.460947  7.3354283E-01  2.5841427E-01  1.3046581E-03  1.5833150E-05  3.7643332E-04  3.2677001E-03  1.2946295E-06  7.3712797E-06  1.0725085E-03  8.6747622E-05  2.112E-14  0.3671  4.460947   -8.704  0.961714  7.543726  7.0578378E-01  2.8628290E-01  2.4027719E-05  6.5154893E-06  3.8778881E-03  9.8973027E-04  5.0690624E-06  3.6139019E-09  1.0688654E-03  7.7234563E-08  6.627E-06  9.195E-05  1.177E-04  9.381E-01  1.071E+00  6.31E+02  0.00E+00  2.72E+02  0.606421  0.023516  0.0000000E+00  1.6567192503E-01       4.332     3.99   -5.3398   -2.5147   -1.0387   -0.2930   -0.1260   -0.3690   -0.1890   -0.0300   -0.8001   -2.8251
  5  1.453436797946647E+06   12.496582  4.041071  4.460056  7.3354283E-01  2.5841427E-01  1.3046472E-03  1.5839777E-05  3.7643977E-04  3.2676994E-03  1.2946401E-06  7.3712540E-06  1.0725085E-03  8.6747554E-05  9.010E-13  0.3649  4.460056   -8.694  0.958437  7.543498  6.9763550E-01  2.9445750E-01  2.5151653E-05  6.8203981E-06  4.0592514E-03  7.8157469E-04  4.0134572E-06  2.8412442E-09  1.0680252E-03  1.0088426E-07  6.528E-06  9.068E-05  1.165E-04  9.380E-01  1.072E+00  6.28E+02  0.00E+00  2.71E+02  0.606882  0.023799  0.0000000E+00  1.6558449575E-01       4.324     4.03   -5.3527   -2.5317   -1.0373   -0.2929   -0.1259   -0.3688   -0.1888   -0.0300   -0.7991   -2.8209
  6  1.792511371809124E+06   12.495817  4.046243  4.459325  7.3354280E-01  2.5841430E-01  1.3045642E-03  1.5880191E-05  3.7650187E-04  3.2676909E-03  1.2947562E-06  7.3710260E-06  1.0725085E-03  8.6746726E-05  8.812E-12  0.3621  4.459325   -8.684  0.956190  7.543613  6.8937288E-01  3.0273903E-01  2.5998883E-05  7.0515650E-06  4.1893229E-03  6.3224012E-04  3.2328573E-06  2.3015985E-09  1.0672013E-03  9.2550832E-08  6.244E-06  8.962E-05  1.155E-04  9.377E-01  1.072E+00  6.25E+02  0.00E+00  2.70E+02  0.608045  0.024086  0.0000000E+00  1.6549514880E-01       4.316     4.07   -5.3656   -2.5480   -1.0362   -0.2927   -0.1259   -0.3686   -0.1886   -0.0299   -0.7982   -2.8176
  7  2.124311989086451E+06   12.495050  4.051504  4.458706  7.3354250E-01  2.5841457E-01  1.3042523E-03  1.6005985E-05  3.7677131E-04  3.2676481E-03  1.2953047E-06  7.3700840E-06  1.0725084E-03  8.6742743E-05  3.525E-11  0.3600  4.458706   -8.672  0.954715  7.543952  6.8116841E-01  3.1095720E-01  2.6657949E-05  7.2311957E-06  4.2839183E-03  5.2357673E-04  2.6517960E-06  1.9152282E-09  1.0664001E-03  8.8233992E-08  5.878E-06  8.867E-05  1.147E-04  9.374E-01  1.072E+00  6.22E+02  0.00E+00  2.69E+02  0.609486  0.024382  0.0000000E+00  1.6540483406E-01       4.308     4.10   -5.3788   -2.5640   -1.0352   -0.2926   -0.1258   -0.3684   -0.1884   -0.0299   -0.7974   -2.8148
  8  2.455785419133139E+06   12.494264  4.056755  4.458171  7.3354152E-01  2.5841552E-01  1.3033622E-03  1.6310865E-05  3.7762099E-04  3.2674979E-03  1.2971462E-06  7.3672028E-06  1.0725083E-03  8.6729201E-05  9.841E-11  0.3576  4.458171   -8.661  0.953640  7.544463  6.7294477E-01  3.1919082E-01  2.7128950E-05  7.3590991E-06  4.3531034E-03  4.4410780E-04  2.2415441E-06  1.6255650E-09  1.0656081E-03  1.0684283E-07  5.467E-06  8.771E-05  1.139E-04  9.372E-01  1.073E+00  6.19E+02  0.00E+00  2.69E+02  0.610474  0.024680  0.0000000E+00  1.6531208681E-01       4.301     4.14   -5.3919   -2.5796   -1.0344   -0.2925   -0.1258   -0.3682   -0.1882   -0.0299   -0.7968   -2.8123
  9  2.786031553144212E+06   12.493465  4.062131  4.457691  7.3353923E-01  2.5841769E-01  1.3015740E-03  1.6844079E-05  3.7945193E-04  3.2671487E-03  1.3012711E-06  7.3611247E-06  1.0725079E-03  8.6698557E-05  1.956E-10  0.3553  4.457691   -8.649  0.952938  7.545085  6.6478765E-01  3.2735530E-01  2.7490873E-05  7.4572601E-06  4.4039380E-03  3.8569356E-04  1.9372419E-06  1.4121304E-09  1.0648292E-03  1.0624867E-07  5.051E-06  8.691E-05  1.131E-04  9.367E-01  1.073E+00  6.17E+02  0.00E+00  2.69E+02  0.612290  0.024989  0.0000000E+00  1.6521719119E-01       4.294     4.17   -5.4053   -2.5952   -1.0336   -0.2924   -0.1258   -0.3681   -0.1881   -0.0299   -0.7962   -2.8102
