line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    6.999998  3.199446  4.306716  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2914  4.306716  -11.409  1.219388  7.485502  7.1699370E-01  2.6869250E-01  2.4209971E-05  6.6124697E-06  3.7744748E-03  5.1793113E-03  3.4493917E-05  5.6287684E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.486E-04  1.442E-04  8.634E-01  1.334E+00  5.50E+02  0.00E+00  3.52E+02  0.829157  0.005979  0.0000000E+00  5.7873947802E-02       4.346     2.94   -3.2486   -1.1139   -0.8150   -0.2422   -0.1003   -0.3069   -0.1478   -0.0225   -0.6198   -2.1347
  2  1.323279943660179E+06    6.999993  3.203815  4.310633  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2940  4.310633  -11.433  1.204511  7.481899  7.0893460E-01  2.7689260E-01  2.8444751E-05  7.6491242E-06  4.7483601E-03  4.0635205E-03  3.0096319E-05  2.7279030E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.254E-04  1.567E-04  9.069E-01  1.212E+00  5.45E+02  0.00E+00  2.88E+02  0.718921  0.006039  0.0000000E+00  5.7873291719E-02       4.330     2.99   -3.2595   -1.1144   -0.8206   -0.2437   -0.1010   -0.3088   -0.1488   -0.0226   -0.6240   -2.1451
  3  2.498813922850379E+06    6.999989  3.208428  4.309251  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2922  4.309251  -11.419  1.195850  7.479989  7.0085330E-01  2.8506850E-01  3.1937587E-05  8.5653622E-06  5.3984106E-03  3.3190479E-03  2.5599030E-05  1.7692852E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.202E-04  1.558E-04  9.115E-01  1.200E+00  5.41E+02  0.00E+00  2.79E+02  0.704604  0.006104  0.0000000E+00  5.7872748662E-02       4.317     3.04   -3.2711   -1.1315   -0.8187   -0.2432   -0.1008   -0.3081   -0.1485   -0.0225   -0.6225   -2.1396
  4  3.549291095743751E+06    6.999985  3.212850  4.307735  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707443E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2901  4.307735  -11.402  1.189905  7.478866  6.9284260E-01  2.9314950E-01  3.4623512E-05  9.2862051E-06  5.8816641E-03  2.7658194E-03  2.1839879E-05  1.4927157E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.178E-04  1.540E-04  9.119E-01  1.199E+00  5.38E+02  0.00E+00  2.77E+02  0.703247  0.006166  0.0000000E+00  5.7872252397E-02       4.307     3.08   -3.2821   -1.1482   -0.8166   -0.2426   -0.1005   -0.3074   -0.1481   -0.0225   -0.6208   -2.1339
  5  4.599768268637099E+06    6.999980  3.217604  4.306455  7.2000000E-01  2.6595590E-01  2.2831520E-03  2.7707807E-05  6.5875822E-04  5.7184752E-03  2.2656017E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2878  4.306455  -11.383  1.185649  7.478295  6.8483030E-01  3.0121540E-01  3.6712970E-05  9.8465661E-06  6.2497569E-03  2.3445827E-03  1.8734568E-05  1.2752614E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.159E-04  1.523E-04  9.117E-01  1.199E+00  5.35E+02  0.00E+00  2.75E+02  0.704008  0.006234  0.0000000E+00  5.7871738392E-02       4.297     3.11   -3.2940   -1.1650   -0.8148   -0.2421   -0.1003   -0.3068   -0.1477   -0.0225   -0.6195   -2.1290
  6  5.625234080271073E+06    6.999976  3.222363  4.305357  7.2000000E-01  2.6595590E-01  2.2831453E-03  2.7711913E-05  6.5876191E-04  5.7184750E-03  2.2656111E-06  1.2899728E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2855  4.305357  -11.364  1.182427  7.478058  6.7679750E-01  3.0929080E-01  3.8435826E-05  1.0307293E-05  6.5426590E-03  2.0094088E-03  1.6141786E-05  1.0898979E-08  1.8768898E-03  1.5180834E-04  0.000E+00  1.143E-04  1.508E-04  9.113E-01  1.200E+00  5.32E+02  0.00E+00  2.74E+02  0.705054  0.006303  0.0000000E+00  5.7871214933E-02       4.288     3.14   -3.3059   -1.1811   -0.8132   -0.2416   -0.1001   -0.3063   -0.1475   -0.0224   -0.6183   -2.1248
  7  6.666964780132050E+06    6.999971  3.227254  4.304369  7.1999990E-01  2.6595590E-01  2.2831002E-03  2.7734694E-05  6.5879217E-04  5.7184732E-03  2.2657040E-06  1.2899631E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2831  4.304369  -11.345  1.179782  7.478070  6.6879050E-01  3.1733150E-01  3.9781448E-05  1.0668452E-05  6.7731741E-03  1.7457207E-03  1.4016605E-05  9.4758872E-09  1.8768898E-03  1.5180834E-04  0.000E+00  1.129E-04  1.492E-04  9.108E-01  1.202E+00  5.29E+02  0.00E+00  2.74E+02  0.706769  0.006374  0.0000000E+00  5.7870659562E-02       4.279     3.17   -3.3181   -1.1972   -0.8118   -0.2413   -0.0999   -0.3058   -0.1472   -0.0224   -0.6172   -2.1209
  8  7.679377912665610E+06    6.999967  3.232166  4.303462  7.1999980E-01  2.6595590E-01  2.2829298E-03  2.7807137E-05  6.5892345E-04  5.7184633E-03  2.2661649E-06  1.2899218E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2808  4.303462  -11.325  1.177713  7.478232  6.6075890E-01  3.2539120E-01  4.0937830E-05  1.0978746E-05  6.9654675E-03  1.5257302E-03  1.2210029E-05  8.2590324E-09  1.8768898E-03  1.5180834E-04  0.000E+00  1.116E-04  1.481E-04  9.103E-01  1.203E+00  5.27E+02  0.00E+00  2.73E+02  0.708279  0.006447  0.0000000E+00  5.7870094046E-02       4.271     3.20   -3.3304   -1.2131   -0.8105   -0.2409   -0.0997   -0.3053   -0.1470   -0.0224   -0.6162   -2.1173
  9  8.694242408716226E+06    6.999962  3.237332  4.302693  7.1999950E-01  2.6595620E-01  2.2824470E-03  2.7982633E-05  6.5933347E-04  5.7184268E-03  2.2677390E-06  1.2897939E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2793  4.302693  -11.304  1.176165  7.478532  6.5272430E-01  3.3344860E-01  4.1915228E-05  1.1240689E-05  7.1224187E-03  1.3461466E-03  1.0704156E-05  7.2616677E-09  1.8768898E-03  1.5180834E-04  0.000E+00  1.103E-04  1.469E-04  9.098E-01  1.204E+00  5.25E+02  0.00E+00  2.73E+02  0.710052  0.006524  0.0000000E+00  5.7869500551E-02       4.263     3.23   -3.3433   -1.2292   -0.8094   -0.2406   -0.0996   -0.3050   -0.1468   -0.0224   -0.6154   -2.1142
