line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    9.999926  3.743619  4.440026  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3539  4.440026   -9.693  1.143201  7.547522  7.3956297E-01  2.5639067E-01  9.6660778E-06  2.6146127E-06  1.3774161E-03  1.1387344E-03  4.3820522E-06  5.8545703E-09  5.3604508E-04  2.7999877E-05  7.750E-07  1.239E-04  1.178E-04  9.318E-01  1.076E+00  6.38E+02  0.00E+00  2.89E+02  0.631778  0.015468  0.0000000E+00  9.5997959852E-02       4.448     3.13   -4.6090   -1.8685   -1.0070   -0.2887   -0.1240   -0.3627   -0.1831   -0.0291   -0.7751   -2.7406
  2  6.209284629872786E+05    9.999730  3.749538  4.439561  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164101E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3524  4.439561   -9.688  1.123215  7.542071  7.3125287E-01  2.6476480E-01  1.2231246E-05  3.3013704E-06  1.8190277E-03  6.3121797E-04  2.8317775E-06  3.4424023E-09  5.3564132E-04  2.7629503E-05  1.496E-06  1.013E-04  1.251E-04  9.533E-01  1.053E+00  6.31E+02  0.00E+00  2.36E+02  0.535213  0.015684  0.0000000E+00  9.5978744858E-02       4.427     3.20   -4.6238   -1.8853   -1.0063   -0.2886   -0.1240   -0.3626   -0.1830   -0.0291   -0.7746   -2.7386
  3  1.180063694407516E+06    9.999550  3.754937  4.438481  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164106E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  4.113E-19  0.3501  4.438481   -9.676  1.116275  7.540766  7.2294348E-01  2.7310306E-01  1.3475518E-05  3.6334262E-06  2.0170794E-03  4.0372521E-04  1.8517795E-06  1.6539237E-09  5.3529569E-04  2.7524272E-05  1.664E-06  9.696E-05  1.249E-04  9.558E-01  1.050E+00  6.27E+02  0.00E+00  2.28E+02  0.521985  0.015880  0.0000000E+00  9.5962882296E-02       4.416     3.24   -4.6373   -1.9035   -1.0047   -0.2884   -0.1239   -0.3623   -0.1827   -0.0291   -0.7733   -2.7339
  4  1.691421476160274E+06    9.999381  3.760037  4.437663  7.4257140E-01  2.5338650E-01  6.5232916E-04  7.9165007E-06  1.8821662E-04  1.6338501E-03  6.4731469E-07  3.6856400E-06  5.3625424E-04  4.3373812E-05  1.402E-15  0.3475  4.437663   -9.664  1.112778  7.540523  7.1465975E-01  2.8140314E-01  1.4202686E-05  3.8289943E-06  2.1299841E-03  2.7402978E-04  1.2668310E-06  1.0942048E-09  5.3496750E-04  2.7496656E-05  1.640E-06  9.526E-05  1.241E-04  9.561E-01  1.050E+00  6.23E+02  0.00E+00  2.26E+02  0.520338  0.016070  0.0000000E+00  9.5947959248E-02       4.407     3.27   -4.6501   -1.9198   -1.0035   -0.2882   -0.1238   -0.3620   -0.1825   -0.0290   -0.7723   -2.7303
  5  2.195886118619104E+06    9.999210  3.765203  4.437088  7.4257140E-01  2.5338652E-01  6.5232564E-04  7.9186320E-06  1.8821861E-04  1.6338499E-03  6.4731615E-07  3.6856327E-06  5.3625424E-04  4.3373807E-05  1.044E-13  0.3449  4.437088   -9.651  1.110847  7.540797  7.0638735E-01  2.8968538E-01  1.4657361E-05  3.9516417E-06  2.1971733E-03  1.9682127E-04  9.0822377E-07  7.8545845E-10  5.3465108E-04  2.7496789E-05  1.521E-06  9.407E-05  1.232E-04  9.561E-01  1.050E+00  6.21E+02  0.00E+00  2.25E+02  0.520460  0.016262  0.0000000E+00  9.5932817693E-02       4.400     3.30   -4.6630   -1.9353   -1.0026   -0.2880   -0.1237   -0.3618   -0.1823   -0.0290   -0.7717   -2.7277
  6  2.694285000292690E+06    9.999034  3.770410  4.436632  7.4257135E-01  2.5338655E-01  6.5229941E-04  7.9315220E-06  1.8823737E-04  1.6338481E-03  6.4733172E-07  3.6855693E-06  5.3625423E-04  4.3373741E-05  1.093E-12  0.3423  4.436632   -9.637  1.109658  7.541315  6.9813504E-01  2.9794354E-01  1.4938713E-05  4.0278450E-06  2.2376678E-03  1.5027844E-04  6.8914745E-07  5.9888176E-10  5.3433963E-04  2.7502707E-05  1.361E-06  9.310E-05  1.224E-04  9.559E-01  1.050E+00  6.19E+02  0.00E+00  2.25E+02  0.521338  0.016460  0.0000000E+00  9.5916706027E-02       4.393     3.33   -4.6760   -1.9503   -1.0019   -0.2879   -0.1237   -0.3617   -0.1822   -0.0290   -0.7711   -2.7257
  7  3.184917279807258E+06    9.998858  3.775649  4.436226  7.4257123E-01  2.5338669E-01  6.5219489E-04  7.9742476E-06  1.8832480E-04  1.6338365E-03  6.4741502E-07  3.6852886E-06  5.3625422E-04  4.3373357E-05  5.019E-12  0.3399  4.436226   -9.623  1.108888  7.541964  6.8986587E-01  3.0621662E-01  1.5151689E-05  4.0850148E-06  2.2645517E-03  1.1933796E-04  5.4183529E-07  4.7366179E-10  5.3402713E-04  2.7497552E-05  1.208E-06  9.221E-05  1.218E-04  9.557E-01  1.050E+00  6.16E+02  0.00E+00  2.24E+02  0.522336  0.016661  0.0000000E+00  9.5900250093E-02       4.386     3.36   -4.6891   -1.9652   -1.0013   -0.2878   -0.1236   -0.3615   -0.1821   -0.0290   -0.7706   -2.7239
  8  3.665910409675565E+06    9.998677  3.780865  4.435847  7.4257076E-01  2.5338710E-01  6.5192373E-04  8.0689567E-06  1.8857791E-04  1.6337953E-03  6.4768215E-07  3.6845016E-06  5.3625419E-04  4.3372107E-05  1.345E-11  0.3376  4.435847   -9.609  1.108341  7.542679  6.8167919E-01  3.1440585E-01  1.5315259E-05  4.1295060E-06  2.2819797E-03  9.9239157E-05  4.4404665E-07  3.9254238E-10  5.3372167E-04  2.7502772E-05  1.060E-06  9.135E-05  1.211E-04  9.556E-01  1.050E+00  6.14E+02  0.00E+00  2.24E+02  0.523354  0.016863  0.0000000E+00  9.5883319378E-02       4.380     3.38   -4.7022   -1.9799   -1.0007   -0.2877   -0.1236   -0.3614   -0.1820   -0.0290   -0.7702   -2.7222
  9  4.153929784787831E+06    9.998491  3.786204  4.435475  7.4256963E-01  2.5338828E-01  6.5134875E-04  8.2443482E-06  1.8915883E-04  1.6336876E-03  6.4834931E-07  3.6827324E-06  5.3625411E-04  4.3368961E-05  2.738E-11  0.3350  4.435475   -9.595  1.107911  7.543470  6.7329629E-01  3.2279037E-01  1.5429380E-05  4.1603585E-06  2.2933487E-03  8.6114964E-05  3.8108171E-07  3.3905925E-10  5.3340880E-04  2.7499887E-05  9.290E-07  9.051E-05  1.204E-04  9.553E-01  1.051E+00  6.12E+02  0.00E+00  2.24E+02  0.524611  0.017073  0.0000000E+00  9.5865661889E-02       4.373     3.41   -4.7155   -1.9950   -1.0001   -0.2877   -0.1235   -0.3613   -0.1819   -0.0289   -0.7698   -2.7206
