line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    3.799990  2.350532  4.186355  7.4257144E-01  2.5338650E-01  6.5232928E-04  7.9164105E-06  1.8821658E-04  1.6338501E-03  6.4731467E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2588  4.186355    0.000  1.642931  7.451626  7.3956407E-01  2.5636698E-01  6.6799928E-06  1.7975505E-06  1.2343137E-03  1.2921032E-03  2.0442099E-05  1.4124859E-08  5.3625424E-04  4.3373812E-05  0.000E+00  2.816E-04  2.754E-04  7.329E-01  2.117E+00  5.25E+02  0.00E+00  4.70E+02  0.983022  0.001636 -3.7025291E+00  2.1463358009E-02       4.528     1.76   -1.1263    0.5084   -0.5796   -0.1779   -0.0685   -0.2214   -0.0998   -0.0155   -0.4163   -1.6347
  2  4.764543004670497E+06    3.799985  2.354898  4.203511  7.4257144E-01  2.5338650E-01  6.5232928E-04  7.9164105E-06  1.8821658E-04  1.6338501E-03  6.4731467E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2590  4.203511    0.000  1.624324  7.446718  7.3139302E-01  2.6459523E-01  8.5166456E-06  2.2809391E-06  1.6280323E-03  8.4369292E-04  1.5552739E-05  8.5140255E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.352E-04  3.050E-04  8.592E-01  1.348E+00  5.21E+02  0.00E+00  3.38E+02  0.837411  0.001653  0.0000000E+00  2.1462815839E-02       4.515     1.78   -1.1372    0.6345   -0.6221   -0.1897   -0.0745   -0.2386   -0.1089   -0.0170   -0.4561   -1.7718
  3  8.844152187787170E+06    3.799985  2.359314  4.202956  7.4257140E-01  2.5338650E-01  6.5232927E-04  7.9164145E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2579  4.202956    0.000  1.617554  7.445487  7.2325288E-01  2.7276637E-01  9.5897646E-06  2.5660645E-06  1.8394764E-03  6.0378336E-04  1.1807935E-05  5.3548879E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.273E-04  3.035E-04  8.657E-01  1.326E+00  5.18E+02  0.00E+00  3.29E+02  0.824096  0.001671  0.0000000E+00  2.1462815838E-02       4.504     1.81   -1.1483    0.6184   -0.6207   -0.1893   -0.0743   -0.2380   -0.1086   -0.0169   -0.4548   -1.7666
  4  1.248400995603833E+07    3.799985  2.363729  4.201779  7.4257140E-01  2.5338650E-01  6.5232775E-04  7.9171589E-06  1.8821762E-04  1.6338500E-03  6.4731592E-07  3.6856374E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2558  4.201779    0.000  1.613774  7.445095  7.1523614E-01  2.8080281E-01  1.0272539E-05  2.7485680E-06  1.9739122E-03  4.5155464E-04  9.0995088E-06  4.0723268E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.237E-04  3.009E-04  8.659E-01  1.325E+00  5.15E+02  0.00E+00  3.26E+02  0.823819  0.001688  0.0000000E+00  2.1462815838E-02       4.495     1.82   -1.1593    0.5976   -0.6178   -0.1885   -0.0739   -0.2369   -0.1080   -0.0168   -0.4521   -1.7569
  5  1.614760200198560E+07    3.799985  2.368272  4.200778  7.4257121E-01  2.5338659E-01  6.5229570E-04  7.9287673E-06  1.8824483E-04  1.6338476E-03  6.4736237E-07  3.6855656E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2541  4.200778    0.000  1.611402  7.445214  7.0718147E-01  2.8887007E-01  1.0708062E-05  2.8650829E-06  2.0600836E-03  3.5412352E-04  7.2127100E-06  3.2146018E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.209E-04  2.983E-04  8.653E-01  1.327E+00  5.13E+02  0.00E+00  3.26E+02  0.825146  0.001706  0.0000000E+00  2.1462815838E-02       4.487     1.84   -1.1707    0.5778   -0.6154   -0.1878   -0.0735   -0.2360   -0.1075   -0.0167   -0.4497   -1.7485
  6  1.978752894885988E+07    3.799985  2.372959  4.199877  7.4257055E-01  2.5338691E-01  6.5214207E-04  7.9733988E-06  1.8839236E-04  1.6338301E-03  6.4768192E-07  3.6851728E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2524  4.199877    0.000  1.609802  7.445583  6.9914799E-01  2.9691230E-01  1.0989172E-05  2.9405988E-06  2.1196592E-03  2.8686137E-04  5.8390734E-06  2.5971745E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.187E-04  2.960E-04  8.642E-01  1.330E+00  5.10E+02  0.00E+00  3.26E+02  0.827398  0.001725  0.0000000E+00  2.1462815838E-02       4.479     1.86   -1.1824    0.5585   -0.6132   -0.1872   -0.0732   -0.2351   -0.1070   -0.0166   -0.4476   -1.7409
  7  2.347101230932013E+07    3.799985  2.377878  4.199187  7.4256867E-01  2.5338820E-01  6.5166878E-04  8.0859218E-06  1.8889142E-04  1.6337549E-03  6.4898848E-07  3.6838325E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2502  4.199187    0.000  1.608911  7.446231  6.9096422E-01  3.0510242E-01  1.1257883E-05  3.0122884E-06  2.1624699E-03  2.3845209E-04  4.8145999E-06  2.1509676E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.166E-04  2.939E-04  8.633E-01  1.333E+00  5.08E+02  0.00E+00  3.25E+02  0.829329  0.001744  0.0000000E+00  2.1462815838E-02       4.472     1.87   -1.1947    0.5402   -0.6115   -0.1867   -0.0729   -0.2344   -0.1066   -0.0166   -0.4460   -1.7349
  8  2.706665604462183E+07    3.799985  2.382801  4.198457  7.4256455E-01  2.5339137E-01  6.5069040E-04  8.2839093E-06  1.8999025E-04  1.6335639E-03  6.5232315E-07  3.6808612E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2486  4.198457    0.000  1.608139  7.446866  6.8291851E-01  3.1315265E-01  1.1425170E-05  3.0571724E-06  2.1931229E-03  2.0385265E-04  4.0587587E-06  1.8201876E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.146E-04  2.919E-04  8.621E-01  1.336E+00  5.06E+02  0.00E+00  3.25E+02  0.831654  0.001764  0.0000000E+00  2.1462815838E-02       4.465     1.89   -1.2070    0.5215   -0.6097   -0.1862   -0.0727   -0.2337   -0.1062   -0.0165   -0.4443   -1.7285
  9  3.059975786456870E+07    3.799985  2.387671  4.197836  7.4255688E-01  2.5339783E-01  6.4900100E-04  8.5787289E-06  1.9198461E-04  1.6331794E-03  6.5903666E-07  3.6754340E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2466  4.197836    0.000  1.607682  7.447624  6.7486937E-01  3.2120536E-01  1.1573624E-05  3.0971502E-06  2.2171848E-03  1.7666975E-04  3.4598198E-06  1.5613859E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.127E-04  2.904E-04  8.611E-01  1.339E+00  5.04E+02  0.00E+00  3.25E+02  0.833825  0.001785  0.0000000E+00  2.1462815838E-02       4.458     1.90   -1.2192    0.5039   -0.6083   -0.1857   -0.0725   -0.2330   -0.1059   -0.0164   -0.4428   -1.7231
 10  3.413195311443252E+07    3.799985  2.392638  4.197215  7.4254447E-01  2.5340866E-01  6.4643751E-04  8.9765824E-06  1.9511328E-04  1.6325378E-03  6.7065429E-07  3.6668647E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2448  4.197215    0.000  1.607325  7.448459  6.6673284E-01  3.2934455E-01  1.1701412E-05  3.1313652E-06  2.2350488E-03  1.5646882E-04  3.0052521E-06  1.3657786E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.108E-04  2.885E-04  8.600E-01  1.342E+00  5.02E+02  0.00E+00  3.25E+02  0.836002  0.001805  0.0000000E+00  2.1462815838E-02       4.452     1.92   -1.2316    0.4860   -0.6068   -0.1853   -0.0722   -0.2324   -0.1055   -0.0164   -0.4413   -1.7176
 11  3.771117305997569E+07    3.799985  2.397752  4.196570  7.4252561E-01  2.5342557E-01  6.4281575E-04  9.4794671E-06  1.9965570E-04  1.6315619E-03  6.8896571E-07  3.6543399E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2431  4.196570    0.000  1.606965  7.449332  6.5872062E-01  3.3735842E-01  1.1780974E-05  3.1527518E-06  2.2461164E-03  1.4397810E-04  2.6966992E-06  1.2359382E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.089E-04  2.867E-04  8.587E-01  1.347E+00  5.00E+02  0.00E+00  3.26E+02  0.838564  0.001827  0.0000000E+00  2.1462815838E-02       4.445     1.93   -1.2444    0.4674   -0.6052   -0.1848   -0.0720   -0.2318   -0.1052   -0.0163   -0.4398   -1.7118
 12  4.106254578404750E+07    3.799985  2.402618  4.195909  7.4250231E-01  2.5344684E-01  6.3858377E-04  1.0015492E-05  2.0506424E-04  1.6303672E-03  7.1257251E-07  3.6393241E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2410  4.195909    0.000  1.606904  7.450236  6.5062327E-01  3.4545767E-01  1.1888313E-05  3.1817061E-06  2.2587662E-03  1.2963839E-04  2.3819973E-06  1.1001702E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.071E-04  2.852E-04  8.575E-01  1.350E+00  4.98E+02  0.00E+00  3.26E+02  0.840929  0.001847  0.0000000E+00  2.1462815838E-02       4.438     1.95   -1.2565    0.4494   -0.6036   -0.1844   -0.0718   -0.2311   -0.1048   -0.0163   -0.4382   -1.7060
 13  4.451185858857659E+07    3.799985  2.407785  4.195306  7.4247258E-01  2.5347433E-01  6.3329955E-04  1.0642229E-05  2.1187970E-04  1.6288533E-03  7.4521765E-07  3.6202564E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2395  4.195306    0.000  1.606897  7.451258  6.4256682E-01  3.5351493E-01  1.1954547E-05  3.1997035E-06  2.2637537E-03  1.2398257E-04  2.2177100E-06  1.0329062E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.053E-04  2.835E-04  8.562E-01  1.354E+00  4.96E+02  0.00E+00  3.26E+02  0.843545  0.001870  0.0000000E+00  2.1462815838E-02       4.431     1.96   -1.2695    0.4311   -0.6022   -0.1839   -0.0716   -0.2305   -0.1045   -0.0162   -0.4368   -1.7006
 14  4.777487458419950E+07    3.799985  2.412546  4.194678  7.4243445E-01  2.5351004E-01  6.2732419E-04  1.1266240E-05  2.1979892E-04  1.6270009E-03  7.8333115E-07  3.5979877E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2373  4.194678    0.000  1.606703  7.452175  6.3451464E-01  3.6156832E-01  1.2030916E-05  3.2202908E-06  2.2717529E-03  1.1490078E-04  2.0186439E-06  9.4830031E-10  5.3625424E-04  4.3373812E-05  0.000E+00  2.035E-04  2.819E-04  8.551E-01  1.358E+00  4.95E+02  0.00E+00  3.26E+02  0.845716  0.001890  0.0000000E+00  2.1462815838E-02       4.425     1.98   -1.2814    0.4136   -0.6007   -0.1835   -0.0713   -0.2298   -0.1041   -0.0162   -0.4353   -1.6949
 15  5.103703815979636E+07    3.799985  2.417457  4.194032  7.4238755E-01  2.5355436E-01  6.2040111E-04  1.1933626E-05  2.2908467E-04  1.6247940E-03  8.3007062E-07  3.5716942E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2354  4.194032    0.000  1.606700  7.453153  6.2640704E-01  3.6967684E-01  1.2100710E-05  3.2391370E-06  2.2776152E-03  1.0823959E-04  1.8540089E-06  8.7943258E-10  5.3625424E-04  4.3373812E-05  0.000E+00  2.018E-04  2.804E-04  8.538E-01  1.362E+00  4.93E+02  0.00E+00  3.26E+02  0.848086  0.001912  0.0000000E+00  2.1462815838E-02       4.418     1.99   -1.2936    0.3955   -0.5991   -0.1831   -0.0711   -0.2292   -0.1038   -0.0161   -0.4338   -1.6891
 16  5.432351163892249E+07    3.799985  2.422565  4.193422  7.4233163E-01  2.5360770E-01  6.1279569E-04  1.2604159E-05  2.3942435E-04  1.6222853E-03  8.8386358E-07  3.5422286E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2336  4.193422    0.000  1.606701  7.454147  6.1832774E-01  3.7775667E-01  1.2139305E-05  3.2500314E-06  2.2811077E-03  1.0428984E-04  1.7409293E-06  8.3200250E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.999E-04  2.787E-04  8.526E-01  1.365E+00  4.91E+02  0.00E+00  3.26E+02  0.850370  0.001934  0.0000000E+00  2.1462815838E-02       4.411     2.01   -1.3064    0.3772   -0.5976   -0.1826   -0.0709   -0.2285   -0.1034   -0.0161   -0.4323   -1.6836
 17  5.742922910883768E+07    3.799985  2.427353  4.192750  7.4226840E-01  2.5366819E-01  6.0434624E-04  1.3311923E-05  2.5093783E-04  1.6195097E-03  9.4774982E-07  3.5091677E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2318  4.192750    0.000  1.606717  7.455127  6.1029036E-01  3.8579470E-01  1.2205999E-05  3.2679642E-06  2.2852374E-03  9.9558200E-05  1.6356810E-06  7.8744733E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.983E-04  2.772E-04  8.514E-01  1.369E+00  4.89E+02  0.00E+00  3.26E+02  0.852780  0.001956  0.0000000E+00  2.1462815838E-02       4.404     2.03   -1.3184    0.3592   -0.5960   -0.1821   -0.0707   -0.2278   -0.1031   -0.0160   -0.4307   -1.6776
 18  6.050001000990374E+07    3.799985  2.432260  4.192131  7.4219941E-01  2.5373456E-01  5.9577725E-04  1.3968561E-05  2.6275217E-04  1.6166103E-03  1.0142831E-06  3.4750243E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2301  4.192131    0.000  1.606776  7.456050  6.0219578E-01  3.9388973E-01  1.2258270E-05  3.2821992E-06  2.2878242E-03  9.6597315E-05  1.5478073E-06  7.5281841E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.964E-04  2.756E-04  8.502E-01  1.373E+00  4.87E+02  0.00E+00  3.26E+02  0.854814  0.001978  0.0000000E+00  2.1462815838E-02       4.398     2.04   -1.3306    0.3413   -0.5946   -0.1817   -0.0704   -0.2272   -0.1027   -0.0160   -0.4292   -1.6719
 19  6.355100197600740E+07    3.799985  2.437141  4.191391  7.4211644E-01  2.5381467E-01  5.8617929E-04  1.4649836E-05  2.7609385E-04  1.6133021E-03  1.0920000E-06  3.4362391E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2281  4.191391    0.000  1.606816  7.457010  5.9411383E-01  4.0197201E-01  1.2319874E-05  3.2986761E-06  2.2898902E-03  9.4191063E-05  1.4869238E-06  7.2831737E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.947E-04  2.739E-04  8.489E-01  1.377E+00  4.85E+02  0.00E+00  3.26E+02  0.857321  0.002000  0.0000000E+00  2.1462815838E-02       4.391     2.06   -1.3429    0.3224   -0.5928   -0.1812   -0.0702   -0.2264   -0.1023   -0.0159   -0.4275   -1.6653
 20  6.656587396762130E+07    3.799985  2.442011  4.190694  7.4203177E-01  2.5389691E-01  5.7734374E-04  1.5220077E-05  2.8852026E-04  1.6101592E-03  1.1657038E-06  3.3999190E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2262  4.190694    0.000  1.606829  7.457934  5.8602572E-01  4.1006034E-01  1.2361189E-05  3.3100117E-06  2.2909501E-03  9.2959785E-05  1.4348973E-06  7.0940712E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.929E-04  2.722E-04  8.476E-01  1.381E+00  4.83E+02  0.00E+00  3.26E+02  0.859633  0.002023  0.0000000E+00  2.1462815838E-02       4.384     2.07   -1.3550    0.3039   -0.5911   -0.1807   -0.0699   -0.2257   -0.1019   -0.0158   -0.4258   -1.6590
 21  6.959193161874983E+07    3.799985  2.446881  4.189994  7.4193214E-01  2.5399397E-01  5.6789657E-04  1.5769959E-05  3.0198669E-04  1.6066670E-03  1.2442005E-06  3.3603501E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2243  4.189994    0.000  1.606708  7.458874  5.7798592E-01  4.1810030E-01  1.2406106E-05  3.3220761E-06  2.2917115E-03  9.2064664E-05  1.3820490E-06  6.9130206E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.911E-04  2.706E-04  8.464E-01  1.385E+00  4.81E+02  0.00E+00  3.27E+02  0.861858  0.002046  0.0000000E+00  2.1462815838E-02       4.377     2.09   -1.3672    0.2854   -0.5894   -0.1802   -0.0697   -0.2249   -0.1016   -0.0158   -0.4241   -1.6526
 22  7.248278860781744E+07    3.799985  2.451710  4.189315  7.4181966E-01  2.5410378E-01  5.5750872E-04  1.6346474E-05  3.1680092E-04  1.6028495E-03  1.3350152E-06  3.3165658E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2224  4.189315    0.000  1.606815  7.459794  5.6987710E-01  4.2620952E-01  1.2443771E-05  3.3326523E-06  2.2945127E-03  8.8873201E-05  1.3042549E-06  6.5735888E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.893E-04  2.689E-04  8.452E-01  1.388E+00  4.80E+02  0.00E+00  3.27E+02  0.863934  0.002069  0.0000000E+00  2.1462815838E-02       4.370     2.11   -1.3793    0.2671   -0.5878   -0.1797   -0.0694   -0.2242   -0.1012   -0.0157   -0.4225   -1.6464
 23  7.525562027070507E+07    3.799985  2.456355  4.188609  7.4171439E-01  2.5420683E-01  5.4894224E-04  1.6772635E-05  3.2916866E-04  1.5995877E-03  1.4116334E-06  3.2798471E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2206  4.188609    0.000  1.607026  7.460717  5.6185233E-01  4.3423459E-01  1.2498117E-05  3.3472196E-06  2.2965226E-03  8.6534367E-05  1.2526130E-06  6.3542059E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.876E-04  2.674E-04  8.439E-01  1.392E+00  4.78E+02  0.00E+00  3.27E+02  0.866096  0.002091  0.0000000E+00  2.1462815838E-02       4.363     2.12   -1.3909    0.2491   -0.5861   -0.1792   -0.0692   -0.2234   -0.1008   -0.0157   -0.4208   -1.6400
 24  7.808307187275612E+07    3.799985  2.461209  4.187915  7.4158101E-01  2.5433782E-01  5.3900774E-04  1.7222869E-05  3.4365066E-04  1.5956994E-03  1.5011001E-06  3.2366720E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2186  4.187915    0.000  1.607138  7.461637  5.5370829E-01  4.4237911E-01  1.2557067E-05  3.3631399E-06  2.2988806E-03  8.3802478E-05  1.1876733E-06  6.0877068E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.858E-04  2.656E-04  8.428E-01  1.396E+00  4.76E+02  0.00E+00  3.26E+02  0.868016  0.002114  0.0000000E+00  2.1462815838E-02       4.356     2.14   -1.4030    0.2306   -0.5844   -0.1787   -0.0689   -0.2227   -0.1004   -0.0156   -0.4191   -1.6336
 25  8.075199611045438E+07    3.799985  2.465764  4.187135  7.4145148E-01  2.5446520E-01  5.2984873E-04  1.7609005E-05  3.5706369E-04  1.5920785E-03  1.5852205E-06  3.1964981E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2169  4.187135    0.000  1.607347  7.462538  5.4570389E-01  4.5038373E-01  1.2585725E-05  3.3711933E-06  2.3007282E-03  8.1690229E-05  1.1373563E-06  5.8577318E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.841E-04  2.642E-04  8.415E-01  1.400E+00  4.74E+02  0.00E+00  3.27E+02  0.870313  0.002136  0.0000000E+00  2.1462815838E-02       4.350     2.16   -1.4144    0.2121   -0.5826   -0.1782   -0.0686   -0.2219   -0.1000   -0.0156   -0.4173   -1.6265
 26  8.344115295647921E+07    3.799985  2.470470  4.186369  7.4130383E-01  2.5461071E-01  5.2028916E-04  1.7975185E-05  3.7118365E-04  1.5882057E-03  1.6743826E-06  3.1540541E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2149  4.186369    0.000  1.607735  7.463501  5.3758614E-01  4.5850166E-01  1.2643229E-05  3.3866147E-06  2.3012885E-03  8.0980936E-05  1.1090161E-06  5.7633433E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.824E-04  2.627E-04  8.403E-01  1.404E+00  4.72E+02  0.00E+00  3.26E+02  0.872410  0.002159  0.0000000E+00  2.1462815838E-02       4.343     2.17   -1.4262    0.1933   -0.5807   -0.1776   -0.0683   -0.2210   -0.0996   -0.0155   -0.4154   -1.6195
 27  8.605138983542907E+07    3.799985  2.475017  4.185487  7.4116127E-01  2.5475130E-01  5.1122192E-04  1.8303642E-05  3.8459758E-04  1.5845302E-03  1.7602135E-06  3.1135660E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2128  4.185487    0.000  1.608054  7.464460  5.2949948E-01  4.6658839E-01  1.2693768E-05  3.4003222E-06  2.3015315E-03  8.0645237E-05  1.0811204E-06  5.6788356E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.806E-04  2.610E-04  8.388E-01  1.408E+00  4.70E+02  0.00E+00  3.26E+02  0.874767  0.002182  0.0000000E+00  2.1462815838E-02       4.335     2.19   -1.4375    0.1739   -0.5786   -0.1770   -0.0680   -0.2201   -0.0991   -0.0154   -0.4133   -1.6114
 28  8.848736567268124E+07    3.799985  2.479288  4.184677  7.4101935E-01  2.5489138E-01  5.0250018E-04  1.8597619E-05  3.9755590E-04  1.5809576E-03  1.8435869E-06  3.0743263E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2110  4.184677    0.000  1.608488  7.465364  5.2148826E-01  4.7459979E-01  1.2735651E-05  3.4117888E-06  2.3027174E-03  7.9259124E-05  1.0395919E-06  5.5105964E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.789E-04  2.597E-04  8.376E-01  1.412E+00  4.68E+02  0.00E+00  3.26E+02  0.876768  0.002203  0.0000000E+00  2.1462815838E-02       4.329     2.21   -1.4482    0.1558   -0.5766   -0.1765   -0.0677   -0.2192   -0.0986   -0.0154   -0.4114   -1.6040
 29  9.092291095148724E+07    3.799985  2.483624  4.183886  7.4084645E-01  2.5506235E-01  4.9331912E-04  1.8863629E-05  4.1138512E-04  1.5770338E-03  1.9326293E-06  3.0323455E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2090  4.183886    0.000  1.608892  7.466275  5.1335039E-01  4.8273797E-01  1.2782807E-05  3.4246020E-06  2.3044765E-03  7.7208449E-05  9.9880574E-07  5.3250037E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.772E-04  2.582E-04  8.366E-01  1.440E+00  4.66E+02  0.00E+00  3.26E+02  0.878525  0.002225  0.0000000E+00  2.1462815838E-02       4.322     2.23   -1.4591    0.1377   -0.5747   -0.1759   -0.0674   -0.2184   -0.0982   -0.0153   -0.4095   -1.5968
 30  9.342387447208266E+07    3.799985  2.488121  4.183084  7.4066753E-01  2.5523951E-01  4.8433433E-04  1.9099403E-05  4.2500558E-04  1.5731247E-03  2.0199971E-06  2.9908870E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2070  4.183084    0.000  1.609265  7.467192  5.0537631E-01  4.9071199E-01  1.2810485E-05  3.4322762E-06  2.3040351E-03  7.7680272E-05  9.8427952E-07  5.2930698E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.755E-04  2.566E-04  8.353E-01  1.445E+00  4.64E+02  0.00E+00  3.26E+02  0.880539  0.002248  0.0000000E+00  2.1462815838E-02       4.315     2.25   -1.4703    0.1191   -0.5728   -0.1753   -0.0672   -0.2175   -0.0977   -0.0152   -0.4076   -1.5894
 31  9.579764354851714E+07    3.799985  2.492401  4.182315  7.4048365E-01  2.5542170E-01  4.7552539E-04  1.9309878E-05  4.3842434E-04  1.5692428E-03  2.1063775E-06  2.9499314E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2054  4.182315    0.000  1.609868  7.468124  4.9723115E-01  4.9885734E-01  1.2848684E-05  3.4427588E-06  2.3054701E-03  7.6013632E-05  9.4471282E-07  5.1193089E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.738E-04  2.550E-04  8.342E-01  1.449E+00  4.63E+02  0.00E+00  3.26E+02  0.882214  0.002270  0.0000000E+00  2.1462815838E-02       4.308     2.26   -1.4810    0.1013   -0.5709   -0.1748   -0.0669   -0.2166   -0.0973   -0.0152   -0.4057   -1.5823
 32  9.812666553518695E+07    3.799985  2.496546  4.181555  7.4030145E-01  2.5560234E-01  4.6711455E-04  1.9494489E-05  4.5128115E-04  1.5655045E-03  2.1900597E-06  2.9105888E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2031  4.181555    0.000  1.610578  7.469091  4.8908052E-01  5.0700819E-01  1.2906711E-05  3.4583894E-06  2.3064069E-03  7.4873563E-05  9.1599893E-07  5.0032554E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.722E-04  2.536E-04  8.332E-01  1.452E+00  4.61E+02  0.00E+00  3.26E+02  0.883829  0.002291  0.0000000E+00  2.1462815838E-02       4.302     2.28   -1.4914    0.0839   -0.5691   -0.1742   -0.0666   -0.2158   -0.0969   -0.0151   -0.4039   -1.5752
 33  1.004817272201519E+08    3.799985  2.500801  4.180829  7.4010799E-01  2.5579452E-01  4.5967668E-04  1.9619333E-05  4.6286117E-04  1.5620049E-03  2.2646873E-06  2.8751082E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2012  4.180829    0.000  1.611240  7.470027  4.8107762E-01  5.1501113E-01  1.2953902E-05  3.4711702E-06  2.3064623E-03  7.4752757E-05  8.9354495E-07  4.9382412E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.706E-04  2.520E-04  8.321E-01  1.457E+00  4.59E+02  0.00E+00  3.25E+02  0.885585  0.002314  0.0000000E+00  2.1462815838E-02       4.295     2.30   -1.5020    0.0665   -0.5673   -0.1737   -0.0663   -0.2150   -0.0965   -0.0151   -0.4022   -1.5685
 34  1.027368103378168E+08    3.799985  2.505009  4.180015  7.3991636E-01  2.5598474E-01  4.5168358E-04  1.9757979E-05  4.7522756E-04  1.5583283E-03  2.3443697E-06  2.8371231E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.1995  4.180015    0.000  1.612069  7.470983  4.7299999E-01  5.2308889E-01  1.2974818E-05  3.4772723E-06  2.3073466E-03  7.3731254E-05  8.6750791E-07  4.8202006E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.690E-04  2.507E-04  8.309E-01  1.461E+00  4.57E+02  0.00E+00  3.25E+02  0.887501  0.002336  0.0000000E+00  2.1462815838E-02       4.289     2.31   -1.5125    0.0484   -0.5654   -0.1732   -0.0660   -0.2141   -0.0961   -0.0150   -0.4002   -1.5610
