 1150.0 179.802002 64.131905 179.802002  0.000000  0.000000  0.000000
 1155.0 131.910675 41.635273 131.910675  0.000000  0.000000  0.000000
 1160.0 105.233490 30.757036 105.233490  0.000000  0.000000  0.000000
 1165.0 101.691246 32.578747 101.691246  0.000000  0.000000  0.000000
 1170.0 86.662430 27.236929 86.662430  0.000000  0.000000  0.000000
 1175.0 70.147293 22.566376 70.147293  0.000000  0.000000  0.000000
 1180.0 78.362907 25.665920 78.362907  0.000000  0.000000  0.000000
 1185.0 85.207527 28.579439 85.207527  0.000000  0.000000  0.000000
 1190.0 77.702744 31.102306 77.702744  0.000000  0.000000  0.000000
 1195.0 68.849564 19.622362 68.849564  0.000000  0.000000  0.000000
 1200.0 67.268265 25.600374 67.268265  0.000000  0.000000  0.000000
 1205.0 61.135899 27.943722 61.135899  0.000000  0.000000  0.000000
 1210.0 45.369308 31.734207 45.369308  0.000000  0.000000  0.000000
 1215.0 28.861963 20.983128 28.861963  0.000000  0.000000  0.000000
 1220.0 47.061722 40.826775 47.061722  0.000000  0.000000  0.000000
 1225.0 69.537415 36.649937 69.537415  0.000000  0.000000  0.000000
 1230.0 76.168571 30.377251 76.168571  0.000000  0.000000  0.000000
 1235.0 74.040817 28.289755 74.040817  0.000000  0.000000  0.000000
 1240.0 73.639435 26.078758 73.639435  0.000000  0.000000  0.000000
 1245.0 77.914902 21.239399 77.914902  0.000000  0.000000  0.000000
 1250.0 75.940147 22.123249 75.940147  0.000000  0.000000  0.000000
 1255.0 76.334549 21.092983 76.334549  0.000000  0.000000  0.000000
 1260.0 79.712029 23.686449 79.712029  0.000000  0.000000  0.000000
 1265.0 83.818031 24.080847 83.818031  0.000000  0.000000  0.000000
 1270.0 84.917282 23.672598 84.917282  0.000000  0.000000  0.000000
 1275.0 84.950371 22.471205 84.950371  0.000000  0.000000  0.000000
 1280.0 83.935829 22.057280 83.935829  0.000000  0.000000  0.000000
 1285.0 82.218506 20.855392 82.218506  0.000000  0.000000  0.000000
 1290.0 84.083557 24.745790 84.083557  0.000000  0.000000  0.000000
 1295.0 80.281158 19.083233 80.281158  0.000000  0.000000  0.000000
 1300.0 74.253761 20.170382 74.253761  0.000000  0.000000  0.000000
 1305.0 75.847694 19.568930 75.847694  0.000000  0.000000  0.000000
 1310.0 80.161942 19.139462 80.161942  0.000000  0.000000  0.000000
 1315.0 79.952248 19.590542 79.952248  0.000000  0.000000  0.000000
 1320.0 78.024010 19.524092 78.024010  0.000000  0.000000  0.000000
