 1150.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1155.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1160.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1165.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1170.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1175.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1180.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1185.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1190.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1195.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1200.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
 1205.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
 1210.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
 1215.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
 1220.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
 1225.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
 1230.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
 1235.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
 1240.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
 1245.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
 1250.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
 1255.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1260.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1265.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
 1270.0  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000000
